Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Quickswap,Dexes,QUICK,Polygon,-92.78%,-93.06%,-93.06%,"$69,752,351",69752351,2021-06-04 08:47:34.417497
Metronome,Assets,MET,Ethereum,-1.06%,+3.61%,-2.19%,"$66,378,409",66378409,2021-06-04 08:47:34.417497
Hard Protocol,Protocols,HARD,Multi-Chain,-3.40%,+24.26%,-2.75%,"$66,342,743",66342743,2021-06-04 08:47:34.417497
Secret Bridge,Assets,-,Secret,-10.22%,-11.71%,-2.67%,"$64,441,358",64441358,2021-06-04 08:47:34.417497
mStable,Protocols,MTA,Ethereum,-0.78%,+0.22%,-0.93%,"$63,470,299",63470299,2021-06-04 08:47:34.417497
1inch,Dexes,1INCH,Ethereum,-13.03%,-5.21%,-2.34%,"$62,403,525",62403525,2021-06-04 08:47:34.417497
WePiggy,Lending,WPC,Multi-Chain,-4.84%,+0.65%,-1.98%,"$62,236,834",62236834,2021-06-04 08:47:34.417497
dForce,Lending,DF,Multi-Chain,+1.67%,+5.37%,-1.02%,"$60,202,750",60202750,2021-06-04 08:47:34.417497
imToken,Assets,imBTC,Ethereum,-22.74%,-17.83%,-2.46%,"$55,323,237",55323237,2021-06-04 08:47:34.417497
BoringDAO,Protocols,BOR,Ethereum,+1.43%,+4.22%,-2.65%,"$54,392,768",54392768,2021-06-04 08:47:34.417497
Sovryn,Dexes,SOV,RSK,-5.43%,-,-2.28%,"$53,592,952",53592952,2021-06-04 08:47:34.417497
Rari Capital,Yield,RGT,Ethereum,-4.15%,-0.92%,-1.97%,"$52,961,260",52961260,2021-06-04 08:47:34.417497
 Lightning Netwo...,Protocols,-,Bitcoin,-3.06%,+2.48%,-1.79%,"$52,718,505",52718505,2021-06-04 08:47:34.417497
Unicly,Dexes,UNIC,Ethereum,+1.34%,+8.86%,-0.07%,"$52,590,801",52590801,2021-06-04 08:47:34.417497
Defi Swap,Dexes,CRO,Ethereum,-3.58%,-0.51%,-1.81%,"$51,757,519",51757519,2021-06-04 08:47:34.417497
SpiritSwap,Dexes,SPIRIT,Fantom,-12.20%,+11.62%,-0.28%,"$50,444,138",50444138,2021-06-04 08:47:34.417497
Goose Finance,Yield,EGG,Binance,-6.93%,-18.71%,-3.12%,"$48,848,648",48848648,2021-06-04 08:47:34.417497
Bao Finance,Yield,BAO,Multi-Chain,-,-,+1.20%,"$48,764,491",48764491,2021-06-04 08:47:34.417497
Saddle Finance,Dexes,-,Ethereum,-2.21%,-4.47%,-0.20%,"$48,327,408",48327408,2021-06-04 08:47:34.417497
Hegic,Options,HEGIC,Ethereum,-3.78%,+2.39%,-2.46%,"$45,006,454",45006454,2021-06-04 08:47:34.417497
SpookySwap,Dexes,BOO,Fantom,-7.45%,+13.73%,-0.21%,"$43,704,700",43704700,2021-06-04 08:47:34.417497
Zookeeper,Yield,ZOO,Wanchain,0%,"$43,397,935",0%,"$43,397,935",43397935,2021-06-04 08:47:34.417497
SharedStake,Staking,SGT,Ethereum,-3.50%,+0.64%,-2.44%,"$43,060,608",43060608,2021-06-04 08:47:34.417497
StakeDAO,Yield,SDT,Ethereum,-5.72%,-8.84%,-1.53%,"$42,857,121",42857121,2021-06-04 08:47:34.417497
DefiDollar DAO,Protocols,DFD,Ethereum,-3.36%,+24.38%,-1.68%,"$41,370,455",41370455,2021-06-04 08:47:34.417497
WanSwap Dex,Dexes,WASP,Wanchain,-5.87%,-1.14%,-2.46%,"$41,246,507",41246507,2021-06-04 08:47:34.417497
Kyber,Dexes,KNC,Ethereum,-1.47%,+2.74%,+1.17%,"$38,913,850",38913850,2021-06-04 08:47:34.417497
88mph,Yield,MPH,Ethereum,-6.01%,-4.33%,-1.38%,"$37,213,583",37213583,2021-06-04 08:47:34.417497
Orca,Dexes,-,Solana,-1.28%,-10.99%,-0.93%,"$34,042,779",34042779,2021-06-04 08:47:34.417497
SecretSwap,Dexes,SEFI,Secret,-7.73%,-12.09%,-0.00%,"$33,091,935",33091935,2021-06-04 08:47:34.417497
Ribbon Finance,Options,-,Ethereum,+2.85%,+35.45%,-1.67%,"$32,478,209",32478209,2021-06-04 08:47:34.417497
dHEDGE,Protocols,DHT,Ethereum,-3.32%,+14.27%,-2.68%,"$32,448,064",32448064,2021-06-04 08:47:34.417497
DerivaDEX,Dexes,DDX,Ethereum,+0.91%,+4.58%,-0.47%,"$32,324,270",32324270,2021-06-04 08:47:34.417497
Opyn,Options,-,Ethereum,-2.97%,-2.82%,-0.82%,"$30,997,901",30997901,2021-06-04 08:47:34.417497
BiFi,Lending,BiFi,Multi-Chain,-3.52%,-0.83%,-2.02%,"$30,234,594",30234594,2021-06-04 08:47:34.417497
Mimo Defi,Lending,MIMO,Ethereum,-3.28%,+1.60%,-2.17%,"$29,195,518",29195518,2021-06-04 08:47:34.417497
KeeperDAO,Yield,ROOK,Ethereum,-8.05%,-17.04%,-2.08%,"$26,540,818",26540818,2021-06-04 08:47:34.417497
Hyper Finance,Yield,HYFI,Binance,+1.76%,-20.27%,-0.45%,"$26,475,276",26475276,2021-06-04 08:47:34.417497
Indexed Finance,Indexes,NDX,Ethereum,-5.01%,+3.62%,-1.08%,"$26,469,503",26469503,2021-06-04 08:47:34.417497
Enzyme Finance,Yield,MLN,Ethereum,-3.22%,+1.44%,-1.79%,"$25,838,662",25838662,2021-06-04 08:47:34.417497
MoneyOnChain,Protocols,MOC,RSK,+1.16%,-,-0.38%,"$25,772,756",25772756,2021-06-04 08:47:34.417497
Bella Protocol,Yield,BEL,Ethereum,-4.85%,-4.89%,-1.83%,"$25,759,656",25759656,2021-06-04 08:47:34.417497
DeversiFi,Dexes,DVF,Ethereum,-0.12%,-2.73%,-1.64%,"$24,623,826",24623826,2021-06-04 08:47:34.417497
Ruler,Lending,RULER,Ethereum,+2.24%,-26.71%,-1.12%,"$24,131,776",24131776,2021-06-04 08:47:34.417497
ValueDefi,Yield,VALUE,Multi-Chain,-4.28%,-6.32%,-0.57%,"$22,304,067",22304067,2021-06-04 08:47:34.417497
Swerve,Dexes,SWRV,Ethereum,+7.28%,+15.69%,-0.20%,"$21,298,688",21298688,2021-06-04 08:47:34.417497
BasketDAO,Indexes,BASK,Ethereum,-6.85%,-27.98%,-1.54%,"$20,637,557",20637557,2021-06-04 08:47:34.417497
Unagii,Yield,-,Ethereum,-4.87%,+9.00%,-1.40%,"$19,498,538",19498538,2021-06-04 08:47:34.417497
FutureSwap,Dexes,FST,Ethereum,-2.85%,-59.09%,-1.54%,"$18,980,725",18980725,2021-06-04 08:47:34.417497
Gnosis,Dexes,GNO,Ethereum,-29.26%,-26.75%,-28.39%,"$18,149,476",18149476,2021-06-04 08:47:34.417497
Notional,Lending,-,Ethereum,-3.06%,-1.10%,-1.55%,"$17,796,803",17796803,2021-06-04 08:47:34.417497
ViperSwap,Dexes,VIPER,Harmony,+1.16%,-,-0.28%,"$17,360,058",17360058,2021-06-04 08:47:34.417497
xToken,Yield,XTK,Ethereum,-10.72%,+20.08%,-2.97%,"$17,167,790",17167790,2021-06-04 08:47:34.417497
PowerPool,Indexes,CVP,Ethereum,-3.32%,-2.92%,-1.29%,"$17,166,634",17166634,2021-06-04 08:47:34.417497
Mango Markets,Lending,-,Solana,-5.00%,+0.25%,-1.79%,"$16,648,663",16648663,2021-06-04 08:47:34.417497
Honeyswap,Dexes,HNY,xDai,+34.51%,+113%,-1.21%,"$16,262,013",16262013,2021-06-04 08:47:34.417497
PieDAO,Indexes,DOUGH,Ethereum,-3.31%,-2.55%,-1.98%,"$15,308,413",15308413,2021-06-04 08:47:34.417497
Erasure,Protocols,NMR,Ethereum,-6.49%,+5.58%,-1.12%,"$15,211,295",15211295,2021-06-04 08:47:34.417497
Stacker Ventures,Yield,STACK,Ethereum,-3.32%,-1.13%,-0.46%,"$14,360,378",14360378,2021-06-04 08:47:34.417497
IDEX,Dexes,IDEX,Ethereum,-2.19%,-14.82%,-1.77%,"$14,080,900",14080900,2021-06-04 08:47:34.417497
Penguin Finance,Dexes,PEFI,Avalanche,-8.71%,-7.70%,-2.84%,"$12,751,493",12751493,2021-06-04 08:47:34.417497
 Mushrooms Finan...,Yield,MM,Ethereum,-4.89%,-33.07%,-2.41%,"$10,936,070",10936070,2021-06-04 08:47:34.417497
Cryptex,Indexes,CTX,Ethereum,-5.25%,+1.48%,-2.42%,"$10,892,181",10892181,2021-06-04 08:47:34.417497
Cometh,Dexes,MUST,Polygon,-4.09%,+12.26%,-2.86%,"$10,617,847",10617847,2021-06-04 08:47:34.417497
Wasabix,Yield,WASABI,Ethereum,+3.42%,+13.51%,-1.49%,"$10,544,171",10544171,2021-06-04 08:47:34.417497
Smoothy,Dexes,SMTY,Ethereum,-19.11%,"$10,283,323",-0.89%,"$10,283,323",10283323,2021-06-04 08:47:34.417497
HyperSwap,Dexes,Token not found,Fantom,-57.08%,"$9,869,056",+6.09%,"$9,869,056",9869056,2021-06-04 08:47:34.417497
BondAppetit,Assets,BAG,Ethereum,+3.03%,-0.24%,-0.05%,"$9,706,194",9706194,2021-06-04 08:47:34.417497
Hakka Finance,Yield,HAKKA,Ethereum,-4.01%,+42.21%,-2.12%,"$9,515,719",9515719,2021-06-04 08:47:34.417497
Energiswap,Dexes,NRG,Energi,-1.71%,-7.62%,-0.18%,"$9,425,533",9425533,2021-06-04 08:47:34.417497
Fluity,Protocols,FLTY,Binance,-0.07%,+35.10%,-1.88%,"$9,005,170",9005170,2021-06-04 08:47:34.417497
DDEX,Dexes,-,Ethereum,-3.03%,+0.36%,-1.95%,"$8,145,154",8145154,2021-06-04 08:47:34.417497
Yogi Finance,Dexes,YOGI,MultiChain,+3.71%,+38.52%,0%,"$7,895,208",7895208,2021-06-04 08:47:34.417497
Fuse,Protocols,FUSE,Multi-Chain,-4.46%,-0.56%,-2.68%,"$7,732,950",7732950,2021-06-04 08:47:34.417497
Snowball,Yield,SNOB,Avalanche,-6.06%,-23.15%,-2.25%,"$7,307,688",7307688,2021-06-04 08:47:34.417497
YouSwap,Dexes,YOU,Multi-Chain,-7.56%,-6.25%,-1.36%,"$7,278,828",7278828,2021-06-04 08:47:34.417497
Perlin,Dexes,PERL,Ethereum,-7.88%,-8.05%,-2.30%,"$7,206,287",7206287,2021-06-04 08:47:34.417497
 SteakBank Finan...,Staking,SBF,Binance,-4.70%,+7.46%,-3.07%,"$6,525,370",6525370,2021-06-04 08:47:34.417497
Stafi,Staking,FIS,Ethereum,+0.88%,+38.24%,-2.44%,"$6,471,572",6471572,2021-06-04 08:47:34.417497
Swipe,Dexes,SXP,Ethereum,-5.87%,-43.27%,-2.69%,"$5,848,041",5848041,2021-06-04 08:47:34.417497
Gambit Protocol,Dexes,GMT,Binance,-,-,-1.97%,"$5,720,960",5720960,2021-06-04 08:47:34.417497
Gondola Finance,Dexes,GDL,Avalanche,-27.93%,-30.66%,-0.19%,"$5,227,837",5227837,2021-06-04 08:47:34.417497
Lydia,Dexes,-,Avalanche,-0.04%,+24.36%,+0.62%,"$4,862,110",4862110,2021-06-04 08:47:34.417497
ACoconut,Yield,AC,Multi-Chain,-4.26%,-56.22%,+6212%,"$4,782,480",4782480,2021-06-04 08:47:34.417497
Oxygen,Lending,OXY,Solana,-25.32%,-20.89%,-1.80%,"$4,694,561",4694561,2021-06-04 08:47:34.417497
Governor DAO,Protocols,GDAO,Ethereum,-6.62%,-1.68%,-2.52%,"$4,372,187",4372187,2021-06-04 08:47:34.417497
Wheat Protocol,Yield,WHEAT,Binance,-12.97%,-18.49%,-0.99%,"$4,175,845",4175845,2021-06-04 08:47:34.417497
Aquarius,Protocols,AQU,Fantom,-11.49%,-,-1.49%,"$4,152,491",4152491,2021-06-04 08:47:34.417497
CreamSwap,Dexes,CREAM,Ethereum,-0.87%,+14.41%,-2.37%,"$3,869,600",3869600,2021-06-04 08:47:34.417497
DEXTF Protocol,Protocols,DEXTF,Ethereum,-5.55%,+4.41%,-2.25%,"$3,839,107",3839107,2021-06-04 08:47:34.417497
Swapr,Dexes,-,Multi-Chain,-2.53%,+5.98%,-0.76%,"$3,827,559",3827559,2021-06-04 08:47:34.417497
cVault.finance,Assets,CORE,Ethereum,-3.02%,-1.78%,-0.37%,"$3,536,036",3536036,2021-06-04 08:47:34.417497
Augur,Dexes,REP,Ethereum,-3.48%,+0.68%,-2.39%,"$3,456,896",3456896,2021-06-04 08:47:34.417497
Allinx,Yield,INX,Binance,-3.17%,-26.33%,-2.79%,"$3,222,526",3222526,2021-06-04 08:47:34.417497
Yam Finance,Protocols,YAM,Ethereum,-1.03%,+2.15%,-1.63%,"$3,204,725",3204725,2021-06-04 08:47:34.417497
zLot,Staking,zLot,Ethereum,-7.09%,-2.18%,-3.11%,"$3,176,483",3176483,2021-06-04 08:47:34.417497
Cover Protocol,Insurance,COVER,Ethereum,< 0.0001%,-6.82%,< 0.0001%,"$3,151,324",3151324,2021-06-04 08:47:34.417497
SnowSwap,Dexes,SNOW,Ethereum,-3.21%,-3.29%,-1.36%,"$3,070,829",3070829,2021-06-04 08:47:34.417497
Auctus,Options,AUC,Ethereum,-0.70%,-1.80%,+5.38%,"$2,860,466",2860466,2021-06-04 08:47:34.417497
0.exchange,Dexes,ZERO,Multi-Chain,+3.62%,+0.76%,+0.87%,"$2,775,321",2775321,2021-06-04 08:47:34.417497
Jarvis Network,Protocols,JRT,Ethereum,-1.73%,+3.93%,-0.63%,"$2,674,498",2674498,2021-06-04 08:47:34.417497
Growth DeFi,Yield,GRO,Ethereum,+3.56%,-6.53%,0%,"$2,591,260",2591260,2021-06-04 08:47:34.417497
Dev Protocol,Protocols,DEV,Ethereum,-7.02%,-19.71%,-10.00%,"$2,514,617",2514617,2021-06-04 08:47:34.417497
Connext,Protocols,-,Ethereum,-9.36%,+10.63%,-1.31%,"$2,291,180",2291180,2021-06-04 08:47:34.417497
YF Link,Dexes,YFL,Ethereum,-3.65%,-7.14%,-0.77%,"$2,242,671",2242671,2021-06-04 08:47:34.417497
MCDEX,Dexes,MCB,Ethereum,-3.51%,+0.65%,-2.44%,"$1,923,183",1923183,2021-06-04 08:47:34.417497
Olive Cash,Yield,OLIVE,Multi-Chain,-4.52%,-9.18%,-1.98%,"$1,831,182",1831182,2021-06-04 08:47:34.417497
N3RD Finance,Yield,N3RDz,Ethereum,-7.69%,-14.07%,-2.92%,"$1,474,935",1474935,2021-06-04 08:47:34.417497
XDeFi,Dexes,XDEX,Ethereum,+0.13%,-7.74%,+1.23%,"$1,380,798",1380798,2021-06-04 08:47:34.417497
Siren,Options,SI,Ethereum,-7.57%,-48.17%,-3.66%,"$1,357,822",1357822,2021-06-04 08:47:34.417497
ForceDAO,Yield,FORCE,Ethereum,-8.33%,-27.28%,-0.71%,"$1,141,511",1141511,2021-06-04 08:47:34.417497
Ram Protocol,Lending,RAM,ThunderCore,-23.98%,-36.22%,-0.91%,"$988,371",988371,2021-06-04 08:47:34.417497
BT.Finance,Yield,BT,Ethereum,-6.83%,-26.69%,-1.92%,"$981,270",981270,2021-06-04 08:47:34.417497
S Finance,Dexes,SFG,Ethereum,-5.96%,-5.16%,-0.34%,"$914,871",914871,2021-06-04 08:47:34.417497
Strudel Finance,Assets,TRDL,Ethereum,-5.33%,-0.54%,-2.61%,"$854,567",854567,2021-06-04 08:47:34.417497
MochiSwap,Dexes,MOCHI,Binance,-,-,-0.14%,"$714,940",714940,2021-06-04 08:47:34.417497
PEAKDEFI,Yield,PEAK,Ethereum,-1.63%,-0.25%,-0.64%,"$665,345",665345,2021-06-04 08:47:34.417497
FinNexus,Options,FNX,Multi-Chain,-3.50%,-3.18%,-2.03%,"$629,660",629660,2021-06-04 08:47:34.417497
DeFiner,Yield,FIN,Ethereum,-10.22%,-12.62%,-13.39%,"$542,630",542630,2021-06-04 08:47:34.417497
Opium,Insurance,OPIUM,Ethereum,-88.61%,-88.61%,-0.15%,"$529,473",529473,2021-06-04 08:47:34.417497
Primitive,Options,-,Ethereum,-5.09%,-13.62%,-2.37%,"$458,282",458282,2021-06-04 08:47:34.417497
YFII,Dexes,YFII,Ethereum,-1.66%,+6.05%,-0.39%,"$428,008",428008,2021-06-04 08:47:34.417497
Levinswap,Dexes,LEVIN,xDai,-1.63%,-12.09%,+0.01%,"$410,118",410118,2021-06-04 08:47:34.417497
Basis Cash,Assets,BAC,Ethereum,0%,"$382,774",0%,"$382,774",382774,2021-06-04 08:47:34.417497
Flashstake,Yield,FLASH,Ethereum,-,-,0%,"$372,574",372574,2021-06-04 08:47:34.417497
YetiSwap,Dexes,YTS,Avalanche,-3.49%,-9.29%,-2.79%,"$344,735",344735,2021-06-04 08:47:34.417497
QIAN,Assets,KUN,Ethereum,-1.59%,-22.52%,-0.19%,"$241,222",241222,2021-06-04 08:47:34.417497
UniTrade,Dexes,TRADE,Ethereum,-5.24%,-14.94%,-1.43%,"$199,436",199436,2021-06-04 08:47:34.417497
Dracula,Yield,DRC,Ethereum,-4.22%,-53.28%,-4.11%,"$181,839",181839,2021-06-04 08:47:34.417497
Shell Protocol,Dexes,-,Ethereum,0%,"$113,714",< 0.0001%,"$113,714",113714,2021-06-04 08:47:34.417497
