Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
xDAI Stake,Protocols,STAKE,Ethereum,-8.56%,+72.57%,-3.60%,$151.65m,151650000,2021-05-19 08:27:32.870796
ZilSwap,Dexes,ZWAP,Zilliqa,-15.08%,-22.08%,+0.72%,$140.48m,140480000,2021-05-19 08:27:32.870796
Ankr,Staking,ANKR,Ethereum,-16.16%,-28.98%,+0.62%,$133.37m,133370000,2021-05-19 08:27:32.870796
MANTRA DAO,Protocols,OM,Ethereum,-13.39%,-21.69%,-4.65%,$131.22m,131220000,2021-05-19 08:27:32.870796
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-05-19 08:27:32.870796
yAxis,Yield,YAX,Ethereum,-13.00%,-21.52%,+0.18%,$129.09m,129090000,2021-05-19 08:27:32.870796
Unslashed,Insurance,USF,Ethereum,-15.68%,-30.49%,+1.02%,$121.66m,121660000,2021-05-19 08:27:32.870796
SpookySwap,Dexes,BOO,Fantom,+20.99%,-,+5.01%,$108.94m,108940000,2021-05-19 08:27:32.870796
1inch,Dexes,1INCH,Ethereum,-22.01%,-67.94%,+0.11%,$105.67m,105670000,2021-05-19 08:27:32.870796
OnX.Finance,Lending,ONX,Ethereum,-12.96%,-34.03%,+1.05%,$101.78m,101780000,2021-05-19 08:27:32.870796
SpiritSwap,Dexes,SPIRIT,Fantom,+1.44%,-,-5.50%,$101.07m,101070000,2021-05-19 08:27:32.870796
BarnBridge,Yield,BOND,Ethereum,+24.91%,+11.11%,-0.03%,"$99,281,518",99281518,2021-05-19 08:27:32.870796
SolFarm,Yield,Token not found,Solana,-,"$98,774,099",-5.08%,"$98,774,099",98774099,2021-05-19 08:27:32.870796
Secret Network,Protocols,SCRT,Secret,-13.97%,-34.73%,+0.22%,"$95,445,248",95445248,2021-05-19 08:27:32.870796
Secret Bridge,Assets,-,Secret,-13.97%,-34.73%,+0.22%,"$95,445,248",95445248,2021-05-19 08:27:32.870796
KeeperDAO,Yield,ROOK,Ethereum,-15.48%,-84.85%,+0.95%,"$95,334,547",95334547,2021-05-19 08:27:32.870796
Pickle,Yield,PICKLE,Ethereum,-1.63%,-1.37%,+0.25%,"$94,569,654",94569654,2021-05-19 08:27:32.870796
Rari Capital,Yield,RGT,Ethereum,+3.11%,+13.90%,+0.11%,"$89,949,301",89949301,2021-05-19 08:27:32.870796
Goose Finance,Yield,EGG,Binance,-14.48%,-28.80%,-0.04%,"$84,400,037",84400037,2021-05-19 08:27:32.870796
TrueFi,Lending,TRU,Ethereum,-15.81%,-17.88%,-13.55%,"$83,961,805",83961805,2021-05-19 08:27:32.870796
Flamincome,Yield,FLAG,Ethereum,-10.37%,-23.47%,+0.47%,"$82,295,662",82295662,2021-05-19 08:27:32.870796
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-19 08:27:32.870796
StakeWise,Staking,SWISE,Ethereum,-15.73%,-28.25%,+0.62%,"$77,971,771",77971771,2021-05-19 08:27:32.870796
Hyper Finance,Yield,HYFI,Binance,-28.11%,-21.99%,+1.68%,"$77,348,699",77348699,2021-05-19 08:27:32.870796
Metronome,Assets,MET,Ethereum,-14.93%,-27.56%,-4.71%,"$73,901,912",73901912,2021-05-19 08:27:32.870796
mStable,Protocols,MTA,Ethereum,-5.05%,-13.69%,-1.25%,"$64,348,837",64348837,2021-05-19 08:27:32.870796
dForce,Lending,DF,Multi-Chain,-9.09%,-16.59%,-1.65%,"$63,513,015",63513015,2021-05-19 08:27:32.870796
BoringDAO,Protocols,BOR,Ethereum,-7.37%,-19.03%,-2.87%,"$62,879,900",62879900,2021-05-19 08:27:32.870796
Saddle Finance,Dexes,-,Ethereum,-14.72%,-32.28%,+0.73%,"$62,785,194",62785194,2021-05-19 08:27:32.870796
StakeDAO,Yield,SDT,Ethereum,-10.77%,-32.45%,+0.62%,"$60,026,782",60026782,2021-05-19 08:27:32.870796
SecretSwap,Dexes,SEFI,Secret,+12.14%,-,+23.20%,"$59,668,763",59668763,2021-05-19 08:27:32.870796
Defi Swap,Dexes,CRO,Ethereum,-11.59%,-25.51%,-3.42%,"$56,333,500",56333500,2021-05-19 08:27:32.870796
xToken,Yield,XTK,Ethereum,-9.04%,-40.51%,+1.38%,"$54,204,156",54204156,2021-05-19 08:27:32.870796
Orca,Dexes,-,Solana,-1.68%,-3.91%,+0.66%,"$52,719,100",52719100,2021-05-19 08:27:32.870796
 Lightning Netwo...,Protocols,-,Bitcoin,-13.29%,-28.61%,-3.31%,"$52,562,406",52562406,2021-05-19 08:27:32.870796
FutureSwap,Dexes,-,Ethereum,-9.57%,-21.30%,-2.91%,"$51,697,530",51697530,2021-05-19 08:27:32.870796
WanSwap Dex,Dexes,WASP,Wanchain,-13.03%,-34.78%,-3.26%,"$50,255,155",50255155,2021-05-19 08:27:32.870796
Zookeeper,Yield,ZOO,Wanchain,-10.17%,-31.00%,+4.18%,"$50,240,915",50240915,2021-05-19 08:27:32.870796
ValueDefi,Yield,VALUE,Multi-Chain,-9.33%,-27.37%,-3.48%,"$50,114,398",50114398,2021-05-19 08:27:32.870796
Hegic,Options,HEGIC,Ethereum,-15.29%,-34.08%,-4.95%,"$50,078,339",50078339,2021-05-19 08:27:32.870796
imToken,Assets,imBTC,Ethereum,-7.45%,-49.73%,-10.84%,"$49,689,024",49689024,2021-05-19 08:27:32.870796
SharedStake,Staking,SGT,Ethereum,-15.69%,-29.41%,+0.62%,"$47,547,926",47547926,2021-05-19 08:27:32.870796
Swipe,Dexes,SXP,Ethereum,-9.66%,-16.88%,-3.47%,"$46,940,271",46940271,2021-05-19 08:27:32.870796
BasketDAO,Indexes,BASK,Ethereum,-9.68%,-27.68%,-1.25%,"$46,912,986",46912986,2021-05-19 08:27:32.870796
Ruler,Lending,RULER,Ethereum,-8.16%,-12.17%,+0.06%,"$46,414,574",46414574,2021-05-19 08:27:32.870796
Mimo Defi,Lending,MIMO,Ethereum,-14.97%,-25.55%,+0.37%,"$44,753,928",44753928,2021-05-19 08:27:32.870796
Kyber,Dexes,KNC,Ethereum,-4.49%,-21.26%,-0.38%,"$42,546,003",42546003,2021-05-19 08:27:32.870796
88mph,Yield,MPH,Ethereum,-8.98%,-7.51%,+0.34%,"$42,141,638",42141638,2021-05-19 08:27:32.870796
BiFi,Lending,BiFi,Multi-Chain,-14.97%,-27.48%,-0.00%,"$39,483,894",39483894,2021-05-19 08:27:32.870796
Opyn,Options,-,Ethereum,-13.26%,-21.28%,+0.75%,"$36,796,722",36796722,2021-05-19 08:27:32.870796
DerivaDEX,Dexes,DDX,Ethereum,-0.33%,-3.03%,+0.45%,"$36,757,863",36757863,2021-05-19 08:27:32.870796
Wasabix,Yield,WASABI,Ethereum,-11.16%,-21.73%,+0.23%,"$35,987,342",35987342,2021-05-19 08:27:32.870796
dHEDGE,Protocols,DHT,Ethereum,-10.78%,-13.09%,+0.72%,"$35,838,807",35838807,2021-05-19 08:27:32.870796
Serum Swap,Dexes,SRM,Solana,-1.65%,-9.41%,0%,"$34,049,325",34049325,2021-05-19 08:27:32.870796
Indexed Finance,Indexes,NDX,Ethereum,-11.08%,-20.62%,-0.65%,"$34,037,234",34037234,2021-05-19 08:27:32.870796
Bella Protocol,Yield,BEL,Ethereum,-7.34%,-23.71%,+0.96%,"$31,359,310",31359310,2021-05-19 08:27:32.870796
Smoothy,Dexes,-,Ethereum,-1.07%,-12.25%,< 0.0001%,"$30,892,589",30892589,2021-05-19 08:27:32.870796
Ribbon Finance,Options,-,Ethereum,-10.43%,-23.42%,+0.45%,"$28,710,073",28710073,2021-05-19 08:27:32.870796
Enzyme Finance,Yield,MLN,Ethereum,-6.83%,-27.08%,-0.56%,"$28,546,224",28546224,2021-05-19 08:27:32.870796
Gnosis,Dexes,GNO,Ethereum,-14.41%,-27.83%,-5.15%,"$27,997,083",27997083,2021-05-19 08:27:32.870796
ViperSwap,Dexes,VIPER,Harmony,+0.56%,-,-1.98%,"$27,008,925",27008925,2021-05-19 08:27:32.870796
PowerPool,Indexes,CVP,Ethereum,-6.31%,-13.82%,+0.77%,"$26,296,625",26296625,2021-05-19 08:27:32.870796
Swerve,Dexes,SWRV,Ethereum,-9.20%,-17.32%,-0.39%,"$25,877,961",25877961,2021-05-19 08:27:32.870796
WePiggy,Lending,WPC,Ethereum,-11.63%,-26.19%,+0.47%,"$24,091,764",24091764,2021-05-19 08:27:32.870796
Penguin Finance,Dexes,PEFI,Avalanche,+1.51%,-2.79%,+1.15%,"$23,415,340",23415340,2021-05-19 08:27:32.870796
DeversiFi,Dexes,DVF,Ethereum,-9.45%,-18.93%,+0.64%,"$23,239,973",23239973,2021-05-19 08:27:32.870796
HyperSwap,Dexes,Token not found,Fantom,-,"$22,627,332",+1.03%,"$22,627,332",22627332,2021-05-19 08:27:32.870796
IDEX,Dexes,IDEX,Ethereum,-11.15%,-28.32%,-4.43%,"$22,179,593",22179593,2021-05-19 08:27:32.870796
DefiDollar DAO,Protocols,DFD,Ethereum,-5.13%,+37.17%,+0.60%,"$21,637,243",21637243,2021-05-19 08:27:32.870796
Gondola Finance,Dexes,GDL,Avalanche,-5.35%,-,-3.55%,"$21,254,931",21254931,2021-05-19 08:27:32.870796
PieDAO,Indexes,DOUGH,Ethereum,-8.78%,+17.70%,-2.92%,"$20,822,296",20822296,2021-05-19 08:27:32.870796
Unagii,Yield,-,Ethereum,-9.55%,-16.43%,+0.70%,"$19,387,589",19387589,2021-05-19 08:27:32.870796
 Mushrooms Finan...,Yield,MM,Ethereum,-12.49%,-37.51%,-3.62%,"$18,990,247",18990247,2021-05-19 08:27:32.870796
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-19 08:27:32.870796
Mango Markets,Lending,-,Solana,-11.13%,-23.30%,+0.93%,"$17,829,936",17829936,2021-05-19 08:27:32.870796
Notional,Lending,-,Ethereum,-9.83%,-20.10%,-3.14%,"$17,542,316",17542316,2021-05-19 08:27:32.870796
Erasure,Protocols,NMR,Ethereum,-24.41%,-10.48%,-4.40%,"$15,399,164",15399164,2021-05-19 08:27:32.870796
ACoconut,Yield,AC,Multi-Chain,-19.44%,-48.10%,+1.75%,"$14,410,787",14410787,2021-05-19 08:27:32.870796
Stacker Ventures,Yield,STACK,Ethereum,-14.39%,-,-7.58%,"$13,728,552",13728552,2021-05-19 08:27:32.870796
Cryptex,Indexes,CTX,Ethereum,-19.37%,-57.89%,+0.59%,"$13,135,014",13135014,2021-05-19 08:27:32.870796
Cometh,Dexes,MUST,Polygon,-9.55%,-28.85%,+1.61%,"$12,688,942",12688942,2021-05-19 08:27:32.870796
Perlin,Dexes,PERL,Ethereum,-12.29%,-33.49%,-6.35%,"$12,310,119",12310119,2021-05-19 08:27:32.870796
Energiswap,Dexes,NRG,Energi,-5.45%,-19.43%,-0.02%,"$11,571,332",11571332,2021-05-19 08:27:32.870796
BondAppetit,Assets,BAG,Ethereum,-2.59%,+19.78%,+0.12%,"$10,075,219",10075219,2021-05-19 08:27:32.870796
Honeyswap,Dexes,HNY,xDai,-8.95%,-17.01%,-0.52%,"$10,066,635",10066635,2021-05-19 08:27:32.870796
DDEX,Dexes,-,Ethereum,-12.93%,-35.61%,-3.92%,"$9,656,490",9656490,2021-05-19 08:27:32.870796
Fuse,Protocols,FUSE,Multi-Chain,-14.21%,-35.99%,-3.37%,"$9,432,821",9432821,2021-05-19 08:27:32.870796
Allinx,Yield,INX,Binance,-14.27%,-34.50%,+1.62%,"$8,296,532",8296532,2021-05-19 08:27:32.870796
Hakka Finance,Yield,HAKKA,Ethereum,-17.11%,-31.66%,+0.99%,"$7,521,644",7521644,2021-05-19 08:27:32.870796
Wheat Protocol,Yield,WHEAT,Binance,-14.89%,-28.41%,+1.98%,"$7,367,103",7367103,2021-05-19 08:27:32.870796
Oxygen,Lending,OXY,Solana,-9.36%,-16.97%,+0.63%,"$6,869,686",6869686,2021-05-19 08:27:32.870796
Lydia,Dexes,-,Avalanche,-4.50%,-14.84%,+0.13%,"$6,811,540",6811540,2021-05-19 08:27:32.870796
Governor DAO,Protocols,GDAO,Ethereum,-10.35%,-27.55%,+1.25%,"$6,537,527",6537527,2021-05-19 08:27:32.870796
Cover Protocol,Insurance,COVER,Ethereum,-0.03%,-15.17%,< 0.0001%,"$6,027,418",6027418,2021-05-19 08:27:32.870796
Dev Protocol,Protocols,DEV,Ethereum,-17.34%,-19.89%,-4.57%,"$5,979,797",5979797,2021-05-19 08:27:32.870796
0.exchange,Dexes,ZERO,Multi-Chain,-10.70%,-42.12%,-1.55%,"$5,966,406",5966406,2021-05-19 08:27:32.870796
ForTube,Lending,FOR,Ethereum,-13.62%,-35.08%,-4.02%,"$5,286,720",5286720,2021-05-19 08:27:32.870796
DEXTF Protocol,Protocols,DEXTF,Ethereum,-16.71%,-28.67%,-4.88%,"$5,114,372",5114372,2021-05-19 08:27:32.870796
Opium,Insurance,OPIUM,Ethereum,+0.02%,-1.20%,+0.01%,"$4,861,160",4861160,2021-05-19 08:27:32.870796
Stafi,Staking,FIS,Ethereum,-16.22%,-29.29%,+0.62%,"$4,452,503",4452503,2021-05-19 08:27:32.870796
Swapr,Dexes,-,Multi-Chain,-6.28%,-10.29%,+0.01%,"$4,299,598",4299598,2021-05-19 08:27:32.870796
YF Link,Dexes,YFL,Ethereum,-9.75%,-40.84%,< 0.0001%,"$4,133,652",4133652,2021-05-19 08:27:32.870796
Growth DeFi,Yield,GRO,Ethereum,-11.99%,-36.64%,-12.14%,"$3,966,127",3966127,2021-05-19 08:27:32.870796
SnowSwap,Dexes,SNOW,Ethereum,-11.26%,-28.85%,+0.73%,"$3,900,913",3900913,2021-05-19 08:27:32.870796
Augur,Dexes,REP,Ethereum,-15.53%,-30.37%,+1.18%,"$3,864,892",3864892,2021-05-19 08:27:32.870796
zLot,Staking,zLot,Ethereum,-14.32%,-22.00%,+0.11%,"$3,829,433",3829433,2021-05-19 08:27:32.870796
CreamSwap,Dexes,CREAM,Ethereum,-13.66%,-24.23%,-5.38%,"$3,687,700",3687700,2021-05-19 08:27:32.870796
cVault.finance,Assets,CORE,Ethereum,-17.33%,-28.75%,-6.83%,"$3,639,192",3639192,2021-05-19 08:27:32.870796
Auctus,Options,AUC,Ethereum,-13.87%,-37.38%,-3.53%,"$3,552,280",3552280,2021-05-19 08:27:32.870796
Siren,Options,SI,Ethereum,-5.42%,-21.73%,+1.01%,"$3,369,193",3369193,2021-05-19 08:27:32.870796
Yam Finance,Protocols,YAM,Ethereum,-9.58%,-21.04%,+0.35%,"$3,273,090",3273090,2021-05-19 08:27:32.870796
Connext,Protocols,-,Ethereum,+9.33%,+57.02%,+0.10%,"$3,000,763",3000763,2021-05-19 08:27:32.870796
Olive Cash,Yield,OLIVE,Multi-Chain,-19.94%,-18.02%,+0.56%,"$2,853,684",2853684,2021-05-19 08:27:32.870796
XDeFi,Dexes,XDEX,Ethereum,-4.56%,-6.10%,-2.71%,"$2,786,252",2786252,2021-05-19 08:27:32.870796
N3RD Finance,Yield,N3RDz,Ethereum,-14.50%,-41.25%,-4.36%,"$2,445,007",2445007,2021-05-19 08:27:32.870796
ForceDAO,Yield,-,Ethereum,-21.17%,-39.31%,+0.11%,"$2,141,949",2141949,2021-05-19 08:27:32.870796
MCDEX,Dexes,MCB,Ethereum,-16.35%,-31.32%,-5.04%,"$2,113,522",2113522,2021-05-19 08:27:32.870796
BT.Finance,Yield,BT,Ethereum,-26.21%,-41.27%,-3.16%,"$1,803,321",1803321,2021-05-19 08:27:32.870796
Jarvis Network,Protocols,JRT,Ethereum,+54.33%,+55.55%,+0.80%,"$1,633,944",1633944,2021-05-19 08:27:32.870796
FinNexus,Options,FNX,Multi-Chain,-26.03%,-88.32%,-1.76%,"$1,585,262",1585262,2021-05-19 08:27:32.870796
S Finance,Dexes,SFG,Ethereum,-0.17%,+0.12%,-0.15%,"$1,182,310",1182310,2021-05-19 08:27:32.870796
Strudel Finance,Assets,TRDL,Ethereum,-13.59%,-31.55%,-3.59%,"$902,062",902062,2021-05-19 08:27:32.870796
PEAKDEFI,Yield,PEAK,Ethereum,-0.10%,-4.95%,-0.05%,"$669,152",669152,2021-05-19 08:27:32.870796
Primitive,Options,-,Ethereum,-9.94%,-31.19%,+1.64%,"$665,782",665782,2021-05-19 08:27:32.870796
Levinswap,Dexes,LEVIN,xDai,-7.04%,-6.11%,-0.35%,"$660,397",660397,2021-05-19 08:27:32.870796
Dracula,Yield,DRC,Ethereum,-11.62%,-23.95%,+1.03%,"$473,325",473325,2021-05-19 08:27:32.870796
QIAN,Assets,KUN,Ethereum,-14.24%,-57.36%,-0.83%,"$430,362",430362,2021-05-19 08:27:32.870796
YetiSwap,Dexes,YTS,Avalanche,+5.88%,-21.77%,0%,"$420,179",420179,2021-05-19 08:27:32.870796
Basis Cash,Assets,BAC,Ethereum,0%,+0.30%,0%,"$404,974",404974,2021-05-19 08:27:32.870796
UniTrade,Dexes,TRADE,Ethereum,-14.00%,-21.41%,+1.72%,"$295,206",295206,2021-05-19 08:27:32.870796
YFII,Dexes,YFII,Ethereum,-6.76%,-11.35%,+0.26%,"$287,999",287999,2021-05-19 08:27:32.870796
CoFiX,Dexes,COFI,Ethereum,-14.62%,-30.38%,+1.23%,"$243,941",243941,2021-05-19 08:27:32.870796
DeFiner,Yield,FIN,Ethereum,-27.86%,-50.85%,-18.14%,"$189,584",189584,2021-05-19 08:27:32.870796
Shell Protocol,Dexes,-,Ethereum,0%,+0.01%,< 0.0001%,"$113,665",113665,2021-05-19 08:27:32.870796
SynLev,Protocols,SYN,Ethereum,-16.08%,-31.11%,-4.80%,"$108,552",108552,2021-05-19 08:27:32.870796
 Robo-Advisor fo...,Yield,-,Ethereum,-98.88%,-98.87%,+0.13%,"$14,224",14224,2021-05-19 08:27:32.870796
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-19 08:27:32.870796
