Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
dYdX,Dexes,-,Ethereum,+2.94%,-38.48%,+0.87%,$174.44m,174440000,2021-05-26 07:40:30.569490
Idle Finance,Yield,IDLE,Ethereum,+0.03%,-40.39%,< 0.0001%,$171.85m,171850000,2021-05-26 07:40:30.569490
Kava,Lending,KAVA,Multi-Chain,+3.78%,-27.42%,-0.40%,$168.82m,168820000,2021-05-26 07:40:30.569490
bZx,Lending,BZRX,Ethereum,+15.69%,-53.55%,+3.77%,$152.75m,152750000,2021-05-26 07:40:30.569490
Dfyn Network,Dexes,DFYN,Polygon,+15.68%,-36.41%,+2.55%,$141.02m,141020000,2021-05-26 07:40:30.569490
Ankr,Staking,ANKR,Ethereum,+8.62%,-4.14%,+0.56%,$134.59m,134590000,2021-05-26 07:40:30.569490
xDAI Stake,Protocols,STAKE,Ethereum,+7.06%,-16.01%,+0.14%,$132.12m,132120000,2021-05-26 07:40:30.569490
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-05-26 07:40:30.569490
Reflexer,Assets,RAI,Ethereum,+7.68%,-32.97%,+0.52%,$127.77m,127770000,2021-05-26 07:40:30.569490
Sablier Finance,Protocols,-,Ethereum,+7.92%,-31.04%,-0.50%,$126.13m,126130000,2021-05-26 07:40:30.569490
UMA Protocol,Protocols,UMA,Ethereum,+6.60%,-35.41%,+0.67%,$124.09m,124090000,2021-05-26 07:40:30.569490
TrueFi,Lending,TRU,Ethereum,+3.07%,+21.00%,+0.29%,$117.52m,117520000,2021-05-26 07:40:30.569490
Integral,Dexes,-,Ethereum,+9.78%,-45.39%,+0.45%,$116.17m,116170000,2021-05-26 07:40:30.569490
Unslashed,Insurance,USF,Ethereum,+7.58%,-9.62%,-0.64%,$114.33m,114330000,2021-05-26 07:40:30.569490
ZilSwap,Dexes,ZWAP,Zilliqa,+7.80%,-25.43%,+0.48%,$109.37m,109370000,2021-05-26 07:40:30.569490
MANTRA DAO,Protocols,OM,Ethereum,+19.01%,-22.92%,-0.03%,$106.07m,106070000,2021-05-26 07:40:30.569490
DODO,Dexes,DODO,Ethereum,-,-39.25%,+0.21%,"$95,950,532",95950532,2021-05-26 07:40:30.569490
Pickle,Yield,PICKLE,Ethereum,-1.63%,-1.37%,+0.25%,"$94,569,654",94569654,2021-05-26 07:40:30.569490
OnX.Finance,Lending,ONX,Ethereum,+8.18%,-23.08%,-0.55%,"$81,249,126",81249126,2021-05-26 07:40:30.569490
SolFarm,Yield,Token not found,Solana,-21.44%,"$80,940,744",+7.77%,"$80,940,744",80940744,2021-05-26 07:40:30.569490
Flamincome,Yield,FLAG,Ethereum,+2.82%,-3.49%,-0.30%,"$80,887,040",80887040,2021-05-26 07:40:30.569490
BarnBridge,Yield,BOND,Ethereum,-20.95%,"$78,500,723",-5.88%,"$78,500,723",78500723,2021-05-26 07:40:30.569490
StakeWise,Staking,SWISE,Ethereum,+8.91%,-6.79%,+0.53%,"$76,233,764",76233764,2021-05-26 07:40:30.569490
Secret Network,Protocols,SCRT,Secret,+6.57%,-24.09%,-0.89%,"$75,977,106",75977106,2021-05-26 07:40:30.569490
Secret Bridge,Assets,-,Secret,+6.57%,-24.09%,-0.89%,"$75,977,106",75977106,2021-05-26 07:40:30.569490
1inch,Dexes,1INCH,Ethereum,+7.40%,-36.12%,+0.41%,"$71,343,712",71343712,2021-05-26 07:40:30.569490
Metronome,Assets,MET,Ethereum,+7.78%,-11.65%,+0.42%,"$68,516,343",68516343,2021-05-26 07:40:30.569490
yAxis,Yield,YAX,Ethereum,-1.06%,-51.66%,-0.24%,"$65,388,427",65388427,2021-05-26 07:40:30.569490
mStable,Protocols,MTA,Ethereum,+5.74%,-1.03%,-0.22%,"$64,486,606",64486606,2021-05-26 07:40:30.569490
Goose Finance,Yield,EGG,Binance,-0.80%,-27.40%,-0.83%,"$63,958,263",63958263,2021-05-26 07:40:30.569490
dForce,Lending,DF,Multi-Chain,-0.32%,-7.80%,-0.21%,"$59,540,172",59540172,2021-05-26 07:40:30.569490
imToken,Assets,imBTC,Ethereum,+28.85%,+4.25%,-0.77%,"$58,102,473",58102473,2021-05-26 07:40:30.569490
Defi Swap,Dexes,CRO,Ethereum,+5.68%,-7.45%,+0.36%,"$53,984,049",53984049,2021-05-26 07:40:30.569490
Saddle Finance,Dexes,-,Ethereum,+2.25%,-19.06%,-0.12%,"$53,757,146",53757146,2021-05-26 07:40:30.569490
 Lightning Netwo...,Protocols,-,Bitcoin,+3.26%,-1.58%,+0.11%,"$53,502,447",53502447,2021-05-26 07:40:30.569490
Rari Capital,Yield,RGT,Ethereum,+3.28%,-,+0.47%,"$52,962,566",52962566,2021-05-26 07:40:30.569490
Hard Protocol,Protocols,HARD,Multi-Chain,-1.40%,-,-0.84%,"$52,883,253",52883253,2021-05-26 07:40:30.569490
BoringDAO,Protocols,BOR,Ethereum,+1.26%,-19.80%,-0.39%,"$51,922,051",51922051,2021-05-26 07:40:30.569490
StakeDAO,Yield,SDT,Ethereum,+3.95%,-18.73%,-0.60%,"$49,741,421",49741421,2021-05-26 07:40:30.569490
Hegic,Options,HEGIC,Ethereum,+5.33%,-9.95%,-0.68%,"$47,440,005",47440005,2021-05-26 07:40:30.569490
FutureSwap,Dexes,FST,Ethereum,+4.87%,-11.74%,+0.17%,"$46,995,958",46995958,2021-05-26 07:40:30.569490
SpiritSwap,Dexes,SPIRIT,Fantom,+7.82%,-56.22%,+0.85%,"$46,822,427",46822427,2021-05-26 07:40:30.569490
Unicly,Dexes,UNIC,Ethereum,-,"$45,865,833",-,"$45,865,833",45865833,2021-05-26 07:40:30.569490
SharedStake,Staking,SGT,Ethereum,+8.34%,-10.39%,+0.52%,"$44,861,154",44861154,2021-05-26 07:40:30.569490
Zookeeper,Yield,ZOO,Wanchain,0%,-18.94%,0%,"$43,397,935",43397935,2021-05-26 07:40:30.569490
WanSwap Dex,Dexes,WASP,Wanchain,+3.85%,-17.00%,+0.44%,"$43,117,016",43117016,2021-05-26 07:40:30.569490
SpookySwap,Dexes,BOO,Fantom,-,-60.20%,+0.01%,"$40,901,459",40901459,2021-05-26 07:40:30.569490
Hyper Finance,Yield,HYFI,Binance,+2.91%,-51.46%,-0.87%,"$39,793,161",39793161,2021-05-26 07:40:30.569490
88mph,Yield,MPH,Ethereum,+3.06%,-8.27%,-0.56%,"$39,487,568",39487568,2021-05-26 07:40:30.569490
Orca,Dexes,-,Solana,+2.55%,-26.53%,-0.12%,"$38,803,287",38803287,2021-05-26 07:40:30.569490
SecretSwap,Dexes,SEFI,Secret,+4.05%,-22.32%,-0.27%,"$37,623,446",37623446,2021-05-26 07:40:30.569490
Kyber,Dexes,KNC,Ethereum,+0.24%,-14.19%,-0.54%,"$36,649,035",36649035,2021-05-26 07:40:30.569490
KeeperDAO,Yield,ROOK,Ethereum,-46.70%,-63.54%,-0.59%,"$36,134,283",36134283,2021-05-26 07:40:30.569490
Ruler,Lending,RULER,Ethereum,+2.60%,-27.69%,+0.66%,"$34,117,308",34117308,2021-05-26 07:40:30.569490
Opyn,Options,-,Ethereum,+5.70%,-12.39%,+0.32%,"$33,246,059",33246059,2021-05-26 07:40:30.569490
BiFi,Lending,BiFi,Multi-Chain,+8.40%,-19.45%,-0.20%,"$32,955,832",32955832,2021-05-26 07:40:30.569490
DefiDollar DAO,Protocols,DFD,Ethereum,-5.36%,+45.67%,-0.33%,"$31,756,020",31756020,2021-05-26 07:40:30.569490
DerivaDEX,Dexes,DDX,Ethereum,-1.49%,-15.33%,+0.06%,"$30,985,325",30985325,2021-05-26 07:40:30.569490
Smoothy,Dexes,SMTY,Ethereum,-0.02%,-0.66%,< 0.0001%,"$30,690,821",30690821,2021-05-26 07:40:30.569490
dHEDGE,Protocols,DHT,Ethereum,+4.30%,-18.17%,-0.58%,"$30,317,741",30317741,2021-05-26 07:40:30.569490
Mimo Defi,Lending,MIMO,Ethereum,+6.57%,-35.89%,+0.38%,"$30,103,900",30103900,2021-05-26 07:40:30.569490
ValueDefi,Yield,VALUE,Multi-Chain,+1.75%,-42.90%,-0.63%,"$29,646,087",29646087,2021-05-26 07:40:30.569490
BasketDAO,Indexes,BASK,Ethereum,+3.22%,-42.22%,+0.09%,"$29,034,785",29034785,2021-05-26 07:40:30.569490
DeversiFi,Dexes,DVF,Ethereum,-1.37%,+18.49%,-0.22%,"$28,122,359",28122359,2021-05-26 07:40:30.569490
Bella Protocol,Yield,BEL,Ethereum,+3.04%,-11.99%,+0.13%,"$28,074,423",28074423,2021-05-26 07:40:30.569490
Serum Swap,Dexes,SRM,Solana,+5.01%,-18.78%,+3.15%,"$27,654,580",27654580,2021-05-26 07:40:30.569490
Gnosis,Dexes,GNO,Ethereum,+8.80%,-12.39%,+0.41%,"$25,857,980",25857980,2021-05-26 07:40:30.569490
Enzyme Finance,Yield,MLN,Ethereum,+6.54%,-10.43%,-0.46%,"$25,713,363",25713363,2021-05-26 07:40:30.569490
Indexed Finance,Indexes,NDX,Ethereum,+9.62%,-26.21%,-0.33%,"$25,690,441",25690441,2021-05-26 07:40:30.569490
ViperSwap,Dexes,VIPER,Harmony,+11.27%,-11.86%,+1.42%,"$24,285,230",24285230,2021-05-26 07:40:30.569490
Ribbon Finance,Options,-,Ethereum,+7.25%,-20.01%,+0.26%,"$23,988,775",23988775,2021-05-26 07:40:30.569490
Swipe,Dexes,SXP,Ethereum,-23.74%,-52.79%,-4.29%,"$22,954,854",22954854,2021-05-26 07:40:30.569490
WePiggy,Lending,WPC,Ethereum,+5.32%,-7.12%,-0.77%,"$22,632,861",22632861,2021-05-26 07:40:30.569490
xToken,Yield,XTK,Ethereum,+6.73%,-59.15%,-0.22%,"$22,092,160",22092160,2021-05-26 07:40:30.569490
PowerPool,Indexes,CVP,Ethereum,+6.07%,-27.14%,-0.24%,"$19,361,622",19361622,2021-05-26 07:40:30.569490
Unagii,Yield,-,Ethereum,+3.90%,-3.07%,-0.27%,"$19,247,575",19247575,2021-05-26 07:40:30.569490
Swerve,Dexes,SWRV,Ethereum,-0.55%,-27.02%,0%,"$18,805,994",18805994,2021-05-26 07:40:30.569490
Notional,Lending,-,Ethereum,+4.15%,+1.37%,+0.22%,"$18,359,209",18359209,2021-05-26 07:40:30.569490
Mango Markets,Lending,-,Solana,+3.88%,-3.35%,-0.49%,"$17,481,790",17481790,2021-05-26 07:40:30.569490
 Mushrooms Finan...,Yield,MM,Ethereum,+2.19%,-12.28%,-0.34%,"$17,283,399",17283399,2021-05-26 07:40:30.569490
IDEX,Dexes,IDEX,Ethereum,+6.15%,-26.35%,+0.18%,"$17,092,835",17092835,2021-05-26 07:40:30.569490
PieDAO,Indexes,DOUGH,Ethereum,+7.40%,-25.27%,-0.24%,"$16,029,337",16029337,2021-05-26 07:40:30.569490
Penguin Finance,Dexes,PEFI,Avalanche,+9.14%,-36.10%,+0.02%,"$15,765,747",15765747,2021-05-26 07:40:30.569490
Stacker Ventures,Yield,STACK,Ethereum,+5.69%,-6.04%,+0.36%,"$13,434,995",13434995,2021-05-26 07:40:30.569490
Erasure,Protocols,NMR,Ethereum,+9.62%,-17.92%,+2.23%,"$13,221,649",13221649,2021-05-26 07:40:30.569490
ACoconut,Yield,AC,Multi-Chain,+6.19%,-25.48%,+0.80%,"$11,471,847",11471847,2021-05-26 07:40:30.569490
Cryptex,Indexes,CTX,Ethereum,+8.27%,-25.29%,+0.52%,"$11,123,527",11123527,2021-05-26 07:40:30.569490
Cometh,Dexes,MUST,Polygon,+14.92%,-17.67%,-0.83%,"$10,462,969",10462969,2021-05-26 07:40:30.569490
Snowball,Yield,SNOB,Avalanche,-,-,+0.23%,"$10,239,251",10239251,2021-05-26 07:40:30.569490
BondAppetit,Assets,BAG,Ethereum,+0.47%,-4.29%,-0.41%,"$9,723,946",9723946,2021-05-26 07:40:30.569490
HyperSwap,Dexes,Token not found,Fantom,-59.03%,"$9,693,794",+5.93%,"$9,693,794",9693794,2021-05-26 07:40:30.569490
Wasabix,Yield,WASABI,Ethereum,+4.03%,-74.21%,+0.14%,"$9,476,747",9476747,2021-05-26 07:40:30.569490
Energiswap,Dexes,NRG,Energi,+0.73%,-23.97%,+0.33%,"$9,237,429",9237429,2021-05-26 07:40:30.569490
Gondola Finance,Dexes,GDL,Avalanche,+5.02%,-60.13%,-0.02%,"$8,785,288",8785288,2021-05-26 07:40:30.569490
DDEX,Dexes,-,Ethereum,+6.13%,-16.07%,+0.37%,"$8,435,353",8435353,2021-05-26 07:40:30.569490
Perlin,Dexes,PERL,Ethereum,+20.34%,-39.85%,+0.35%,"$7,906,571",7906571,2021-05-26 07:40:30.569490
Fuse,Protocols,FUSE,Multi-Chain,+5.04%,-19.01%,+0.12%,"$7,905,704",7905704,2021-05-26 07:40:30.569490
Honeyswap,Dexes,HNY,xDai,+3.02%,-24.48%,+0.26%,"$7,741,915",7741915,2021-05-26 07:40:30.569490
Hakka Finance,Yield,HAKKA,Ethereum,+10.30%,-7.06%,-0.73%,"$7,240,972",7240972,2021-05-26 07:40:30.569490
Fluity,Protocols,FLTY,Binance,+96.26%,-,+0.73%,"$6,397,997",6397997,2021-05-26 07:40:30.569490
Oxygen,Lending,OXY,Solana,+2.80%,-11.43%,-0.22%,"$6,118,457",6118457,2021-05-26 07:40:30.569490
Allinx,Yield,INX,Binance,-18.37%,-35.75%,-0.59%,"$5,533,316",5533316,2021-05-26 07:40:30.569490
Wheat Protocol,Yield,WHEAT,Binance,+0.63%,-32.35%,+2.96%,"$5,076,486",5076486,2021-05-26 07:40:30.569490
Governor DAO,Protocols,GDAO,Ethereum,+21.80%,-27.37%,-0.58%,"$4,902,332",4902332,2021-05-26 07:40:30.569490
Opium,Insurance,OPIUM,Ethereum,+0.05%,-2.21%,-0.03%,"$4,752,717",4752717,2021-05-26 07:40:30.569490
Cover Protocol,Insurance,COVER,Ethereum,-0.40%,-24.32%,0%,"$4,561,769",4561769,2021-05-26 07:40:30.569490
Yogi Finance,Dexes,YOGI,MultiChain,+14.18%,-,+1.04%,"$4,505,174",4505174,2021-05-26 07:40:30.569490
Stafi,Staking,FIS,Ethereum,+8.63%,-8.82%,+0.52%,"$4,274,287",4274287,2021-05-26 07:40:30.569490
cVault.finance,Assets,CORE,Ethereum,+7.36%,+5.53%,-0.18%,"$4,121,783",4121783,2021-05-26 07:40:30.569490
Lydia,Dexes,-,Avalanche,+8.04%,-45.23%,+0.70%,"$3,888,827",3888827,2021-05-26 07:40:30.569490
Swapr,Dexes,-,Multi-Chain,+4.56%,-13.50%,+0.04%,"$3,737,216",3737216,2021-05-26 07:40:30.569490
SnowSwap,Dexes,SNOW,Ethereum,+2.78%,-7.92%,-0.40%,"$3,682,353",3682353,2021-05-26 07:40:30.569490
Augur,Dexes,REP,Ethereum,+8.17%,-10.37%,+0.51%,"$3,602,155",3602155,2021-05-26 07:40:30.569490
Dev Protocol,Protocols,DEV,Ethereum,-4.28%,-43.25%,0%,"$3,555,661",3555661,2021-05-26 07:40:30.569490
zLot,Staking,zLot,Ethereum,+11.41%,-17.22%,+1.03%,"$3,523,303",3523303,2021-05-26 07:40:30.569490
CreamSwap,Dexes,CREAM,Ethereum,+6.47%,-10.47%,+0.29%,"$3,489,096",3489096,2021-05-26 07:40:30.569490
DEXTF Protocol,Protocols,DEXTF,Ethereum,+8.12%,-36.18%,+0.10%,"$3,431,504",3431504,2021-05-26 07:40:30.569490
Yam Finance,Protocols,YAM,Ethereum,+6.83%,-4.38%,+0.24%,"$3,218,916",3218916,2021-05-26 07:40:30.569490
Auctus,Options,AUC,Ethereum,+6.87%,-16.78%,+0.64%,"$3,064,149",3064149,2021-05-26 07:40:30.569490
ForTube,Lending,FOR,Ethereum,-61.26%,-44.90%,-0.60%,"$3,034,935",3034935,2021-05-26 07:40:30.569490
0.exchange,Dexes,ZERO,Multi-Chain,+1.99%,-54.36%,+0.21%,"$2,880,206",2880206,2021-05-26 07:40:30.569490
Siren,Options,SI,Ethereum,+9.57%,-20.01%,-0.18%,"$2,705,296",2705296,2021-05-26 07:40:30.569490
Jarvis Network,Protocols,JRT,Ethereum,+0.95%,+62.00%,-0.08%,"$2,626,765",2626765,2021-05-26 07:40:30.569490
Growth DeFi,Yield,GRO,Ethereum,0%,-44.21%,0%,"$2,518,715",2518715,2021-05-26 07:40:30.569490
YF Link,Dexes,YFL,Ethereum,+0.33%,-43.85%,-0.54%,"$2,321,029",2321029,2021-05-26 07:40:30.569490
Olive Cash,Yield,OLIVE,Multi-Chain,-2.97%,-21.46%,+1.08%,"$2,262,162",2262162,2021-05-26 07:40:30.569490
N3RD Finance,Yield,N3RDz,Ethereum,+5.86%,-20.83%,-0.96%,"$2,023,810",2023810,2021-05-26 07:40:30.569490
MCDEX,Dexes,MCB,Ethereum,+8.36%,-10.00%,+0.52%,"$2,003,093",2003093,2021-05-26 07:40:30.569490
ForceDAO,Yield,FORCE,Ethereum,-10.39%,-23.30%,+0.08%,"$1,650,356",1650356,2021-05-26 07:40:30.569490
Connext,Protocols,-,Ethereum,-12.27%,-47.03%,-0.32%,"$1,587,836",1587836,2021-05-26 07:40:30.569490
XDeFi,Dexes,XDEX,Ethereum,-6.88%,-49.03%,-1.41%,"$1,427,864",1427864,2021-05-26 07:40:30.569490
Ram Protocol,Lending,RAM,ThunderCore,-13.97%,-,-14.81%,"$1,334,963",1334963,2021-05-26 07:40:30.569490
BT.Finance,Yield,BT,Ethereum,+4.61%,-29.32%,-0.56%,"$1,316,148",1316148,2021-05-26 07:40:30.569490
S Finance,Dexes,SFG,Ethereum,+0.05%,-18.18%,-0.06%,"$965,472",965472,2021-05-26 07:40:30.569490
MochiSwap,Dexes,MOCHI,Binance,+8.12%,-,-1.11%,"$919,197",919197,2021-05-26 07:40:30.569490
Strudel Finance,Assets,TRDL,Ethereum,+1.59%,-2.21%,-0.56%,"$914,953",914953,2021-05-26 07:40:30.569490
FinNexus,Options,FNX,Multi-Chain,+11.55%,-51.30%,-0.79%,"$785,918",785918,2021-05-26 07:40:30.569490
DeFiner,Yield,FIN,Ethereum,+6.34%,+199%,-3.51%,"$691,462",691462,2021-05-26 07:40:30.569490
PEAKDEFI,Yield,PEAK,Ethereum,+0.32%,-0.11%,-0.08%,"$668,693",668693,2021-05-26 07:40:30.569490
Primitive,Options,-,Ethereum,+13.51%,-18.24%,+0.18%,"$561,470",561470,2021-05-26 07:40:30.569490
Levinswap,Dexes,LEVIN,xDai,-0.45%,-32.03%,-0.05%,"$455,073",455073,2021-05-26 07:40:30.569490
Dracula,Yield,DRC,Ethereum,0%,-20.71%,0%,"$389,247",389247,2021-05-26 07:40:30.569490
Basis Cash,Assets,BAC,Ethereum,0%,-5.48%,0%,"$382,774",382774,2021-05-26 07:40:30.569490
YetiSwap,Dexes,YTS,Avalanche,+8.15%,-22.30%,+0.95%,"$333,814",333814,2021-05-26 07:40:30.569490
QIAN,Assets,KUN,Ethereum,+3.39%,-31.52%,-0.02%,"$316,681",316681,2021-05-26 07:40:30.569490
YFII,Dexes,YFII,Ethereum,-94.69%,-3.58%,-0.26%,"$279,850",279850,2021-05-26 07:40:30.569490
UniTrade,Dexes,TRADE,Ethereum,+6.59%,-27.42%,+0.39%,"$226,750",226750,2021-05-26 07:40:30.569490
Shell Protocol,Dexes,-,Ethereum,0%,+0.02%,0%,"$113,690",113690,2021-05-26 07:40:30.569490
SynLev,Protocols,SYN,Ethereum,+7.58%,-9.89%,-0.64%,"$102,746",102746,2021-05-26 07:40:30.569490
CoFiX,Dexes,COFI,Ethereum,+7.76%,-63.01%,-0.75%,"$93,132",93132,2021-05-26 07:40:30.569490
 Robo-Advisor fo...,Yield,-,Ethereum,+2.41%,+62.03%,+0.70%,"$23,222",23222,2021-05-26 07:40:30.569490
