Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
StakeDAO,Yield,SDT,Ethereum,+0.46%,+8.99%,+0.22%,"$88,489,962",88489962,2021-05-03 06:41:09.987861
Saddle Finance,Dexes,-,Ethereum,+1.73%,+10.96%,+0.04%,"$86,653,913",86653913,2021-05-03 06:41:09.987861
BasketDAO,Indexes,BASK,Ethereum,-5.75%,-9.54%,+0.25%,"$82,368,628",82368628,2021-05-03 06:41:09.987861
Wasabix,Yield,WASABI,Ethereum,-14.52%,+8.40%,+0.02%,"$81,698,868",81698868,2021-05-03 06:41:09.987861
xDAI Stake,Protocols,STAKE,Ethereum,+0.94%,+9.60%,-0.05%,"$81,604,412",81604412,2021-05-03 06:41:09.987861
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-03 06:41:09.987861
BarnBridge,Yield,BOND,Ethereum,-0.10%,+2845%,< 0.0001%,"$80,766,588",80766588,2021-05-03 06:41:09.987861
Deus,Protocols,DEUS,Multi-Chain,+0.03%,+8.19%,+0.12%,"$80,173,927",80173927,2021-05-03 06:41:09.987861
mStable,Protocols,MTA,Ethereum,+2.50%,+5.85%,+0.10%,"$78,058,859",78058859,2021-05-03 06:41:09.987861
BoringDAO,Protocols,BOR,Ethereum,+0.15%,+2.35%,-0.05%,"$74,216,303",74216303,2021-05-03 06:41:09.987861
StakeWise,Staking,SWISE,Ethereum,+18.90%,+54.67%,+0.27%,"$73,384,434",73384434,2021-05-03 06:41:09.987861
Smoothy,Dexes,-,Ethereum,-0.11%,-36.60%,+0.02%,"$72,245,850",72245850,2021-05-03 06:41:09.987861
Metronome,Assets,MET,Ethereum,-0.64%,+21.68%,-0.82%,"$70,748,535",70748535,2021-05-03 06:41:09.987861
 Lightning Netwo...,Protocols,-,Bitcoin,-1.15%,+14.53%,0%,"$69,944,889",69944889,2021-05-03 06:41:09.987861
imToken,Assets,imBTC,Ethereum,+2.68%,+19.49%,-0.05%,"$69,702,550",69702550,2021-05-03 06:41:09.987861
dForce,Lending,DF,Multi-Chain,+1.71%,+4.01%,-0.10%,"$69,486,802",69486802,2021-05-03 06:41:09.987861
Hyper Finance,Yield,HYFI,Binance,-2.49%,-,-0.05%,"$67,171,842",67171842,2021-05-03 06:41:09.987861
Defi Swap,Dexes,CRO,Ethereum,+0.11%,+15.23%,+0.11%,"$63,610,305",63610305,2021-05-03 06:41:09.987861
Hegic,Options,HEGIC,Ethereum,+3.18%,+8.56%,+0.23%,"$61,081,718",61081718,2021-05-03 06:41:09.987861
FutureSwap,Dexes,-,Ethereum,+0.89%,+5.16%,+0.13%,"$57,944,070",57944070,2021-05-03 06:41:09.987861
WanSwap Dex,Dexes,WASP,Wanchain,+1.71%,+28.60%,+0.43%,"$57,246,115",57246115,2021-05-03 06:41:09.987861
Orca,Dexes,-,Solana,+1.12%,+52.15%,+0.01%,"$54,552,377",54552377,2021-05-03 06:41:09.987861
BiFi,Lending,BiFi,Multi-Chain,+20.79%,"$54,521,793",-0.60%,"$54,521,793",54521793,2021-05-03 06:41:09.987861
Swipe,Dexes,SXP,Ethereum,+3.32%,+21.87%,+0.01%,"$52,306,814",52306814,2021-05-03 06:41:09.987861
SharedStake,Staking,SGT,Ethereum,+1.99%,+19.34%,+0.39%,"$47,329,049",47329049,2021-05-03 06:41:09.987861
Zookeeper,Yield,ZOO,Wanchain,+15.99%,+55.16%,+0.99%,"$46,862,283",46862283,2021-05-03 06:41:09.987861
Kyber,Dexes,KNC,Ethereum,+3.57%,-,+0.13%,"$46,806,835",46806835,2021-05-03 06:41:09.987861
88mph,Yield,MPH,Ethereum,+3.37%,+7.76%,-0.32%,"$46,617,154",46617154,2021-05-03 06:41:09.987861
Mimo Defi,Lending,MIMO,Ethereum,+0.32%,+30.73%,+0.18%,"$45,430,844",45430844,2021-05-03 06:41:09.987861
Pickle,Yield,PICKLE,Ethereum,+1.34%,+14.78%,-0.12%,"$41,875,278",41875278,2021-05-03 06:41:09.987861
Bella Protocol,Yield,BEL,Ethereum,-0.92%,+19.12%,-0.06%,"$38,899,059",38899059,2021-05-03 06:41:09.987861
Indexed Finance,Indexes,NDX,Ethereum,+3.64%,+42.29%,-0.03%,"$38,798,942",38798942,2021-05-03 06:41:09.987861
DerivaDEX,Dexes,DDX,Ethereum,-0.55%,+4.09%,-1.31%,"$37,918,658",37918658,2021-05-03 06:41:09.987861
Serum Swap,Dexes,SRM,Solana,-0.55%,+14.33%,+0.42%,"$34,800,416",34800416,2021-05-03 06:41:09.987861
dHEDGE,Protocols,DHT,Ethereum,+2.82%,+20.57%,+0.03%,"$33,930,585",33930585,2021-05-03 06:41:09.987861
Enzyme Finance,Yield,MLN,Ethereum,+0.42%,+29.86%,-0.15%,"$32,656,532",32656532,2021-05-03 06:41:09.987861
Opyn,Options,-,Ethereum,+0.51%,+137%,+0.05%,"$30,431,089",30431089,2021-05-03 06:41:09.987861
Gnosis,Dexes,GNO,Ethereum,+1.60%,+137%,+87.46%,"$29,724,669",29724669,2021-05-03 06:41:09.987861
cVault.finance,Assets,CORE,Ethereum,-45.19%,-32.25%,+0.27%,"$28,144,098",28144098,2021-05-03 06:41:09.987861
ACoconut,Yield,AC,Multi-Chain,-2.89%,-21.83%,+0.03%,"$27,952,380",27952380,2021-05-03 06:41:09.987861
PowerPool,Indexes,CVP,Ethereum,-0.37%,+9.73%,-0.21%,"$27,347,032",27347032,2021-05-03 06:41:09.987861
WePiggy,Lending,WPC,Ethereum,+2.44%,+28.85%,-0.09%,"$26,721,193",26721193,2021-05-03 06:41:09.987861
Swerve,Dexes,SWRV,Ethereum,+7.47%,+33.17%,< 0.0001%,"$26,433,064",26433064,2021-05-03 06:41:09.987861
IDEX,Dexes,IDEX,Ethereum,-0.51%,+0.53%,-0.19%,"$25,625,126",25625126,2021-05-03 06:41:09.987861
Cometh,Dexes,MUST,Polygon,-2.38%,+35.04%,-0.02%,"$24,062,464",24062464,2021-05-03 06:41:09.987861
DeversiFi,Dexes,NEC,Ethereum,+5.64%,+21.62%,+0.27%,"$23,552,378",23552378,2021-05-03 06:41:09.987861
Cryptex,Indexes,CTX,Ethereum,-9.88%,+2.17%,+0.24%,"$22,824,375",22824375,2021-05-03 06:41:09.987861
 Mushrooms Finan...,Yield,MM,Ethereum,+3.11%,+62.41%,-0.16%,"$22,382,605",22382605,2021-05-03 06:41:09.987861
Ribbon Finance,Options,-,Ethereum,+0.70%,+762%,+0.19%,"$20,310,614",20310614,2021-05-03 06:41:09.987861
Mango Markets,Lending,-,Solana,+0.09%,+18.42%,+0.03%,"$19,698,608",19698608,2021-05-03 06:41:09.987861
Perlin,Dexes,PERL,Ethereum,-0.83%,+25.13%,+0.02%,"$19,611,453",19611453,2021-05-03 06:41:09.987861
Snowball,Yield,SNOB,Avalanche,+3.97%,+68.13%,+0.16%,"$18,283,486",18283486,2021-05-03 06:41:09.987861
Notional,Lending,-,Ethereum,+0.77%,+0.43%,+0.13%,"$18,181,736",18181736,2021-05-03 06:41:09.987861
Unagii,Yield,-,Ethereum,+4.33%,+18.53%,+0.18%,"$17,526,348",17526348,2021-05-03 06:41:09.987861
Erasure,Protocols,NMR,Ethereum,-1.17%,+15.76%,-0.12%,"$17,120,813",17120813,2021-05-03 06:41:09.987861
PieDAO,Indexes,DOUGH,Ethereum,+1.11%,+14.08%,+0.07%,"$16,492,291",16492291,2021-05-03 06:41:09.987861
Penguin Finance,Dexes,PEFI,Avalanche,+6.10%,+176%,-0.12%,"$15,829,853",15829853,2021-05-03 06:41:09.987861
Energiswap,Protocols,NRG,Energi,+6.06%,"$14,999,149",-0.81%,"$14,999,149",14999149,2021-05-03 06:41:09.987861
DefiDollar,Protocols,DFD,Ethereum,0%,+3.60%,0%,"$13,109,901",13109901,2021-05-03 06:41:09.987861
Fuse,Protocols,FUSE,Multi-Chain,-3.92%,+9.29%,-0.02%,"$13,034,047",13034047,2021-05-03 06:41:09.987861
FinNexus,Options,FNX,Multi-Chain,-5.89%,"$12,592,105",-0.31%,"$12,592,105",12592105,2021-05-03 06:41:09.987861
Allinx,Yield,INX,Binance,+3.24%,+50.14%,+0.45%,"$12,071,732",12071732,2021-05-03 06:41:09.987861
0.exchange,Dexes,ZERO,Multi-Chain,-3.32%,+28.69%,-0.50%,"$11,908,000",11908000,2021-05-03 06:41:09.987861
Honeyswap,Dexes,HNY,xDai,-3.15%,+35.41%,+0.37%,"$11,668,091",11668091,2021-05-03 06:41:09.987861
DDEX,Dexes,-,Ethereum,+5.24%,+27.35%,-0.09%,"$10,708,670",10708670,2021-05-03 06:41:09.987861
ForTube,Lending,FOR,Ethereum,+4.05%,+20.37%,+0.14%,"$8,265,660",8265660,2021-05-03 06:41:09.987861
Governor DAO,Protocols,GDAO,Ethereum,+1.10%,+5.88%,+0.19%,"$8,137,924",8137924,2021-05-03 06:41:09.987861
ForceDAO,Yield,-,Ethereum,-6.37%,-51.01%,+0.05%,"$8,106,445",8106445,2021-05-03 06:41:09.987861
Hakka Finance,Yield,HAKKA,Ethereum,+3.91%,+22.24%,+0.37%,"$8,028,853",8028853,2021-05-03 06:41:09.987861
BondAppetit,Assets,BAG,Ethereum,-1.07%,+2.95%,0%,"$7,842,161",7842161,2021-05-03 06:41:09.987861
YF Link,Dexes,YFL,Ethereum,+8.24%,+19.01%,+0.10%,"$7,715,073",7715073,2021-05-03 06:41:09.987861
Oxygen,Lending,OXY,Solana,+1.73%,+18.01%,+0.39%,"$7,618,802",7618802,2021-05-03 06:41:09.987861
Cover Protocol,Insurance,COVER,Ethereum,+2.01%,-26.04%,< 0.0001%,"$6,839,864",6839864,2021-05-03 06:41:09.987861
Growth DeFi,Yield,GRO,Ethereum,-1.18%,+9.16%,0%,"$6,112,885",6112885,2021-05-03 06:41:09.987861
DEXTF Protocol,Protocols,DEXTF,Ethereum,-0.16%,+39.20%,-0.38%,"$5,910,230",5910230,2021-05-03 06:41:09.987861
Yam Finance,Protocols,YAM,Ethereum,-1.83%,-13.45%,+0.16%,"$5,259,389",5259389,2021-05-03 06:41:09.987861
Auctus,Options,AUC,Ethereum,-5.53%,+1.19%,+0.63%,"$4,880,273",4880273,2021-05-03 06:41:09.987861
zLot,Staking,zLot,Ethereum,+9.05%,+35.12%,+1.62%,"$4,653,363",4653363,2021-05-03 06:41:09.987861
Dev Protocol,Protocols,DEV,Ethereum,-2.80%,-6.01%,-0.19%,"$4,542,333",4542333,2021-05-03 06:41:09.987861
SnowSwap,Dexes,SNOW,Ethereum,+4.67%,+11.96%,-0.22%,"$4,534,226",4534226,2021-05-03 06:41:09.987861
Olive Cash,Yield,OLIVE,Multi-Chain,+21.37%,+63.34%,+0.91%,"$4,481,954",4481954,2021-05-03 06:41:09.987861
Lydia,Dexes,-,Avalanche,+132%,-0.32%,+2.23%,"$4,396,676",4396676,2021-05-03 06:41:09.987861
Stafi,Staking,FIS,Ethereum,+1.87%,+25.20%,+0.26%,"$4,392,710",4392710,2021-05-03 06:41:09.987861
CreamSwap,Dexes,CREAM,Ethereum,+2.50%,+30.59%,+0.21%,"$3,943,492",3943492,2021-05-03 06:41:09.987861
Siren,Options,SI,Ethereum,-11.66%,-23.98%,+0.10%,"$3,929,229",3929229,2021-05-03 06:41:09.987861
BT.Finance,Yield,BT,Ethereum,+2.89%,+19.35%,+0.01%,"$3,293,026",3293026,2021-05-03 06:41:09.987861
XDeFi,Dexes,XDEX,Ethereum,-7.92%,-34.02%,0%,"$3,291,801",3291801,2021-05-03 06:41:09.987861
Swapr,Dexes,-,Multi-Chain,+0.53%,+15.95%,+0.08%,"$3,103,553",3103553,2021-05-03 06:41:09.987861
N3RD Finance,Yield,N3RDz,Ethereum,+2.75%,-33.87%,-0.02%,"$3,078,044",3078044,2021-05-03 06:41:09.987861
Opium,Insurance,OPIUM,Ethereum,-0.01%,"$2,780,183",-0.01%,"$2,780,183",2780183,2021-05-03 06:41:09.987861
MCDEX,Dexes,MCB,Ethereum,+1.66%,+24.13%,+0.14%,"$2,100,537",2100537,2021-05-03 06:41:09.987861
Connext,Protocols,-,Ethereum,-0.83%,-19.80%,-0.34%,"$1,523,178",1523178,2021-05-03 06:41:09.987861
Strudel Finance,Assets,TRDL,Ethereum,-1.48%,+13.12%,-0.07%,"$1,296,967",1296967,2021-05-03 06:41:09.987861
QIAN,Assets,KUN,Ethereum,+0.51%,-33.91%,+2.88%,"$1,065,546",1065546,2021-05-03 06:41:09.987861
Jarvis Network,Protocols,JRT,Ethereum,-0.03%,-0.15%,+0.01%,"$1,061,796",1061796,2021-05-03 06:41:09.987861
S Finance,Dexes,SFG,Ethereum,+8.47%,+8.55%,-0.06%,"$879,744",879744,2021-05-03 06:41:09.987861
Primitive,Options,-,Ethereum,-0.10%,+17.84%,+0.15%,"$791,644",791644,2021-05-03 06:41:09.987861
Levinswap,Dexes,LEVIN,xDai,+1.03%,+1.39%,+0.64%,"$732,625",732625,2021-05-03 06:41:09.987861
Dracula,Yield,DRC,Ethereum,-0.61%,-64.33%,+0.25%,"$713,619",713619,2021-05-03 06:41:09.987861
YetiSwap,Dexes,YTS,Avalanche,-10.61%,+6.01%,-0.07%,"$605,398",605398,2021-05-03 06:41:09.987861
YFII,Dexes,YFII,Ethereum,+0.29%,+0.65%,+0.04%,"$582,438",582438,2021-05-03 06:41:09.987861
PEAKDEFI,Yield,PEAK,Ethereum,+1.90%,-12.97%,+0.02%,"$543,253",543253,2021-05-03 06:41:09.987861
DeFiner,Yield,FIN,Ethereum,-1.15%,+137%,-0.02%,"$478,644",478644,2021-05-03 06:41:09.987861
Basis Cash,Assets,BAC,Ethereum,0%,"$403,782",0%,"$403,782",403782,2021-05-03 06:41:09.987861
CoFiX,Dexes,COFI,Ethereum,+3.18%,+16.87%,+0.20%,"$284,440",284440,2021-05-03 06:41:09.987861
UniTrade,Dexes,TRADE,Ethereum,-0.39%,-2.22%,+0.10%,"$283,786",283786,2021-05-03 06:41:09.987861
Shell Protocol,Dexes,-,Ethereum,0%,-3.08%,0%,"$113,654",113654,2021-05-03 06:41:09.987861
SynLev,Protocols,SYN,Ethereum,+4.37%,+23.94%,+0.39%,"$111,873",111873,2021-05-03 06:41:09.987861
Augur,Dexes,REP,Ethereum,0%,"$75,013",0%,"$75,013",75013,2021-05-03 06:41:09.987861
 Robo-Advisor fo...,Yield,-,Ethereum,+0.17%,+2.90%,+0.02%,"$45,071",45071,2021-05-03 06:41:09.987861
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-03 06:41:09.987861
