Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Index Coop,Indexes,INDEX,Ethereum,+2.46%,+7.07%,+0.16%,$239.5m,239500000,2021-06-02 08:44:46.528567
Wing Finance,Lending,WING,Ontology,-1.42%,+1.95%,-0.15%,$228.56m,228560000,2021-06-02 08:44:46.528567
Serum,Dexes,SRM,Solana,-21.92%,-12.28%,-19.52%,$227.49m,227490000,2021-06-02 08:44:46.528567
TrueFi,Lending,TRU,Ethereum,+0.06%,+91.82%,-0.57%,$226.06m,226060000,2021-06-02 08:44:46.528567
Dfyn Network,Dexes,DFYN,Polygon,+1.20%,+39.47%,-0.35%,$207.33m,207330000,2021-06-02 08:44:46.528567
Idle Finance,Yield,IDLE,Ethereum,+2.14%,+15.92%,-0.00%,$199.21m,199210000,2021-06-02 08:44:46.528567
PoolTogether,Protocols,POOL,Ethereum,+2.11%,+8.70%,+0.27%,$198.92m,198920000,2021-06-02 08:44:46.528567
KEEP Network,Assets,KEEP,Ethereum,-2.57%,-7.13%,+0.24%,$187.47m,187470000,2021-06-02 08:44:46.528567
Flamingo Finance,Dexes,FLM,NEO,-1.71%,-9.67%,-0.06%,$185.58m,185580000,2021-06-02 08:44:46.528567
B.Protocol,Lending,BPRO,Ethereum,-1.08%,-7.74%,-0.46%,$181.43m,181430000,2021-06-02 08:44:46.528567
Depth,Dexes,DEP,Heco,-4.08%,-22.69%,+0.67%,$175.23m,175230000,2021-06-02 08:44:46.528567
Kava,Lending,KAVA,Multi-Chain,+0.56%,+2.11%,+0.25%,$174.5m,174500000,2021-06-02 08:44:46.528567
StakeHound,Staking,-,Ethereum,-1.44%,-6.80%,-0.54%,$167.68m,167680000,2021-06-02 08:44:46.528567
dYdX,Dexes,-,Ethereum,-0.67%,-12.22%,-0.22%,$153.38m,153380000,2021-06-02 08:44:46.528567
Loopring,Dexes,LRC,Ethereum,-2.56%,-17.36%,-0.13%,$150.48m,150480000,2021-06-02 08:44:46.528567
bZx,Lending,BZRX,Ethereum,-5.05%,-11.64%,+0.31%,$133.62m,133620000,2021-06-02 08:44:46.528567
SolFarm,Yield,TULIP,Solana,+4.43%,+50.99%,+0.07%,$131.94m,131940000,2021-06-02 08:44:46.528567
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-06-02 08:44:46.528567
Ankr,Staking,ANKR,Ethereum,-1.35%,-6.11%,-0.76%,$126.62m,126620000,2021-06-02 08:44:46.528567
ZilSwap,Dexes,ZWAP,Zilliqa,+11.49%,+7.67%,-0.17%,$122.96m,122960000,2021-06-02 08:44:46.528567
UMA Protocol,Protocols,UMA,Ethereum,-1.03%,-5.15%,+0.40%,$117.7m,117700000,2021-06-02 08:44:46.528567
Integral,Dexes,-,Ethereum,-18.41%,-0.14%,+1.53%,$116.57m,116570000,2021-06-02 08:44:46.528567
BarnBridge,Yield,BOND,Ethereum,+14.00%,+47.71%,+0.04%,$115.83m,115830000,2021-06-02 08:44:46.528567
Reflexer,Assets,RAI,Ethereum,-2.81%,-13.21%,-0.76%,$111.12m,111120000,2021-06-02 08:44:46.528567
Sablier Finance,Protocols,-,Ethereum,-6.79%,-15.05%,+0.23%,$108.21m,108210000,2021-06-02 08:44:46.528567
DODO,Dexes,DODO,Ethereum,+3.26%,-24.13%,+0.55%,$100.31m,100310000,2021-06-02 08:44:46.528567
Unslashed,Insurance,USF,Ethereum,-2.81%,-15.55%,+0.36%,"$96,671,579",96671579,2021-06-02 08:44:46.528567
MANTRA DAO,Protocols,OM,Ethereum,-3.14%,-10.79%,+0.03%,"$95,047,960",95047960,2021-06-02 08:44:46.528567
Pickle,Yield,PICKLE,Ethereum,-2.47%,-,+0.07%,"$77,818,836",77818836,2021-06-02 08:44:46.528567
yAxis,Yield,YAX,Ethereum,-0.69%,+18.30%,+0.10%,"$77,579,494",77579494,2021-06-02 08:44:46.528567
Flamincome,Yield,FLAG,Ethereum,-1.19%,-4.68%,+0.25%,"$77,067,960",77067960,2021-06-02 08:44:46.528567
OnX.Finance,Lending,ONX,Ethereum,-3.53%,-6.67%,+0.21%,"$75,324,686",75324686,2021-06-02 08:44:46.528567
StakeWise,Staking,SWISE,Ethereum,+1.96%,-2.35%,-0.76%,"$74,591,144",74591144,2021-06-02 08:44:46.528567
Secret Bridge,Assets,-,Secret,-5.43%,-9.55%,-0.16%,"$69,421,077",69421077,2021-06-02 08:44:46.528567
1inch,Dexes,1INCH,Ethereum,-1.99%,-7.23%,+0.01%,"$66,761,518",66761518,2021-06-02 08:44:46.528567
Metronome,Assets,MET,Ethereum,-2.38%,-7.43%,-0.57%,"$63,500,275",63500275,2021-06-02 08:44:46.528567
mStable,Protocols,MTA,Ethereum,+0.88%,-2.04%,+0.14%,"$63,240,628",63240628,2021-06-02 08:44:46.528567
imToken,Assets,imBTC,Ethereum,-1.97%,+7.94%,+0.67%,"$62,746,014",62746014,2021-06-02 08:44:46.528567
WePiggy,Lending,WPC,Multi-Chain,+8.96%,+175%,-0.10%,"$62,418,453",62418453,2021-06-02 08:44:46.528567
Hard Protocol,Protocols,HARD,Multi-Chain,+5.98%,+12.46%,+0.38%,"$60,152,325",60152325,2021-06-02 08:44:46.528567
Sovryn,Dexes,SOV,RSK,+2.91%,-,+0.10%,"$53,222,037",53222037,2021-06-02 08:44:46.528567
Rari Capital,Yield,RGT,Ethereum,-2.88%,-1.21%,+0.26%,"$52,658,995",52658995,2021-06-02 08:44:46.528567
 Lightning Netwo...,Protocols,-,Bitcoin,-0.71%,-4.38%,-0.11%,"$51,338,758",51338758,2021-06-02 08:44:46.528567
BoringDAO,Protocols,BOR,Ethereum,-1.34%,-2.27%,+0.84%,"$51,153,154",51153154,2021-06-02 08:44:46.528567
Defi Swap,Dexes,CRO,Ethereum,-1.13%,-5.93%,-0.46%,"$50,987,741",50987741,2021-06-02 08:44:46.528567
SpiritSwap,Dexes,SPIRIT,Fantom,-0.80%,+9.17%,+0.85%,"$50,839,008",50839008,2021-06-02 08:44:46.528567
dForce,Lending,DF,Multi-Chain,-1.13%,-14.85%,+0.08%,"$50,812,115",50812115,2021-06-02 08:44:46.528567
Unicly,Dexes,UNIC,Ethereum,-0.09%,+10.49%,+0.07%,"$50,678,795",50678795,2021-06-02 08:44:46.528567
Saddle Finance,Dexes,-,Ethereum,-0.61%,-7.34%,+0.53%,"$49,645,939",49645939,2021-06-02 08:44:46.528567
Goose Finance,Yield,EGG,Binance,-1.43%,-24.59%,-0.25%,"$48,468,731",48468731,2021-06-02 08:44:46.528567
StakeDAO,Yield,SDT,Ethereum,-0.31%,-11.39%,+0.60%,"$44,078,491",44078491,2021-06-02 08:44:46.528567
Hegic,Options,HEGIC,Ethereum,-2.86%,-7.38%,+0.41%,"$43,920,264",43920264,2021-06-02 08:44:46.528567
Zookeeper,Yield,ZOO,Wanchain,0%,"$43,397,935",0%,"$43,397,935",43397935,2021-06-02 08:44:46.528567
SecretSwap,Dexes,SEFI,Secret,+18.61%,+10.74%,+19.99%,"$42,056,736",42056736,2021-06-02 08:44:46.528567
SharedStake,Staking,SGT,Ethereum,-1.44%,-6.82%,-0.76%,"$41,885,626",41885626,2021-06-02 08:44:46.528567
WanSwap Dex,Dexes,WASP,Wanchain,-3.32%,-3.27%,+0.10%,"$41,882,242",41882242,2021-06-02 08:44:46.528567
DefiDollar DAO,Protocols,DFD,Ethereum,+2.77%,+26.65%,+2.65%,"$40,211,528",40211528,2021-06-02 08:44:46.528567
SpookySwap,Dexes,BOO,Fantom,-1.20%,-5.55%,-0.10%,"$38,716,446",38716446,2021-06-02 08:44:46.528567
88mph,Yield,MPH,Ethereum,-1.25%,-2.65%,+0.27%,"$38,446,147",38446147,2021-06-02 08:44:46.528567
Kyber,Dexes,KNC,Ethereum,+2.92%,+0.47%,+0.24%,"$37,365,807",37365807,2021-06-02 08:44:46.528567
Orca,Dexes,-,Solana,-1.29%,-14.07%,+0.10%,"$33,476,729",33476729,2021-06-02 08:44:46.528567
DerivaDEX,Dexes,DDX,Ethereum,+0.74%,+2.42%,-0.06%,"$31,750,758",31750758,2021-06-02 08:44:46.528567
dHEDGE,Protocols,DHT,Ethereum,-1.27%,+2.94%,-0.23%,"$31,504,757",31504757,2021-06-02 08:44:46.528567
Opyn,Options,-,Ethereum,-,-8.22%,+2.28%,"$30,417,108",30417108,2021-06-02 08:44:46.528567
BiFi,Lending,BiFi,Multi-Chain,-1.44%,-9.72%,-2.49%,"$29,940,090",29940090,2021-06-02 08:44:46.528567
Ribbon Finance,Options,-,Ethereum,+2.65%,+19.98%,-0.34%,"$28,826,341",28826341,2021-06-02 08:44:46.528567
Mimo Defi,Lending,MIMO,Ethereum,-1.22%,-6.22%,-0.57%,"$28,281,370",28281370,2021-06-02 08:44:46.528567
KeeperDAO,Yield,ROOK,Ethereum,-4.22%,-22.66%,+0.34%,"$27,930,386",27930386,2021-06-02 08:44:46.528567
BasketDAO,Indexes,BASK,Ethereum,-2.67%,-4.19%,+0.01%,"$27,830,543",27830543,2021-06-02 08:44:46.528567
Serum Swap,Dexes,SRM,Solana,+3.73%,+0.94%,0%,"$27,089,409",27089409,2021-06-02 08:44:46.528567
Indexed Finance,Indexes,NDX,Ethereum,+0.90%,-1.05%,+0.19%,"$25,728,900",25728900,2021-06-02 08:44:46.528567
Bella Protocol,Yield,BEL,Ethereum,-1.40%,-8.56%,+0.09%,"$25,701,841",25701841,2021-06-02 08:44:46.528567
Hyper Finance,Yield,HYFI,Binance,-3.07%,-38.91%,+0.01%,"$24,956,594",24956594,2021-06-02 08:44:46.528567
MoneyOnChain,Protocols,MOC,RSK,-,"$24,787,189",-1.64%,"$24,787,189",24787189,2021-06-02 08:44:46.528567
Enzyme Finance,Yield,MLN,Ethereum,-1.16%,-5.18%,-0.48%,"$24,517,027",24517027,2021-06-02 08:44:46.528567
Gnosis,Dexes,GNO,Ethereum,-1.37%,-6.70%,-0.59%,"$24,177,356",24177356,2021-06-02 08:44:46.528567
DeversiFi,Dexes,DVF,Ethereum,-8.40%,-15.70%,+0.29%,"$23,710,297",23710297,2021-06-02 08:44:46.528567
ValueDefi,Yield,VALUE,Multi-Chain,-0.96%,-22.30%,+0.02%,"$23,081,027",23081027,2021-06-02 08:44:46.528567
Ruler,Lending,RULER,Ethereum,-15.92%,-35.05%,+0.42%,"$22,230,535",22230535,2021-06-02 08:44:46.528567
Swerve,Dexes,SWRV,Ethereum,-0.18%,+5.78%,0%,"$19,969,854",19969854,2021-06-02 08:44:46.528567
FutureSwap,Dexes,FST,Ethereum,-41.81%,-58.09%,-0.35%,"$19,706,905",19706905,2021-06-02 08:44:46.528567
Unagii,Yield,-,Ethereum,-1.15%,+2.64%,+0.19%,"$19,665,933",19665933,2021-06-02 08:44:46.528567
xToken,Yield,XTK,Ethereum,-0.91%,-15.07%,+0.79%,"$17,908,141",17908141,2021-06-02 08:44:46.528567
Notional,Lending,-,Ethereum,-1.05%,-3.77%,-0.37%,"$17,680,430",17680430,2021-06-02 08:44:46.528567
PowerPool,Indexes,CVP,Ethereum,-1.30%,-12.19%,-0.46%,"$17,082,736",17082736,2021-06-02 08:44:46.528567
ViperSwap,Dexes,VIPER,Harmony,-22.38%,-32.53%,-0.18%,"$16,874,470",16874470,2021-06-02 08:44:46.528567
Mango Markets,Lending,-,Solana,-0.81%,-3.84%,+0.31%,"$16,806,393",16806393,2021-06-02 08:44:46.528567
Erasure,Protocols,NMR,Ethereum,-6.19%,+15.87%,-0.57%,"$15,396,901",15396901,2021-06-02 08:44:46.528567
PieDAO,Indexes,DOUGH,Ethereum,-0.76%,-6.98%,-0.14%,"$15,151,576",15151576,2021-06-02 08:44:46.528567
Stacker Ventures,Yield,STACK,Ethereum,-1.94%,+5.06%,+0.72%,"$14,199,302",14199302,2021-06-02 08:44:46.528567
IDEX,Dexes,IDEX,Ethereum,-9.47%,-20.52%,-0.60%,"$13,569,491",13569491,2021-06-02 08:44:46.528567
Penguin Finance,Dexes,PEFI,Avalanche,-2.32%,-19.87%,+0.37%,"$12,927,040",12927040,2021-06-02 08:44:46.528567
Smoothy,Dexes,SMTY,Ethereum,-0.09%,-63.85%,-0.01%,"$11,095,303",11095303,2021-06-02 08:44:46.528567
 Mushrooms Finan...,Yield,MM,Ethereum,-2.42%,-36.69%,+0.47%,"$10,936,628",10936628,2021-06-02 08:44:46.528567
Cryptex,Indexes,CTX,Ethereum,-1.07%,-3.07%,-0.40%,"$10,803,326",10803326,2021-06-02 08:44:46.528567
HyperSwap,Dexes,Token not found,Fantom,-57.08%,"$9,869,056",+6.09%,"$9,869,056",9869056,2021-06-02 08:44:46.528567
Wasabix,Yield,WASABI,Ethereum,-11.90%,+2.86%,+0.09%,"$9,756,650",9756650,2021-06-02 08:44:46.528567
BondAppetit,Assets,BAG,Ethereum,-0.08%,-1.41%,-0.18%,"$9,657,671",9657671,2021-06-02 08:44:46.528567
Cometh,Dexes,MUST,Polygon,+1.55%,-10.02%,-0.01%,"$9,482,859",9482859,2021-06-02 08:44:46.528567
Energiswap,Dexes,NRG,Energi,-1.46%,-3.88%,+0.06%,"$9,016,948",9016948,2021-06-02 08:44:46.528567
Honeyswap,Dexes,HNY,xDai,+22.09%,+14.70%,+0.86%,"$8,899,128",8899128,2021-06-02 08:44:46.528567
YouSwap,Dexes,YOU,Multi-Chain,+0.94%,-,-0.21%,"$8,171,807",8171807,2021-06-02 08:44:46.528567
DDEX,Dexes,-,Ethereum,-1.10%,-5.52%,-0.55%,"$7,981,713",7981713,2021-06-02 08:44:46.528567
Fluity,Protocols,FLTY,Binance,-2.10%,+36.63%,+0.90%,"$7,894,075",7894075,2021-06-02 08:44:46.528567
Fuse,Protocols,FUSE,Multi-Chain,-3.03%,-6.06%,+0.25%,"$7,399,363",7399363,2021-06-02 08:44:46.528567
Yogi Finance,Dexes,YOGI,MultiChain,+7.14%,+63.59%,+1.44%,"$7,372,055",7372055,2021-06-02 08:44:46.528567
Perlin,Dexes,PERL,Ethereum,+2.83%,-7.50%,+0.07%,"$7,319,224",7319224,2021-06-02 08:44:46.528567
Snowball,Yield,SNOB,Avalanche,-23.91%,-30.51%,-0.26%,"$7,166,631",7166631,2021-06-02 08:44:46.528567
Gondola Finance,Dexes,GDL,Avalanche,-6.38%,-21.76%,+0.05%,"$6,960,074",6960074,2021-06-02 08:44:46.528567
Hakka Finance,Yield,HAKKA,Ethereum,-2.43%,-5.94%,+0.29%,"$6,809,925",6809925,2021-06-02 08:44:46.528567
 SteakBank Finan...,Staking,SBF,Binance,+1.27%,-,-0.98%,"$6,280,068",6280068,2021-06-02 08:44:46.528567
Stafi,Staking,FIS,Ethereum,-1.44%,+40.59%,-0.76%,"$6,021,572",6021572,2021-06-02 08:44:46.528567
Swipe,Dexes,SXP,Ethereum,-6.31%,-74.21%,-0.08%,"$5,970,731",5970731,2021-06-02 08:44:46.528567
Oxygen,Lending,OXY,Solana,-1.25%,-2.94%,+0.30%,"$5,958,733",5958733,2021-06-02 08:44:46.528567
Wheat Protocol,Yield,WHEAT,Binance,+1.54%,-8.78%,-0.01%,"$4,803,020",4803020,2021-06-02 08:44:46.528567
Opium,Insurance,OPIUM,Ethereum,-2.19%,1d Change not found,0%,"$4,649,043",4649043,2021-06-02 08:44:46.528567
Aquarius,Protocols,AQU,Fantom,-20.04%,-,-0.40%,"$4,648,089",4648089,2021-06-02 08:44:46.528567
Governor DAO,Protocols,GDAO,Ethereum,-3.08%,-12.25%,+0.34%,"$4,379,005",4379005,2021-06-02 08:44:46.528567
Lydia,Dexes,-,Avalanche,-0.10%,+10.40%,+0.16%,"$4,370,888",4370888,2021-06-02 08:44:46.528567
DEXTF Protocol,Protocols,DEXTF,Ethereum,-1.62%,+9.39%,-0.49%,"$3,790,462",3790462,2021-06-02 08:44:46.528567
Swapr,Dexes,-,Multi-Chain,-0.36%,+0.21%,+0.01%,"$3,786,227",3786227,2021-06-02 08:44:46.528567
CreamSwap,Dexes,CREAM,Ethereum,+5.40%,+3.01%,-0.17%,"$3,608,388",3608388,2021-06-02 08:44:46.528567
cVault.finance,Assets,CORE,Ethereum,-4.35%,-14.15%,-0.47%,"$3,501,215",3501215,2021-06-02 08:44:46.528567
Augur,Dexes,REP,Ethereum,-1.41%,-6.73%,-0.75%,"$3,366,359",3366359,2021-06-02 08:44:46.528567
zLot,Staking,zLot,Ethereum,+0.80%,-6.27%,+0.72%,"$3,267,465",3267465,2021-06-02 08:44:46.528567
Cover Protocol,Insurance,COVER,Ethereum,0%,-14.30%,0%,"$3,151,324",3151324,2021-06-02 08:44:46.528567
Yam Finance,Protocols,YAM,Ethereum,-0.77%,-3.29%,-0.41%,"$3,115,549",3115549,2021-06-02 08:44:46.528567
Allinx,Yield,INX,Binance,-21.34%,-44.79%,+0.23%,"$3,073,660",3073660,2021-06-02 08:44:46.528567
SnowSwap,Dexes,SNOW,Ethereum,-1.92%,-17.37%,+0.15%,"$3,043,950",3043950,2021-06-02 08:44:46.528567
ForTube,Lending,FOR,Ethereum,-0.92%,-2.05%,-1.17%,"$2,965,008",2965008,2021-06-02 08:44:46.528567
Auctus,Options,AUC,Ethereum,-6.55%,-7.51%,-0.12%,"$2,840,041",2840041,2021-06-02 08:44:46.528567
Jarvis Network,Protocols,JRT,Ethereum,0%,+5.93%,0%,"$2,780,530",2780530,2021-06-02 08:44:46.528567
Growth DeFi,Yield,GRO,Ethereum,+5.36%,-6.42%,0%,"$2,357,028",2357028,2021-06-02 08:44:46.528567
0.exchange,Dexes,ZERO,Multi-Chain,-0.85%,-19.89%,-1.07%,"$2,306,845",2306845,2021-06-02 08:44:46.528567
Dev Protocol,Protocols,DEV,Ethereum,-10.02%,-35.39%,-0.21%,"$2,300,522",2300522,2021-06-02 08:44:46.528567
Connext,Protocols,-,Ethereum,+21.16%,+35.79%,+24.85%,"$2,155,354",2155354,2021-06-02 08:44:46.528567
YF Link,Dexes,YFL,Ethereum,-1.31%,-14.26%,0%,"$2,106,846",2106846,2021-06-02 08:44:46.528567
MCDEX,Dexes,MCB,Ethereum,-1.44%,-6.79%,-0.76%,"$1,870,947",1870947,2021-06-02 08:44:46.528567
Olive Cash,Yield,OLIVE,Multi-Chain,-8.11%,-30.64%,-0.01%,"$1,569,519",1569519,2021-06-02 08:44:46.528567
N3RD Finance,Yield,N3RDz,Ethereum,-6.57%,-25.24%,+0.35%,"$1,509,696",1509696,2021-06-02 08:44:46.528567
XDeFi,Dexes,XDEX,Ethereum,+1.56%,+1.11%,-0.05%,"$1,445,596",1445596,2021-06-02 08:44:46.528567
Siren,Options,SI,Ethereum,-3.13%,-50.05%,-0.65%,"$1,351,484",1351484,2021-06-02 08:44:46.528567
ForceDAO,Yield,FORCE,Ethereum,-1.01%,-25.21%,-0.14%,"$1,234,554",1234554,2021-06-02 08:44:46.528567
BT.Finance,Yield,BT,Ethereum,+7.63%,-10.71%,+0.16%,"$1,183,762",1183762,2021-06-02 08:44:46.528567
Ram Protocol,Lending,RAM,ThunderCore,-20.84%,-33.89%,+0.21%,"$1,024,077",1024077,2021-06-02 08:44:46.528567
S Finance,Dexes,SFG,Ethereum,+0.06%,+0.12%,-0.04%,"$967,263",967263,2021-06-02 08:44:46.528567
Strudel Finance,Assets,TRDL,Ethereum,-1.38%,-6.17%,+0.67%,"$858,221",858221,2021-06-02 08:44:46.528567
MochiSwap,Dexes,MOCHI,Binance,-0.14%,-14.88%,+0.11%,"$729,146",729146,2021-06-02 08:44:46.528567
PEAKDEFI,Yield,PEAK,Ethereum,-0.00%,+0.20%,-0.00%,"$669,542",669542,2021-06-02 08:44:46.528567
FinNexus,Options,FNX,Multi-Chain,+0.62%,-26.74%,-4.59%,"$650,253",650253,2021-06-02 08:44:46.528567
DeFiner,Yield,FIN,Ethereum,-0.38%,-15.95%,+0.26%,"$598,479",598479,2021-06-02 08:44:46.528567
Primitive,Options,-,Ethereum,-1.27%,-21.08%,-1.25%,"$446,101",446101,2021-06-02 08:44:46.528567
YFII,Dexes,YFII,Ethereum,-0.36%,+52.79%,+0.07%,"$428,259",428259,2021-06-02 08:44:46.528567
Levinswap,Dexes,LEVIN,xDai,-3.19%,-9.45%,0%,"$416,142",416142,2021-06-02 08:44:46.528567
Basis Cash,Assets,BAC,Ethereum,0%,"$382,774",0%,"$382,774",382774,2021-06-02 08:44:46.528567
YetiSwap,Dexes,YTS,Avalanche,-3.22%,-4.83%,0%,"$324,458",324458,2021-06-02 08:44:46.528567
QIAN,Assets,KUN,Ethereum,-0.13%,-23.78%,+0.03%,"$242,201",242201,2021-06-02 08:44:46.528567
UniTrade,Dexes,TRADE,Ethereum,+10.89%,-2.88%,-0.67%,"$220,668",220668,2021-06-02 08:44:46.528567
Dracula,Yield,DRC,Ethereum,+1.75%,-51.95%,-0.21%,"$187,028",187028,2021-06-02 08:44:46.528567
Shell Protocol,Dexes,-,Ethereum,0%,+0.02%,< 0.0001%,"$113,714",113714,2021-06-02 08:44:46.528567
SynLev,Protocols,SYN,Ethereum,-2.81%,-6.44%,+0.36%,"$96,242",96242,2021-06-02 08:44:46.528567
ACoconut,Yield,AC,Multi-Chain,-99.03%,-99.36%,-0.39%,"$73,803",73803,2021-06-02 08:44:46.528567
CoFiX,Dexes,COFI,Ethereum,-2.64%,-51.51%,+0.30%,"$45,139",45139,2021-06-02 08:44:46.528567
 Robo-Advisor fo...,Yield,-,Ethereum,-0.97%,-41.31%,+0.12%,"$13,488",13488,2021-06-02 08:44:46.528567
