Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Flexa,Protocols,AMP,Ethereum,-7.99%,+2.90%,+0.86%,$1.53b,1530000000,2021-05-13 07:34:23.939186
DefiSaver,Protocols,-,Ethereum,-9.70%,+18.25%,+0.69%,$1.45b,1450000000,2021-05-13 07:34:23.939186
hBTC,Assets,hBTC,Ethereum,-11.08%,-10.54%,+0.53%,$1.42b,1420000000,2021-05-13 07:34:23.939186
Alpha Finance,Yield,ALPHA,Multi-Chain,+4.43%,-,-2.30%,$1.37b,1370000000,2021-05-13 07:34:23.939186
Badger DAO,Yield,BADGER,Ethereum,-21.22%,-22.01%,+0.84%,$1.11b,1110000000,2021-05-13 07:34:23.939186
Uniswap v3,Dexes,UNI,Ethereum,-,-,+0.41%,$869.64m,869640000,2021-05-13 07:34:23.939186
Nerve,Dexes,NRV,Binance,-4.56%,-6.21%,+0.06%,$862.99m,862990000,2021-05-13 07:34:23.939186
Raydium,Dexes,RAY,Solana,-11.85%,-11.43%,+0.27%,$792.81m,792810000,2021-05-13 07:34:23.939186
RenVM,Assets,REN,Multi-Chain,-8.80%,-12.64%,+0.59%,$782.84m,782840000,2021-05-13 07:34:23.939186
Anchor,Lending,ANC,Terra,-7.13%,-1.60%,-0.10%,$738.07m,738070000,2021-05-13 07:34:23.939186
Tornado Cash,Protocols,-,Ethereum,-8.42%,+16.08%,+0.41%,$716.77m,716770000,2021-05-13 07:34:23.939186
Serum,Dexes,SRM,Solana,-,-,+8.20%,$661.34m,661340000,2021-05-13 07:34:23.939186
Wault,Yield,WEX,Binance,-28.12%,-,+0.24%,$660.6m,660600000,2021-05-13 07:34:23.939186
Nexus Mutual,Insurance,NXM,Ethereum,-7.52%,+15.33%,+0.72%,$647.89m,647890000,2021-05-13 07:34:23.939186
Thorchain,Dexes,RUNE,Binance,-5.61%,-10.69%,+0.25%,$617.74m,617740000,2021-05-13 07:34:23.939186
Unit Protocol,Protocols,DUCK,Ethereum,-8.00%,+16.42%,+1.25%,$569.68m,569680000,2021-05-13 07:34:23.939186
Harvest Finance,Yield,FARM,Ethereum,-6.31%,+0.24%,0%,$534.91m,534910000,2021-05-13 07:34:23.939186
KeeperDAO,Yield,ROOK,Ethereum,-17.32%,-7.61%,+0.26%,$519.79m,519790000,2021-05-13 07:34:23.939186
Fei Protocol,Assets,FEI,Ethereum,-4.78%,+7.38%,-0.11%,$504.43m,504430000,2021-05-13 07:34:23.939186
Quickswap,Dexes,QUICK,Polygon,-8.63%,-,+0.71%,$502.44m,502440000,2021-05-13 07:34:23.939186
Stacks,Protocols,STX,Stacks,-11.52%,-36.64%,0%,$454.54m,454540000,2021-05-13 07:34:23.939186
bZx,Lending,BZRX,Ethereum,-11.44%,-19.10%,+0.07%,$449.16m,449160000,2021-05-13 07:34:23.939186
Fantom,Protocols,FTM,Multi-Chain,-7.52%,-25.64%,+2.02%,$424.74m,424740000,2021-05-13 07:34:23.939186
ACryptoS,Yield,ACS,Binance,-11.55%,-7.13%,0%,$400.12m,400120000,2021-05-13 07:34:23.939186
Set Protocol,Indexes,-,Ethereum,-1.30%,+17.73%,+0.06%,$387.23m,387230000,2021-05-13 07:34:23.939186
KEEP Network,Assets,KEEP,Ethereum,-8.67%,-5.23%,+0.67%,$379.19m,379190000,2021-05-13 07:34:23.939186
Integral,Dexes,-,Ethereum,-9.24%,-14.79%,+0.25%,$379.14m,379140000,2021-05-13 07:34:23.939186
Wing Finance,Lending,WING,Ontology,-5.42%,+0.46%,+0.14%,$361.14m,361140000,2021-05-13 07:34:23.939186
DefiChain,Protocols,DFI,DefiChain,-8.17%,+0.25%,+0.19%,$357.38m,357380000,2021-05-13 07:34:23.939186
Pangolin,Dexes,PNG,Avalanche,-8.67%,+2.81%,-0.04%,$336.68m,336680000,2021-05-13 07:34:23.939186
Index Coop,Indexes,INDEX,Ethereum,-0.96%,+17.76%,+0.47%,$326.56m,326560000,2021-05-13 07:34:23.939186
CREAM Finance,Lending,CREAM,Ethereum,-10.06%,-2.89%,+0.72%,$325.9m,325900000,2021-05-13 07:34:23.939186
Kava,Lending,KAVA,Multi-Chain,-9.29%,-6.41%,+0.67%,$314.88m,314880000,2021-05-13 07:34:23.939186
dYdX,Dexes,-,Ethereum,-8.14%,+22.90%,+0.21%,$296.95m,296950000,2021-05-13 07:34:23.939186
Flamingo Finance,Dexes,FLM,NEO,-8.06%,-,+0.28%,$295.14m,295140000,2021-05-13 07:34:23.939186
Reflexer,Assets,RAI,Ethereum,-12.10%,-9.18%,0%,$274.49m,274490000,2021-05-13 07:34:23.939186
Loopring,Dexes,LRC,Ethereum,-5.94%,+9.65%,+0.83%,$256.19m,256190000,2021-05-13 07:34:23.939186
1inch,Dexes,1INCH,Ethereum,-22.88%,-36.35%,-0.04%,$254.55m,254550000,2021-05-13 07:34:23.939186
StakeHound,Staking,-,Ethereum,-6.93%,+14.88%,0%,$253.83m,253830000,2021-05-13 07:34:23.939186
B.Protocol,Lending,BPRO,Ethereum,-7.41%,-3.24%,+0.27%,$252.23m,252230000,2021-05-13 07:34:23.939186
PoolTogether,Protocols,POOL,Ethereum,+7.44%,$232.83m,-1.07%,$232.83m,232830000,2021-05-13 07:34:23.939186
Idle Finance,Yield,IDLE,Ethereum,+21.80%,$222.4m,+1.02%,$222.4m,222400000,2021-05-13 07:34:23.939186
UMA Protocol,Protocols,UMA,Ethereum,-6.43%,+2.73%,+0.08%,$214.78m,214780000,2021-05-13 07:34:23.939186
Sablier Finance,Protocols,-,Ethereum,-4.34%,-16.98%,+0.22%,$206.99m,206990000,2021-05-13 07:34:23.939186
ZilSwap,Dexes,ZWAP,Zilliqa,-1.57%,-,-0.08%,$177.67m,177670000,2021-05-13 07:34:23.939186
Ankr,Staking,ANKR,Ethereum,-6.93%,+15.28%,0%,$177.33m,177330000,2021-05-13 07:34:23.939186
DODO,Dexes,DODO,Ethereum,+1.26%,+9.14%,+0.10%,$171.51m,171510000,2021-05-13 07:34:23.939186
Unslashed,Insurance,USF,Ethereum,-6.80%,+15.59%,+0.72%,$162.07m,162070000,2021-05-13 07:34:23.939186
yAxis,Yield,YAX,Ethereum,-29.63%,$160.24m,-2.81%,$160.24m,160240000,2021-05-13 07:34:23.939186
MANTRA DAO,Protocols,OM,Ethereum,-7.47%,-5.69%,+0.43%,$153.33m,153330000,2021-05-13 07:34:23.939186
OnX.Finance,Lending,ONX,Ethereum,-7.80%,+0.73%,+0.27%,$139.59m,139590000,2021-05-13 07:34:23.939186
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-05-13 07:34:23.939186
Secret Network,Protocols,SCRT,Secret,-12.44%,+0.34%,+0.96%,$128.04m,128040000,2021-05-13 07:34:23.939186
Secret Bridge,Assets,-,Secret,-12.44%,+0.34%,+0.96%,$128.04m,128040000,2021-05-13 07:34:23.939186
Goose Finance,Yield,EGG,Binance,-4.04%,-11.52%,+0.24%,$113.55m,113550000,2021-05-13 07:34:23.939186
TrueFi,Lending,TRU,Ethereum,+4.86%,+11.18%,+0.85%,$107.65m,107650000,2021-05-13 07:34:23.939186
StakeWise,Staking,SWISE,Ethereum,-6.88%,+17.82%,0%,$102.67m,102670000,2021-05-13 07:34:23.939186
Flamincome,Yield,FLAG,Ethereum,-7.24%,-2.08%,+0.34%,$100.04m,100040000,2021-05-13 07:34:23.939186
Metronome,Assets,MET,Ethereum,-4.71%,+12.55%,+0.36%,"$97,272,296",97272296,2021-05-13 07:34:23.939186
Hyper Finance,Yield,HYFI,Binance,+5.22%,+38.31%,+0.24%,"$95,722,362",95722362,2021-05-13 07:34:23.939186
Pickle,Yield,PICKLE,Ethereum,-2.60%,+10.30%,+0.25%,"$95,700,787",95700787,2021-05-13 07:34:23.939186
Rari Capital,Yield,RGT,Ethereum,+3.11%,+13.90%,+0.11%,"$89,949,301",89949301,2021-05-13 07:34:23.939186
BarnBridge,Yield,BOND,Ethereum,+0.47%,+16.54%,+0.01%,"$89,861,196",89861196,2021-05-13 07:34:23.939186
StakeDAO,Yield,SDT,Ethereum,-3.57%,-2.76%,+0.35%,"$86,064,508",86064508,2021-05-13 07:34:23.939186
xDAI Stake,Protocols,STAKE,Ethereum,-2.74%,+3.25%,+0.44%,"$85,494,742",85494742,2021-05-13 07:34:23.939186
Saddle Finance,Dexes,-,Ethereum,-9.31%,-3.32%,+0.35%,"$84,276,319",84276319,2021-05-13 07:34:23.939186
SpookySwap,Dexes,BOO,Fantom,+28.39%,-,-0.02%,"$81,388,273",81388273,2021-05-13 07:34:23.939186
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-13 07:34:23.939186
dForce,Lending,DF,Multi-Chain,-5.14%,+1.32%,+0.30%,"$72,672,478",72672478,2021-05-13 07:34:23.939186
mStable,Protocols,MTA,Ethereum,-3.46%,-4.85%,+0.32%,"$72,420,310",72420310,2021-05-13 07:34:23.939186
BoringDAO,Protocols,BOR,Ethereum,-7.75%,-7.30%,+0.34%,"$71,744,946",71744946,2021-05-13 07:34:23.939186
Defi Swap,Dexes,CRO,Ethereum,-6.12%,+4.18%,+0.44%,"$71,321,008",71321008,2021-05-13 07:34:23.939186
WanSwap Dex,Dexes,WASP,Wanchain,-11.22%,+14.72%,+0.35%,"$69,049,623",69049623,2021-05-13 07:34:23.939186
Hegic,Options,HEGIC,Ethereum,-9.15%,+5.06%,+0.54%,"$69,015,576",69015576,2021-05-13 07:34:23.939186
 Lightning Netwo...,Protocols,-,Bitcoin,-10.46%,-7.73%,+0.32%,"$66,190,323",66190323,2021-05-13 07:34:23.939186
Zookeeper,Yield,ZOO,Wanchain,-11.16%,+28.05%,-11.92%,"$65,470,230",65470230,2021-05-13 07:34:23.939186
xToken,Yield,XTK,Ethereum,-28.15%,-35.18%,+0.86%,"$64,600,167",64600167,2021-05-13 07:34:23.939186
BasketDAO,Indexes,BASK,Ethereum,-4.75%,-17.26%,+0.06%,"$63,899,222",63899222,2021-05-13 07:34:23.939186
SharedStake,Staking,SGT,Ethereum,-6.98%,+14.60%,0%,"$63,560,801",63560801,2021-05-13 07:34:23.939186
FutureSwap,Dexes,-,Ethereum,-4.03%,+4.54%,+0.30%,"$63,089,881",63089881,2021-05-13 07:34:23.939186
ValueDefi,Yield,VALUE,Multi-Chain,-9.48%,-92.67%,+0.46%,"$62,464,507",62464507,2021-05-13 07:34:23.939186
imToken,Assets,imBTC,Ethereum,-41.23%,+3.30%,+0.53%,"$58,164,504",58164504,2021-05-13 07:34:23.939186
Mimo Defi,Lending,MIMO,Ethereum,-6.67%,+9.11%,-0.04%,"$56,806,017",56806017,2021-05-13 07:34:23.939186
Orca,Dexes,-,Solana,-2.41%,-1.98%,0%,"$53,650,843",53650843,2021-05-13 07:34:23.939186
Swipe,Dexes,SXP,Ethereum,-8.47%,-,+0.09%,"$51,655,724",51655724,2021-05-13 07:34:23.939186
Ruler,Lending,RULER,Ethereum,-3.77%,-,+0.08%,"$50,949,996",50949996,2021-05-13 07:34:23.939186
Kyber,Dexes,KNC,Ethereum,-6.69%,+0.37%,+1.13%,"$50,495,934",50495934,2021-05-13 07:34:23.939186
BiFi,Lending,BiFi,Multi-Chain,-9.02%,-4.42%,+1.58%,"$49,892,106",49892106,2021-05-13 07:34:23.939186
88mph,Yield,MPH,Ethereum,+9.02%,+9.00%,+0.22%,"$49,762,335",49762335,2021-05-13 07:34:23.939186
Wasabix,Yield,WASABI,Ethereum,-5.13%,-6.41%,+0.11%,"$43,915,696",43915696,2021-05-13 07:34:23.939186
Opyn,Options,-,Ethereum,-8.00%,+23.34%,0%,"$43,028,209",43028209,2021-05-13 07:34:23.939186
Indexed Finance,Indexes,NDX,Ethereum,-4.03%,+3.11%,+1.01%,"$41,611,278",41611278,2021-05-13 07:34:23.939186
dHEDGE,Protocols,DHT,Ethereum,-4.05%,+10.98%,+0.24%,"$39,368,644",39368644,2021-05-13 07:34:23.939186
Bella Protocol,Yield,BEL,Ethereum,-9.19%,-6.82%,+0.75%,"$37,773,386",37773386,2021-05-13 07:34:23.939186
DerivaDEX,Dexes,DDX,Ethereum,-2.38%,-1.25%,-0.55%,"$37,011,497",37011497,2021-05-13 07:34:23.939186
Gnosis,Dexes,GNO,Ethereum,-5.95%,+7.80%,+0.54%,"$36,350,017",36350017,2021-05-13 07:34:23.939186
Smoothy,Dexes,-,Ethereum,-0.03%,-7.09%,0%,"$35,198,253",35198253,2021-05-13 07:34:23.939186
Enzyme Finance,Yield,MLN,Ethereum,-10.58%,-0.10%,+0.56%,"$35,021,594",35021594,2021-05-13 07:34:23.939186
Serum Swap,Dexes,SRM,Solana,-5.65%,-4.98%,0%,"$34,570,232",34570232,2021-05-13 07:34:23.939186
Ribbon Finance,Options,-,Ethereum,-12.74%,+54.47%,-0.69%,"$33,031,595",33031595,2021-05-13 07:34:23.939186
Swerve,Dexes,SWRV,Ethereum,+0.72%,+6.54%,-0.00%,"$31,525,418",31525418,2021-05-13 07:34:23.939186
WePiggy,Lending,WPC,Ethereum,-8.12%,+5.93%,+0.13%,"$30,113,975",30113975,2021-05-13 07:34:23.939186
PowerPool,Indexes,CVP,Ethereum,-2.36%,+6.10%,+0.09%,"$29,643,087",29643087,2021-05-13 07:34:23.939186
Cryptex,Indexes,CTX,Ethereum,-6.35%,+9.83%,0%,"$29,636,082",29636082,2021-05-13 07:34:23.939186
IDEX,Dexes,IDEX,Ethereum,-7.77%,+3.70%,+0.54%,"$28,572,761",28572761,2021-05-13 07:34:23.939186
 Mushrooms Finan...,Yield,MM,Ethereum,-9.87%,-8.19%,0%,"$27,395,687",27395687,2021-05-13 07:34:23.939186
DeversiFi,Dexes,DVF,Ethereum,-6.05%,+9.66%,+0.27%,"$26,935,072",26935072,2021-05-13 07:34:23.939186
Penguin Finance,Dexes,PEFI,Avalanche,-7.63%,+6.18%,+0.77%,"$22,154,220",22154220,2021-05-13 07:34:23.939186
Unagii,Yield,-,Ethereum,-4.83%,+17.06%,+0.45%,"$22,038,586",22038586,2021-05-13 07:34:23.939186
Mango Markets,Lending,-,Solana,-6.46%,+3.08%,< 0.0001%,"$21,743,206",21743206,2021-05-13 07:34:23.939186
ACoconut,Yield,AC,Multi-Chain,-24.53%,-28.73%,< 0.0001%,"$21,041,279",21041279,2021-05-13 07:34:23.939186
Notional,Lending,-,Ethereum,-4.88%,+5.64%,+0.38%,"$20,898,681",20898681,2021-05-13 07:34:23.939186
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-13 07:34:23.939186
PieDAO,Indexes,DOUGH,Ethereum,-4.72%,+3.31%,+0.67%,"$16,792,598",16792598,2021-05-13 07:34:23.939186
Perlin,Dexes,PERL,Ethereum,-12.82%,-16.89%,+2.71%,"$16,196,413",16196413,2021-05-13 07:34:23.939186
Cometh,Dexes,MUST,Polygon,-10.94%,-,+0.04%,"$15,830,647",15830647,2021-05-13 07:34:23.939186
Erasure,Protocols,NMR,Ethereum,-9.94%,-13.16%,+0.17%,"$15,552,010",15552010,2021-05-13 07:34:23.939186
DefiDollar,Protocols,DFD,Ethereum,-2.70%,+16.25%,+0.06%,"$15,352,067",15352067,2021-05-13 07:34:23.939186
Energiswap,Dexes,NRG,Energi,-1.81%,-7.80%,0%,"$14,096,731",14096731,2021-05-13 07:34:23.939186
DDEX,Dexes,-,Ethereum,-6.80%,+14.73%,+0.60%,"$14,001,080",14001080,2021-05-13 07:34:23.939186
Fuse,Protocols,FUSE,Multi-Chain,-11.28%,-9.17%,+0.18%,"$13,105,435",13105435,2021-05-13 07:34:23.939186
FinNexus,Options,FNX,Multi-Chain,-8.61%,-0.93%,-0.06%,"$12,496,916",12496916,2021-05-13 07:34:23.939186
Honeyswap,Dexes,HNY,xDai,-2.98%,-1.12%,+0.05%,"$11,763,409",11763409,2021-05-13 07:34:23.939186
Allinx,Yield,INX,Binance,-8.81%,-5.92%,+0.45%,"$11,526,198",11526198,2021-05-13 07:34:23.939186
Hakka Finance,Yield,HAKKA,Ethereum,-6.69%,+14.41%,+0.25%,"$10,231,343",10231343,2021-05-13 07:34:23.939186
Wheat Protocol,Yield,WHEAT,Binance,-9.99%,-,+0.04%,"$8,985,888",8985888,2021-05-13 07:34:23.939186
0.exchange,Dexes,ZERO,Multi-Chain,-12.25%,-20.65%,0%,"$8,938,064",8938064,2021-05-13 07:34:23.939186
Governor DAO,Protocols,GDAO,Ethereum,-4.30%,+9.07%,+0.73%,"$8,572,331",8572331,2021-05-13 07:34:23.939186
BondAppetit,Assets,BAG,Ethereum,+1.70%,+7.38%,0%,"$8,554,423",8554423,2021-05-13 07:34:23.939186
ForTube,Lending,FOR,Ethereum,-5.76%,+1.64%,+0.16%,"$7,766,505",7766505,2021-05-13 07:34:23.939186
Oxygen,Lending,OXY,Solana,-6.15%,-1.27%,+0.04%,"$7,764,793",7764793,2021-05-13 07:34:23.939186
Lydia,Dexes,-,Avalanche,-6.53%,+40.91%,-0.05%,"$7,381,262",7381262,2021-05-13 07:34:23.939186
Dev Protocol,Protocols,DEV,Ethereum,-7.12%,-2.43%,-0.13%,"$7,197,153",7197153,2021-05-13 07:34:23.939186
YF Link,Dexes,YFL,Ethereum,+2.41%,-1.11%,0%,"$7,155,730",7155730,2021-05-13 07:34:23.939186
Cover Protocol,Insurance,COVER,Ethereum,-3.66%,-1.35%,< 0.0001%,"$6,845,314",6845314,2021-05-13 07:34:23.939186
Growth DeFi,Yield,GRO,Ethereum,0%,+20.23%,0%,"$6,259,751",6259751,2021-05-13 07:34:23.939186
DEXTF Protocol,Protocols,DEXTF,Ethereum,-13.77%,-15.17%,-3.51%,"$6,222,636",6222636,2021-05-13 07:34:23.939186
Stafi,Staking,FIS,Ethereum,-6.93%,+14.88%,0%,"$5,945,289",5945289,2021-05-13 07:34:23.939186
Auctus,Options,AUC,Ethereum,-1.42%,-18.29%,+0.12%,"$5,594,659",5594659,2021-05-13 07:34:23.939186
SnowSwap,Dexes,SNOW,Ethereum,-5.19%,+10.60%,+0.21%,"$5,196,728",5196728,2021-05-13 07:34:23.939186
Augur,Dexes,REP,Ethereum,-7.10%,+15.48%,+0.35%,"$5,147,889",5147889,2021-05-13 07:34:23.939186
Opium,Insurance,OPIUM,Ethereum,+0.07%,-4.03%,+0.07%,"$4,923,286",4923286,2021-05-13 07:34:23.939186
Swapr,Dexes,-,Multi-Chain,-1.91%,+43.02%,+0.15%,"$4,683,786",4683786,2021-05-13 07:34:23.939186
cVault.finance,Assets,CORE,Ethereum,-9.36%,+1.63%,+0.52%,"$4,629,750",4629750,2021-05-13 07:34:23.939186
CreamSwap,Dexes,CREAM,Ethereum,-6.71%,+7.50%,+0.55%,"$4,550,911",4550911,2021-05-13 07:34:23.939186
zLot,Staking,zLot,Ethereum,-13.32%,+0.35%,-0.35%,"$4,288,481",4288481,2021-05-13 07:34:23.939186
Siren,Options,SI,Ethereum,-7.42%,+7.48%,+0.31%,"$3,959,370",3959370,2021-05-13 07:34:23.939186
Yam Finance,Protocols,YAM,Ethereum,-7.54%,-24.79%,0%,"$3,872,105",3872105,2021-05-13 07:34:23.939186
N3RD Finance,Yield,N3RDz,Ethereum,-7.94%,+13.37%,+0.62%,"$3,792,234",3792234,2021-05-13 07:34:23.939186
Olive Cash,Yield,OLIVE,Multi-Chain,-4.83%,"$3,394,896",-1.87%,"$3,394,896",3394896,2021-05-13 07:34:23.939186
ForceDAO,Yield,-,Ethereum,-9.03%,-44.08%,+0.04%,"$3,225,944",3225944,2021-05-13 07:34:23.939186
BT.Finance,Yield,BT,Ethereum,-4.52%,-5.25%,+0.22%,"$2,912,584",2912584,2021-05-13 07:34:23.939186
XDeFi,Dexes,XDEX,Ethereum,-2.47%,-38.18%,0%,"$2,893,827",2893827,2021-05-13 07:34:23.939186
MCDEX,Dexes,MCB,Ethereum,-7.51%,+15.13%,+0.72%,"$2,851,568",2851568,2021-05-13 07:34:23.939186
Connext,Protocols,-,Ethereum,+28.79%,"$1,958,885",+2.54%,"$1,958,885",1958885,2021-05-13 07:34:23.939186
S Finance,Dexes,SFG,Ethereum,+0.09%,+33.18%,+0.15%,"$1,185,436",1185436,2021-05-13 07:34:23.939186
Strudel Finance,Assets,TRDL,Ethereum,-11.08%,-10.54%,+0.53%,"$1,174,711",1174711,2021-05-13 07:34:23.939186
 Robo-Advisor fo...,Yield,-,Ethereum,-12.30%,+2317%,< 0.0001%,"$1,112,890",1112890,2021-05-13 07:34:23.939186
Jarvis Network,Protocols,JRT,Ethereum,+0.52%,+0.08%,0%,"$1,059,102",1059102,2021-05-13 07:34:23.939186
Primitive,Options,-,Ethereum,-5.39%,+7.16%,+0.12%,"$922,119",922119,2021-05-13 07:34:23.939186
QIAN,Assets,KUN,Ethereum,-11.92%,-7.58%,+0.06%,"$889,912",889912,2021-05-13 07:34:23.939186
Levinswap,Dexes,LEVIN,xDai,+1.42%,-6.60%,+0.03%,"$711,601",711601,2021-05-13 07:34:23.939186
PEAKDEFI,Yield,PEAK,Ethereum,+0.48%,+10.81%,+0.01%,"$708,051",708051,2021-05-13 07:34:23.939186
Dracula,Yield,DRC,Ethereum,-7.24%,-12.88%,+0.20%,"$583,012",583012,2021-05-13 07:34:23.939186
YetiSwap,Dexes,YTS,Avalanche,-3.34%,-25.19%,0%,"$512,616",512616,2021-05-13 07:34:23.939186
Basis Cash,Assets,BAC,Ethereum,+0.30%,+0.30%,0%,"$404,974",404974,2021-05-13 07:34:23.939186
DeFiner,Yield,FIN,Ethereum,-2.11%,-6.27%,+0.23%,"$376,123",376123,2021-05-13 07:34:23.939186
UniTrade,Dexes,TRADE,Ethereum,-10.89%,-6.22%,+0.16%,"$340,151",340151,2021-05-13 07:34:23.939186
CoFiX,Dexes,COFI,Ethereum,-8.36%,+5.57%,+0.36%,"$321,166",321166,2021-05-13 07:34:23.939186
YFII,Dexes,YFII,Ethereum,-1.24%,"$314,064",-4.13%,"$314,064",314064,2021-05-13 07:34:23.939186
SynLev,Protocols,SYN,Ethereum,-6.83%,+15.59%,+0.72%,"$146,009",146009,2021-05-13 07:34:23.939186
Shell Protocol,Dexes,-,Ethereum,< 0.0001%,"$113,656",< 0.0001%,"$113,656",113656,2021-05-13 07:34:23.939186
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-13 07:34:23.939186
