Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Harvest Finance,Yield,FARM,Ethereum,+3.13%,+5.13%,0%,$557.49m,557490000,2021-05-09 07:37:50.228952
Uniswap v3,Dexes,UNI,Ethereum,-,-,+0.02%,$523.99m,523990000,2021-05-09 07:37:50.228952
Unit Protocol,Protocols,DUCK,Ethereum,+0.06%,+10.90%,-0.31%,$513.24m,513240000,2021-05-09 07:37:50.228952
Quickswap,Dexes,QUICK,Polygon,-,-,+0.05%,$511.21m,511210000,2021-05-09 07:37:50.228952
Fei Protocol,Assets,FEI,Ethereum,+5.71%,+18.67%,+0.38%,$507.41m,507410000,2021-05-09 07:37:50.228952
Fantom,Protocols,FTM,Multi-Chain,-4.85%,-26.31%,-0.80%,$461.44m,461440000,2021-05-09 07:37:50.228952
ACryptoS,Yield,ACS,Binance,+0.87%,+9.52%,0%,$434.75m,434750000,2021-05-09 07:37:50.228952
Serum,Dexes,SRM,Solana,-4.06%,+7.34%,+6.02%,$409.82m,409820000,2021-05-09 07:37:50.228952
Integral,Dexes,-,Ethereum,-2.16%,-13.92%,+0.06%,$409.1m,409100000,2021-05-09 07:37:50.228952
KEEP Network,Assets,KEEP,Ethereum,+7.67%,+4.25%,+0.91%,$394.87m,394870000,2021-05-09 07:37:50.228952
DefiChain,Protocols,DFI,DefiChain,+2.83%,+15.89%,-0.35%,$383.12m,383120000,2021-05-09 07:37:50.228952
Wing Finance,Lending,WING,Ontology,+1.41%,+12.52%,+0.15%,$374.85m,374850000,2021-05-09 07:37:50.228952
1inch,Dexes,1INCH,Ethereum,-1.00%,+9.61%,+0.58%,$358.15m,358150000,2021-05-09 07:37:50.228952
CREAM Finance,Lending,CREAM,Ethereum,+2.65%,+8.88%,+0.67%,$351.16m,351160000,2021-05-09 07:37:50.228952
Set Protocol,Indexes,-,Ethereum,+3.83%,+22.53%,+0.10%,$350.89m,350890000,2021-05-09 07:37:50.228952
Pangolin,Dexes,PNG,Avalanche,+1.68%,+24.72%,-0.20%,$347.17m,347170000,2021-05-09 07:37:50.228952
Kava,Lending,KAVA,Multi-Chain,+1.51%,+5.03%,+0.71%,$335.2m,335200000,2021-05-09 07:37:50.228952
Reflexer,Assets,RAI,Ethereum,+8.13%,+4.38%,0%,$334.65m,334650000,2021-05-09 07:37:50.228952
Flamingo Finance,Dexes,FLM,NEO,-0.94%,-,+0.78%,$329.78m,329780000,2021-05-09 07:37:50.228952
Index Coop,Indexes,INDEX,Ethereum,+6.30%,+27.15%,+0.53%,$298.56m,298560000,2021-05-09 07:37:50.228952
dYdX,Dexes,-,Ethereum,+7.80%,+31.54%,+0.33%,$291.36m,291360000,2021-05-09 07:37:50.228952
B.Protocol,Lending,BPRO,Ethereum,+0.36%,+71.00%,+0.69%,$267.07m,267070000,2021-05-09 07:37:50.228952
StakeHound,Staking,-,Ethereum,+8.80%,+32.81%,0%,$248.75m,248750000,2021-05-09 07:37:50.228952
Loopring,Dexes,LRC,Ethereum,+3.05%,+10.47%,+0.48%,$243.71m,243710000,2021-05-09 07:37:50.228952
Sablier Finance,Protocols,-,Ethereum,+1.00%,-5.18%,+1.05%,$236.16m,236160000,2021-05-09 07:37:50.228952
PoolTogether,Protocols,POOL,Ethereum,+1.44%,+4.32%,-0.03%,$216.95m,216950000,2021-05-09 07:37:50.228952
UMA Protocol,Protocols,UMA,Ethereum,+3.62%,+7.78%,+0.41%,$216.67m,216670000,2021-05-09 07:37:50.228952
ZilSwap,Dexes,ZWAP,Zilliqa,-4.41%,-,-0.01%,$210.42m,210420000,2021-05-09 07:37:50.228952
Idle Finance,Yield,IDLE,Ethereum,+3.83%,+20.90%,+0.01%,$200.43m,200430000,2021-05-09 07:37:50.228952
yAxis,Yield,YAX,Ethereum,-1.26%,-9.12%,+0.14%,$185.42m,185420000,2021-05-09 07:37:50.228952
Ankr,Staking,ANKR,Ethereum,+8.83%,+33.69%,0%,$173.4m,173400000,2021-05-09 07:37:50.228952
DODO,Dexes,DODO,Ethereum,+5.69%,+8.69%,+0.19%,$166.64m,166640000,2021-05-09 07:37:50.228952
MANTRA DAO,Protocols,OM,Ethereum,+0.44%,+30.88%,-0.20%,$166.17m,166170000,2021-05-09 07:37:50.228952
Unslashed,Insurance,USF,Ethereum,+11.32%,+35.20%,+0.16%,$160.25m,160250000,2021-05-09 07:37:50.228952
OnX.Finance,Lending,ONX,Ethereum,+1.87%,+20.29%,+0.38%,$145.13m,145130000,2021-05-09 07:37:50.228952
Secret Network,Protocols,SCRT,Secret,+3.03%,+28.86%,+0.55%,$138.16m,138160000,2021-05-09 07:37:50.228952
Secret Bridge,Assets,-,Secret,+3.08%,+28.86%,+0.55%,$138.16m,138160000,2021-05-09 07:37:50.228952
ValueDefi,Yield,VALUE,Multi-Chain,-34.41%,-86.08%,+0.06%,$132.75m,132750000,2021-05-09 07:37:50.228952
Goose Finance,Yield,EGG,Binance,+1.20%,-4.05%,+0.12%,$121.64m,121640000,2021-05-09 07:37:50.228952
Deus,Protocols,DEUS,Multi-Chain,+6.96%,+35.82%,-0.16%,$108.93m,108930000,2021-05-09 07:37:50.228952
Flamincome,Yield,FLAG,Ethereum,+3.05%,+8.29%,+0.02%,$106.92m,106920000,2021-05-09 07:37:50.228952
TrueFi,Lending,TRU,Ethereum,+7.46%,+13.17%,+1.35%,$103.01m,103010000,2021-05-09 07:37:50.228952
StakeWise,Staking,SWISE,Ethereum,+9.49%,+57.63%,0%,"$98,934,684",98934684,2021-05-09 07:37:50.228952
Pickle,Yield,PICKLE,Ethereum,+3.53%,+131%,+0.29%,"$95,247,991",95247991,2021-05-09 07:37:50.228952
xToken,Yield,XTK,Ethereum,+1.95%,+3.97%,+0.22%,"$95,062,619",95062619,2021-05-09 07:37:50.228952
Saddle Finance,Dexes,-,Ethereum,+6.46%,+10.57%,+0.06%,"$93,722,568",93722568,2021-05-09 07:37:50.228952
Metronome,Assets,MET,Ethereum,+7.01%,+27.54%,+0.07%,"$91,527,306",91527306,2021-05-09 07:37:50.228952
Rari Capital,Yield,RGT,Ethereum,+3.11%,+13.90%,+0.11%,"$89,949,301",89949301,2021-05-09 07:37:50.228952
StakeDAO,Yield,SDT,Ethereum,+1.60%,-0.47%,+0.48%,"$88,336,914",88336914,2021-05-09 07:37:50.228952
xDAI Stake,Protocols,STAKE,Ethereum,+0.98%,+6.32%,+0.14%,"$86,133,297",86133297,2021-05-09 07:37:50.228952
BarnBridge,Yield,BOND,Ethereum,+6.41%,"$86,108,202",+9.79%,"$86,108,202",86108202,2021-05-09 07:37:50.228952
SpookySwap,Dexes,BOO,Fantom,+28.39%,-,-0.02%,"$81,388,273",81388273,2021-05-09 07:37:50.228952
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-09 07:37:50.228952
mStable,Protocols,MTA,Ethereum,+3.03%,"$78,467,663",+0.38%,"$78,467,663",78467663,2021-05-09 07:37:50.228952
BoringDAO,Protocols,BOR,Ethereum,+0.38%,+5.34%,-0.10%,"$78,167,831",78167831,2021-05-09 07:37:50.228952
imToken,Assets,imBTC,Ethereum,+8.61%,+10.85%,+0.61%,"$75,249,235",75249235,2021-05-09 07:37:50.228952
dForce,Lending,DF,Multi-Chain,+3.32%,+9.09%,+0.37%,"$74,610,842",74610842,2021-05-09 07:37:50.228952
 Lightning Netwo...,Protocols,-,Bitcoin,+0.99%,+5.59%,-0.06%,"$74,109,558",74109558,2021-05-09 07:37:50.228952
Defi Swap,Dexes,CRO,Ethereum,+3.46%,+13.88%,+0.09%,"$72,632,689",72632689,2021-05-09 07:37:50.228952
Hegic,Options,HEGIC,Ethereum,+7.36%,+21.65%,+0.71%,"$72,011,780",72011780,2021-05-09 07:37:50.228952
BasketDAO,Indexes,BASK,Ethereum,+6.98%,-19.35%,+0.98%,"$69,500,525",69500525,2021-05-09 07:37:50.228952
Hyper Finance,Yield,HYFI,Binance,-0.34%,-0.17%,0%,"$68,932,858",68932858,2021-05-09 07:37:50.228952
WanSwap Dex,Dexes,WASP,Wanchain,+0.40%,+15.87%,+0.41%,"$64,971,600",64971600,2021-05-09 07:37:50.228952
FutureSwap,Dexes,-,Ethereum,+4.99%,+9.81%,+0.18%,"$63,492,594",63492594,2021-05-09 07:37:50.228952
SharedStake,Staking,SGT,Ethereum,+8.86%,+32.26%,+0.06%,"$62,374,857",62374857,2021-05-09 07:37:50.228952
Kyber,Dexes,KNC,Ethereum,-7.80%,+28.82%,+0.43%,"$60,899,167",60899167,2021-05-09 07:37:50.228952
Mimo Defi,Lending,MIMO,Ethereum,+7.82%,+25.49%,+0.28%,"$57,232,885",57232885,2021-05-09 07:37:50.228952
Swipe,Dexes,SXP,Ethereum,+13.15%,+13.01%,+0.17%,"$56,457,017",56457017,2021-05-09 07:37:50.228952
Orca,Dexes,-,Solana,+1.82%,+1.85%,-0.02%,"$55,529,617",55529617,2021-05-09 07:37:50.228952
BiFi,Lending,BiFi,Multi-Chain,+5.86%,+2.95%,-0.12%,"$55,157,529",55157529,2021-05-09 07:37:50.228952
Zookeeper,Yield,ZOO,Wanchain,+5.46%,+14.55%,+5.30%,"$51,393,757",51393757,2021-05-09 07:37:50.228952
Ruler,Lending,RULER,Ethereum,-,-,+0.04%,"$49,372,994",49372994,2021-05-09 07:37:50.228952
88mph,Yield,MPH,Ethereum,-0.55%,+0.29%,+0.29%,"$45,354,990",45354990,2021-05-09 07:37:50.228952
Wasabix,Yield,WASABI,Ethereum,+2.70%,-42.92%,+0.16%,"$45,164,983",45164983,2021-05-09 07:37:50.228952
Opyn,Options,-,Ethereum,+6.08%,+42.87%,-0.13%,"$43,463,856",43463856,2021-05-09 07:37:50.228952
Bella Protocol,Yield,BEL,Ethereum,-0.30%,+6.44%,+0.28%,"$41,256,058",41256058,2021-05-09 07:37:50.228952
Indexed Finance,Indexes,NDX,Ethereum,+0.86%,+9.27%,+0.80%,"$40,497,811",40497811,2021-05-09 07:37:50.228952
DerivaDEX,Dexes,DDX,Ethereum,+0.18%,-1.48%,+0.03%,"$37,609,530",37609530,2021-05-09 07:37:50.228952
dHEDGE,Protocols,DHT,Ethereum,+4.28%,+13.73%,+0.04%,"$37,534,060",37534060,2021-05-09 07:37:50.228952
Gnosis,Dexes,GNO,Ethereum,+8.63%,+25.49%,+0.44%,"$36,850,095",36850095,2021-05-09 07:37:50.228952
Enzyme Finance,Yield,MLN,Ethereum,+3.80%,+12.68%,+0.11%,"$36,440,666",36440666,2021-05-09 07:37:50.228952
Serum Swap,Dexes,SRM,Solana,+1.65%,+8.27%,0%,"$36,276,399",36276399,2021-05-09 07:37:50.228952
Smoothy,Dexes,-,Ethereum,-49.96%,"$36,193,243",+0.75%,"$36,193,243",36193243,2021-05-09 07:37:50.228952
Ribbon Finance,Options,-,Ethereum,+4.60%,+66.43%,+0.09%,"$33,864,111",33864111,2021-05-09 07:37:50.228952
 Mushrooms Finan...,Yield,MM,Ethereum,+2.00%,+42.30%,+0.49%,"$30,895,285",30895285,2021-05-09 07:37:50.228952
Swerve,Dexes,SWRV,Ethereum,+23.75%,"$30,437,604",+1.81%,"$30,437,604",30437604,2021-05-09 07:37:50.228952
WePiggy,Lending,WPC,Ethereum,+3.28%,+15.63%,+0.18%,"$30,151,933",30151933,2021-05-09 07:37:50.228952
ACoconut,Yield,AC,Multi-Chain,-2.78%,+5.44%,+0.02%,"$29,847,771",29847771,2021-05-09 07:37:50.228952
IDEX,Dexes,IDEX,Ethereum,+6.15%,+14.79%,+0.07%,"$29,507,250",29507250,2021-05-09 07:37:50.228952
Cryptex,Indexes,CTX,Ethereum,+5.22%,+13.84%,0%,"$29,266,500",29266500,2021-05-09 07:37:50.228952
PowerPool,Indexes,CVP,Ethereum,+1.90%,+2.84%,+0.08%,"$28,087,585",28087585,2021-05-09 07:37:50.228952
DeversiFi,Dexes,DVF,Ethereum,+5.72%,+24.42%,+0.60%,"$27,738,962",27738962,2021-05-09 07:37:50.228952
Penguin Finance,Dexes,PEFI,Avalanche,+6.25%,+36.73%,-0.15%,"$23,471,791",23471791,2021-05-09 07:37:50.228952
Unagii,Yield,-,Ethereum,+14.28%,+33.45%,+0.06%,"$22,559,843",22559843,2021-05-09 07:37:50.228952
Mango Markets,Lending,-,Solana,+3.92%,+13.11%,-0.11%,"$22,326,795",22326795,2021-05-09 07:37:50.228952
Cometh,Dexes,MUST,Polygon,+11.91%,-12.09%,+1.23%,"$21,278,134",21278134,2021-05-09 07:37:50.228952
Notional,Lending,-,Ethereum,+5.60%,+17.12%,+0.21%,"$21,238,563",21238563,2021-05-09 07:37:50.228952
Perlin,Dexes,PERL,Ethereum,+0.31%,-5.42%,+0.36%,"$18,303,947",18303947,2021-05-09 07:37:50.228952
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-09 07:37:50.228952
Erasure,Protocols,NMR,Ethereum,-5.44%,+0.32%,-0.02%,"$16,956,570",16956570,2021-05-09 07:37:50.228952
PieDAO,Indexes,DOUGH,Ethereum,+2.70%,+2.41%,+0.08%,"$16,628,521",16628521,2021-05-09 07:37:50.228952
Energiswap,Protocols,NRG,Energi,-0.45%,+0.75%,-0.00%,"$15,234,315",15234315,2021-05-09 07:37:50.228952
Fuse,Protocols,FUSE,Multi-Chain,+7.66%,+2.88%,-5.18%,"$14,060,903",14060903,2021-05-09 07:37:50.228952
DDEX,Dexes,-,Ethereum,+12.46%,-,+0.18%,"$14,013,305",14013305,2021-05-09 07:37:50.228952
DefiDollar,Protocols,DFD,Ethereum,-0.42%,+1.02%,0%,"$13,243,830",13243830,2021-05-09 07:37:50.228952
FinNexus,Options,FNX,Multi-Chain,-0.54%,+44.01%,+0.01%,"$12,950,276",12950276,2021-05-09 07:37:50.228952
Allinx,Yield,INX,Binance,+3.23%,+8.71%,+0.28%,"$12,758,576",12758576,2021-05-09 07:37:50.228952
Honeyswap,Dexes,HNY,xDai,-0.25%,-0.87%,-0.01%,"$11,838,908",11838908,2021-05-09 07:37:50.228952
0.exchange,Dexes,ZERO,Multi-Chain,-15.06%,-9.68%,0%,"$11,104,114",11104114,2021-05-09 07:37:50.228952
Hakka Finance,Yield,HAKKA,Ethereum,+10.18%,+30.51%,+0.83%,"$10,084,205",10084205,2021-05-09 07:37:50.228952
Dev Protocol,Protocols,DEV,Ethereum,+13.63%,+83.72%,+2.36%,"$8,609,644",8609644,2021-05-09 07:37:50.228952
YF Link,Dexes,YFL,Ethereum,+5.56%,+13.58%,0%,"$8,098,449",8098449,2021-05-09 07:37:50.228952
Oxygen,Lending,OXY,Solana,+2.79%,+8.62%,+0.10%,"$8,095,999",8095999,2021-05-09 07:37:50.228952
BondAppetit,Assets,BAG,Ethereum,+0.58%,+1.36%,0%,"$8,031,229",8031229,2021-05-09 07:37:50.228952
Governor DAO,Protocols,GDAO,Ethereum,+2.04%,-0.27%,+0.15%,"$7,988,353",7988353,2021-05-09 07:37:50.228952
ForTube,Lending,FOR,Ethereum,-3.14%,+0.04%,+0.09%,"$7,871,440",7871440,2021-05-09 07:37:50.228952
Cover Protocol,Insurance,COVER,Ethereum,< 0.0001%,+9.96%,< 0.0001%,"$7,372,886",7372886,2021-05-09 07:37:50.228952
DEXTF Protocol,Protocols,DEXTF,Ethereum,+4.88%,+22.48%,+0.48%,"$7,342,639",7342639,2021-05-09 07:37:50.228952
Lydia,Dexes,-,Avalanche,+15.02%,+97.18%,+0.66%,"$6,767,116",6767116,2021-05-09 07:37:50.228952
Auctus,Options,AUC,Ethereum,+9.53%,+42.81%,+0.01%,"$6,712,697",6712697,2021-05-09 07:37:50.228952
Stafi,Staking,FIS,Ethereum,+8.80%,+32.95%,0%,"$5,826,219",5826219,2021-05-09 07:37:50.228952
Yam Finance,Protocols,YAM,Ethereum,+5.92%,+4.30%,+0.04%,"$5,542,405",5542405,2021-05-09 07:37:50.228952
ForceDAO,Yield,-,Ethereum,-0.71%,-32.05%,+0.04%,"$5,535,078",5535078,2021-05-09 07:37:50.228952
SnowSwap,Dexes,SNOW,Ethereum,+6.70%,+19.28%,+0.51%,"$5,179,123",5179123,2021-05-09 07:37:50.228952
cVault.finance,Assets,CORE,Ethereum,+10.29%,-81.61%,+0.50%,"$5,132,857",5132857,2021-05-09 07:37:50.228952
Augur,Dexes,REP,Ethereum,+10.93%,+6658%,+0.88%,"$5,069,160",5069160,2021-05-09 07:37:50.228952
zLot,Staking,zLot,Ethereum,+26.05%,+18.13%,-1.39%,"$5,040,688",5040688,2021-05-09 07:37:50.228952
Opium,Insurance,OPIUM,Ethereum,+0.01%,+79.11%,-0.00%,"$4,980,184",4980184,2021-05-09 07:37:50.228952
Growth DeFi,Yield,GRO,Ethereum,+0.28%,-24.67%,0%,"$4,659,834",4659834,2021-05-09 07:37:50.228952
CreamSwap,Dexes,CREAM,Ethereum,+5.53%,+15.77%,-0.52%,"$4,514,107",4514107,2021-05-09 07:37:50.228952
XDeFi,Dexes,XDEX,Ethereum,-5.43%,+28.96%,0%,"$4,401,125",4401125,2021-05-09 07:37:50.228952
Siren,Options,SI,Ethereum,+0.78%,-3.44%,-0.23%,"$4,289,616",4289616,2021-05-09 07:37:50.228952
N3RD Finance,Yield,N3RDz,Ethereum,+14.85%,+37.47%,+0.19%,"$4,104,254",4104254,2021-05-09 07:37:50.228952
Olive Cash,Yield,OLIVE,Multi-Chain,+4.97%,-7.63%,+0.77%,"$3,989,128",3989128,2021-05-09 07:37:50.228952
Swapr,Dexes,-,Multi-Chain,+4.07%,+12.04%,0%,"$3,480,448",3480448,2021-05-09 07:37:50.228952
BT.Finance,Yield,BT,Ethereum,+8.14%,-7.93%,-0.05%,"$2,947,866",2947866,2021-05-09 07:37:50.228952
MCDEX,Dexes,MCB,Ethereum,+11.37%,+34.65%,+0.23%,"$2,821,329",2821329,2021-05-09 07:37:50.228952
Connext,Protocols,-,Ethereum,-0.25%,-0.13%,+0.52%,"$1,521,191",1521191,2021-05-09 07:37:50.228952
Strudel Finance,Assets,TRDL,Ethereum,+0.87%,+2.67%,-0.15%,"$1,345,174",1345174,2021-05-09 07:37:50.228952
Jarvis Network,Protocols,JRT,Ethereum,+0.18%,-0.33%,0%,"$1,059,102",1059102,2021-05-09 07:37:50.228952
QIAN,Assets,KUN,Ethereum,-0.51%,+2.52%,+0.10%,"$1,029,327",1029327,2021-05-09 07:37:50.228952
Primitive,Options,-,Ethereum,+5.97%,+20.14%,+0.08%,"$949,853",949853,2021-05-09 07:37:50.228952
S Finance,Dexes,SFG,Ethereum,+0.63%,+2.06%,< 0.0001%,"$898,326",898326,2021-05-09 07:37:50.228952
Levinswap,Dexes,LEVIN,xDai,-2.96%,+5.48%,< 0.0001%,"$769,402",769402,2021-05-09 07:37:50.228952
PEAKDEFI,Yield,PEAK,Ethereum,+24.16%,"$674,780",+0.21%,"$674,780",674780,2021-05-09 07:37:50.228952
Dracula,Yield,DRC,Ethereum,+3.33%,-13.05%,+0.68%,"$624,303",624303,2021-05-09 07:37:50.228952
YetiSwap,Dexes,YTS,Avalanche,-9.27%,-10.42%,0%,"$585,720",585720,2021-05-09 07:37:50.228952
DeFiner,Yield,FIN,Ethereum,+1.25%,-20.77%,+2.71%,"$416,544",416544,2021-05-09 07:37:50.228952
Basis Cash,Assets,BAC,Ethereum,0%,"$403,782",0%,"$403,782",403782,2021-05-09 07:37:50.228952
UniTrade,Dexes,TRADE,Ethereum,+5.93%,+13.84%,+0.73%,"$346,491",346491,2021-05-09 07:37:50.228952
CoFiX,Dexes,COFI,Ethereum,+7.02%,+20.66%,+0.69%,"$332,628",332628,2021-05-09 07:37:50.228952
YFII,Dexes,YFII,Ethereum,+2.08%,-43.67%,+0.01%,"$327,983",327983,2021-05-09 07:37:50.228952
SynLev,Protocols,SYN,Ethereum,+11.41%,+35.29%,+0.23%,"$144,457",144457,2021-05-09 07:37:50.228952
Shell Protocol,Dexes,-,Ethereum,0%,"$113,656",0%,"$113,656",113656,2021-05-09 07:37:50.228952
 Robo-Advisor fo...,Yield,-,Ethereum,+1.93%,-32.07%,-0.01%,"$30,601",30601,2021-05-09 07:37:50.228952
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-09 07:37:50.228952
