Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Index Coop,Indexes,INDEX,Ethereum,+4.49%,+21.75%,-0.62%,$280.87m,280870000,2021-05-08 07:54:52.617083
dYdX,Dexes,-,Ethereum,+3.11%,+19.65%,-0.14%,$269.91m,269910000,2021-05-08 07:54:52.617083
B.Protocol,Lending,BPRO,Ethereum,+2.34%,+62.88%,-0.10%,$265.82m,265820000,2021-05-08 07:54:52.617083
Loopring,Dexes,LRC,Ethereum,+2.48%,+7.67%,-0.14%,$236.17m,236170000,2021-05-08 07:54:52.617083
Sablier Finance,Protocols,-,Ethereum,-0.51%,-10.23%,+0.40%,$233.81m,233810000,2021-05-08 07:54:52.617083
StakeHound,Staking,-,Ethereum,+4.08%,+25.61%,-0.34%,$227.86m,227860000,2021-05-08 07:54:52.617083
ZilSwap,Dexes,ZWAP,Zilliqa,+1.01%,-,-0.19%,$219.72m,219720000,2021-05-08 07:54:52.617083
PoolTogether,Protocols,POOL,Ethereum,+0.74%,+0.01%,+0.01%,$213.86m,213860000,2021-05-08 07:54:52.617083
UMA Protocol,Protocols,UMA,Ethereum,+2.61%,+2.82%,+0.05%,$209.21m,209210000,2021-05-08 07:54:52.617083
ValueDefi,Yield,VALUE,Multi-Chain,-76.15%,-78.38%,-4.98%,$202.4m,202400000,2021-05-08 07:54:52.617083
Idle Finance,Yield,IDLE,Ethereum,+2.34%,+9.39%,< 0.0001%,$193.03m,193030000,2021-05-08 07:54:52.617083
yAxis,Yield,YAX,Ethereum,-6.71%,-13.04%,-0.16%,$187.78m,187780000,2021-05-08 07:54:52.617083
MANTRA DAO,Protocols,OM,Ethereum,+2.64%,+26.78%,+0.01%,$165.43m,165430000,2021-05-08 07:54:52.617083
Ankr,Staking,ANKR,Ethereum,+4.15%,+26.41%,-0.34%,$158.8m,158800000,2021-05-08 07:54:52.617083
DODO,Dexes,DODO,Ethereum,+1.29%,+10.46%,-0.07%,$157.56m,157560000,2021-05-08 07:54:52.617083
Unslashed,Insurance,USF,Ethereum,+3.57%,+23.34%,-0.22%,$143.96m,143960000,2021-05-08 07:54:52.617083
OnX.Finance,Lending,ONX,Ethereum,+4.54%,+17.32%,+0.12%,$142.47m,142470000,2021-05-08 07:54:52.617083
Secret Network,Protocols,SCRT,Secret,+7.75%,+24.10%,-0.37%,$134.09m,134090000,2021-05-08 07:54:52.617083
Secret Bridge,Assets,-,Secret,+7.70%,+24.04%,-0.42%,$134.03m,134030000,2021-05-08 07:54:52.617083
Goose Finance,Yield,EGG,Binance,+1.34%,-4.20%,+0.05%,$120.19m,120190000,2021-05-08 07:54:52.617083
Flamincome,Yield,FLAG,Ethereum,+2.74%,+4.08%,-0.16%,$103.76m,103760000,2021-05-08 07:54:52.617083
Deus,Protocols,DEUS,Multi-Chain,-1.67%,+23.07%,-0.05%,$101.79m,101790000,2021-05-08 07:54:52.617083
TrueFi,Lending,TRU,Ethereum,+1.18%,+6.56%,-0.46%,"$95,864,290",95864290,2021-05-08 07:54:52.617083
xToken,Yield,XTK,Ethereum,-3.20%,+3.71%,+0.04%,"$93,248,475",93248475,2021-05-08 07:54:52.617083
Pickle,Yield,PICKLE,Ethereum,+3.73%,+127%,-0.43%,"$91,600,262",91600262,2021-05-08 07:54:52.617083
StakeWise,Staking,SWISE,Ethereum,+4.28%,+48.79%,+0.01%,"$90,365,206",90365206,2021-05-08 07:54:52.617083
Rari Capital,Yield,RGT,Ethereum,+3.11%,+13.90%,+0.11%,"$89,949,301",89949301,2021-05-08 07:54:52.617083
Saddle Finance,Dexes,-,Ethereum,+2.81%,+0.57%,-0.13%,"$88,031,798",88031798,2021-05-08 07:54:52.617083
StakeDAO,Yield,SDT,Ethereum,+0.67%,-4.29%,-0.07%,"$86,946,510",86946510,2021-05-08 07:54:52.617083
Metronome,Assets,MET,Ethereum,+1.36%,+21.13%,-0.16%,"$85,529,659",85529659,2021-05-08 07:54:52.617083
xDAI Stake,Protocols,STAKE,Ethereum,+5.41%,+5.29%,-0.02%,"$85,279,521",85279521,2021-05-08 07:54:52.617083
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-08 07:54:52.617083
BarnBridge,Yield,BOND,Ethereum,+1.11%,+4.66%,+0.01%,"$78,442,963",78442963,2021-05-08 07:54:52.617083
mStable,Protocols,MTA,Ethereum,+0.70%,+2.07%,-0.06%,"$78,414,459",78414459,2021-05-08 07:54:52.617083
BoringDAO,Protocols,BOR,Ethereum,+3.49%,+1.60%,+0.47%,"$77,875,085",77875085,2021-05-08 07:54:52.617083
 Lightning Netwo...,Protocols,-,Bitcoin,+4.07%,+2.59%,-0.22%,"$73,383,814",73383814,2021-05-08 07:54:52.617083
dForce,Lending,DF,Multi-Chain,+0.69%,+2.54%,-0.04%,"$72,178,673",72178673,2021-05-08 07:54:52.617083
Defi Swap,Dexes,CRO,Ethereum,+3.52%,+10.25%,-0.12%,"$70,203,490",70203490,2021-05-08 07:54:52.617083
imToken,Assets,imBTC,Ethereum,+8.10%,-0.07%,-0.05%,"$69,248,474",69248474,2021-05-08 07:54:52.617083
Hyper Finance,Yield,HYFI,Binance,+3.66%,-1.86%,0%,"$69,168,389",69168389,2021-05-08 07:54:52.617083
Hegic,Options,HEGIC,Ethereum,+3.65%,+9.72%,-0.10%,"$67,011,910",67011910,2021-05-08 07:54:52.617083
Kyber,Dexes,KNC,Ethereum,-2.26%,+47.77%,+0.14%,"$66,142,598",66142598,2021-05-08 07:54:52.617083
BasketDAO,Indexes,BASK,Ethereum,-0.91%,-32.48%,-0.06%,"$64,967,837",64967837,2021-05-08 07:54:52.617083
WanSwap Dex,Dexes,WASP,Wanchain,+6.91%,+11.84%,-0.42%,"$64,714,224",64714224,2021-05-08 07:54:52.617083
SpookySwap,Dexes,BOO,Fantom,+11.29%,+114%,+1.17%,"$64,358,788",64358788,2021-05-08 07:54:52.617083
FutureSwap,Dexes,-,Ethereum,-0.11%,+5.73%,-0.10%,"$60,476,419",60476419,2021-05-08 07:54:52.617083
SharedStake,Staking,SGT,Ethereum,+3.95%,+24.59%,-0.44%,"$57,043,666",57043666,2021-05-08 07:54:52.617083
Orca,Dexes,-,Solana,-0.65%,+4.31%,+0.01%,"$54,543,577",54543577,2021-05-08 07:54:52.617083
Mimo Defi,Lending,MIMO,Ethereum,+2.97%,+25.59%,-0.19%,"$53,083,574",53083574,2021-05-08 07:54:52.617083
BiFi,Lending,BiFi,Multi-Chain,+7.66%,-5.72%,-0.38%,"$52,102,520",52102520,2021-05-08 07:54:52.617083
Swipe,Dexes,SXP,Ethereum,-1.14%,-1.89%,-0.01%,"$49,896,092",49896092,2021-05-08 07:54:52.617083
Zookeeper,Yield,ZOO,Wanchain,+0.16%,+22.38%,-0.01%,"$48,732,701",48732701,2021-05-08 07:54:52.617083
88mph,Yield,MPH,Ethereum,+2.21%,+0.27%,-0.09%,"$45,563,842",45563842,2021-05-08 07:54:52.617083
Wasabix,Yield,WASABI,Ethereum,-5.18%,-54.07%,-0.04%,"$43,979,087",43979087,2021-05-08 07:54:52.617083
Bella Protocol,Yield,BEL,Ethereum,+1.49%,+3.78%,-0.17%,"$41,381,175",41381175,2021-05-08 07:54:52.617083
Opyn,Options,-,Ethereum,+18.36%,+36.33%,-0.30%,"$40,848,169",40848169,2021-05-08 07:54:52.617083
Indexed Finance,Indexes,NDX,Ethereum,+4.83%,+7.98%,-0.41%,"$40,154,342",40154342,2021-05-08 07:54:52.617083
DerivaDEX,Dexes,DDX,Ethereum,+0.45%,-1.60%,-0.16%,"$37,541,283",37541283,2021-05-08 07:54:52.617083
dHEDGE,Protocols,DHT,Ethereum,+2.54%,+10.05%,-0.14%,"$35,994,028",35994028,2021-05-08 07:54:52.617083
Smoothy,Dexes,-,Ethereum,-2.30%,-52.35%,< 0.0001%,"$35,924,621",35924621,2021-05-08 07:54:52.617083
Serum Swap,Dexes,SRM,Solana,+2.56%,+5.49%,0%,"$35,689,101",35689101,2021-05-08 07:54:52.617083
Enzyme Finance,Yield,MLN,Ethereum,+2.55%,+9.95%,-0.11%,"$35,107,714",35107714,2021-05-08 07:54:52.617083
Gnosis,Dexes,GNO,Ethereum,+1.83%,+120%,-0.15%,"$33,921,301",33921301,2021-05-08 07:54:52.617083
Ribbon Finance,Options,-,Ethereum,+13.89%,+61.52%,-0.28%,"$32,284,819",32284819,2021-05-08 07:54:52.617083
ACoconut,Yield,AC,Multi-Chain,+3.77%,+5.47%,-0.27%,"$30,619,428",30619428,2021-05-08 07:54:52.617083
 Mushrooms Finan...,Yield,MM,Ethereum,+3.00%,+49.71%,-0.14%,"$30,290,504",30290504,2021-05-08 07:54:52.617083
Swerve,Dexes,SWRV,Ethereum,-0.89%,+30.69%,< 0.0001%,"$29,895,281",29895281,2021-05-08 07:54:52.617083
WePiggy,Lending,WPC,Ethereum,+4.63%,+11.73%,-0.15%,"$29,194,527",29194527,2021-05-08 07:54:52.617083
IDEX,Dexes,IDEX,Ethereum,+2.71%,+6.13%,-0.34%,"$27,797,530",27797530,2021-05-08 07:54:52.617083
Cryptex,Indexes,CTX,Ethereum,+3.77%,+9.66%,-0.44%,"$27,691,910",27691910,2021-05-08 07:54:52.617083
PowerPool,Indexes,CVP,Ethereum,+0.54%,+0.64%,-0.17%,"$27,563,144",27563144,2021-05-08 07:54:52.617083
DeversiFi,Dexes,DVF,Ethereum,+20.65%,"$26,238,366",+4.41%,"$26,238,366",26238366,2021-05-08 07:54:52.617083
Penguin Finance,Dexes,PEFI,Avalanche,+2.72%,+53.21%,-0.28%,"$22,029,868",22029868,2021-05-08 07:54:52.617083
Mango Markets,Lending,-,Solana,+2.64%,+8.32%,-0.30%,"$21,419,274",21419274,2021-05-08 07:54:52.617083
Notional,Lending,-,Ethereum,+2.17%,+11.00%,-0.12%,"$20,112,905",20112905,2021-05-08 07:54:52.617083
Unagii,Yield,-,Ethereum,+3.32%,+18.82%,-0.08%,"$19,740,065",19740065,2021-05-08 07:54:52.617083
Cometh,Dexes,MUST,Polygon,-28.02%,"$19,013,695",+11.62%,"$19,013,695",19013695,2021-05-08 07:54:52.617083
Perlin,Dexes,PERL,Ethereum,+0.06%,-9.42%,-0.53%,"$18,247,474",18247474,2021-05-08 07:54:52.617083
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-08 07:54:52.617083
Erasure,Protocols,NMR,Ethereum,+3.18%,+1.89%,-0.01%,"$17,931,144",17931144,2021-05-08 07:54:52.617083
PieDAO,Indexes,DOUGH,Ethereum,+1.87%,-0.66%,-0.25%,"$16,191,018",16191018,2021-05-08 07:54:52.617083
Energiswap,Protocols,NRG,Energi,+1.21%,+7.95%,-0.01%,"$15,303,063",15303063,2021-05-08 07:54:52.617083
DefiDollar,Protocols,DFD,Ethereum,0%,+1.52%,0%,"$13,299,306",13299306,2021-05-08 07:54:52.617083
Fuse,Protocols,FUSE,Multi-Chain,-0.71%,-2.56%,-0.12%,"$13,060,364",13060364,2021-05-08 07:54:52.617083
FinNexus,Options,FNX,Multi-Chain,+0.37%,"$13,021,176",+2.32%,"$13,021,176",13021176,2021-05-08 07:54:52.617083
DDEX,Dexes,-,Ethereum,+3.19%,+18.55%,-0.12%,"$12,460,904",12460904,2021-05-08 07:54:52.617083
0.exchange,Dexes,ZERO,Multi-Chain,-0.47%,+2.12%,-0.04%,"$12,455,486",12455486,2021-05-08 07:54:52.617083
Allinx,Yield,INX,Binance,+3.60%,+2.78%,-0.08%,"$12,359,410",12359410,2021-05-08 07:54:52.617083
Honeyswap,Dexes,HNY,xDai,+4.66%,+1.44%,+0.03%,"$11,873,014",11873014,2021-05-08 07:54:52.617083
Hakka Finance,Yield,HAKKA,Ethereum,+3.31%,+20.86%,-0.12%,"$9,140,911",9140911,2021-05-08 07:54:52.617083
ForTube,Lending,FOR,Ethereum,+4.76%,-2.29%,+0.09%,"$8,126,573",8126573,2021-05-08 07:54:52.617083
BondAppetit,Assets,BAG,Ethereum,+0.04%,-0.49%,0%,"$7,985,120",7985120,2021-05-08 07:54:52.617083
Oxygen,Lending,OXY,Solana,+2.51%,+7.23%,+0.01%,"$7,876,569",7876569,2021-05-08 07:54:52.617083
Governor DAO,Protocols,GDAO,Ethereum,+3.35%,-3.43%,+0.06%,"$7,828,784",7828784,2021-05-08 07:54:52.617083
YF Link,Dexes,YFL,Ethereum,-19.54%,"$7,671,857",+4.01%,"$7,671,857",7671857,2021-05-08 07:54:52.617083
Dev Protocol,Protocols,DEV,Ethereum,+18.20%,+52.20%,+1.45%,"$7,576,848",7576848,2021-05-08 07:54:52.617083
Cover Protocol,Insurance,COVER,Ethereum,< 0.0001%,+9.15%,< 0.0001%,"$7,372,886",7372886,2021-05-08 07:54:52.617083
DEXTF Protocol,Protocols,DEXTF,Ethereum,-11.58%,+21.36%,-0.27%,"$7,001,290",7001290,2021-05-08 07:54:52.617083
Auctus,Options,AUC,Ethereum,-1.81%,+16.20%,-0.03%,"$6,128,468",6128468,2021-05-08 07:54:52.617083
Lydia,Dexes,-,Avalanche,+1.15%,+144%,-1.84%,"$5,774,867",5774867,2021-05-08 07:54:52.617083
ForceDAO,Yield,-,Ethereum,-0.67%,-37.16%,-0.03%,"$5,574,384",5574384,2021-05-08 07:54:52.617083
Stafi,Staking,FIS,Ethereum,+4.13%,+25.72%,-0.34%,"$5,336,916",5336916,2021-05-08 07:54:52.617083
Yam Finance,Protocols,YAM,Ethereum,+2.75%,-5.02%,-0.28%,"$5,217,702",5217702,2021-05-08 07:54:52.617083
Opium,Insurance,OPIUM,Ethereum,-2.93%,+79.12%,-0.00%,"$4,979,921",4979921,2021-05-08 07:54:52.617083
SnowSwap,Dexes,SNOW,Ethereum,+4.92%,+13.99%,-0.07%,"$4,850,706",4850706,2021-05-08 07:54:52.617083
cVault.finance,Assets,CORE,Ethereum,+4.20%,-90.71%,-0.22%,"$4,654,041",4654041,2021-05-08 07:54:52.617083
XDeFi,Dexes,XDEX,Ethereum,-3.18%,+26.53%,0%,"$4,653,647",4653647,2021-05-08 07:54:52.617083
Growth DeFi,Yield,GRO,Ethereum,-9.15%,-23.35%,0%,"$4,646,611",4646611,2021-05-08 07:54:52.617083
Augur,Dexes,REP,Ethereum,+3.56%,+5984%,-0.12%,"$4,564,018",4564018,2021-05-08 07:54:52.617083
CreamSwap,Dexes,CREAM,Ethereum,+3.78%,+11.65%,-0.22%,"$4,277,503",4277503,2021-05-08 07:54:52.617083
Siren,Options,SI,Ethereum,+9.18%,-9.60%,-0.15%,"$4,256,365",4256365,2021-05-08 07:54:52.617083
zLot,Staking,zLot,Ethereum,-0.91%,-9.52%,-0.31%,"$3,986,582",3986582,2021-05-08 07:54:52.617083
Olive Cash,Yield,OLIVE,Multi-Chain,-2.52%,-7.06%,-1.09%,"$3,758,687",3758687,2021-05-08 07:54:52.617083
N3RD Finance,Yield,N3RDz,Ethereum,+10.65%,+4.95%,+6.05%,"$3,573,628",3573628,2021-05-08 07:54:52.617083
Swapr,Dexes,-,Multi-Chain,+1.75%,+9.02%,-0.05%,"$3,342,635",3342635,2021-05-08 07:54:52.617083
BT.Finance,Yield,BT,Ethereum,-1.32%,-14.45%,-0.07%,"$2,726,000",2726000,2021-05-08 07:54:52.617083
MCDEX,Dexes,MCB,Ethereum,+3.49%,+23.13%,-0.12%,"$2,533,201",2533201,2021-05-08 07:54:52.617083
Connext,Protocols,-,Ethereum,+0.42%,-1.32%,+0.19%,"$1,524,928",1524928,2021-05-08 07:54:52.617083
Strudel Finance,Assets,TRDL,Ethereum,+3.58%,-0.45%,-0.05%,"$1,333,618",1333618,2021-05-08 07:54:52.617083
Jarvis Network,Protocols,JRT,Ethereum,-0.17%,-0.51%,-0.02%,"$1,057,251",1057251,2021-05-08 07:54:52.617083
QIAN,Assets,KUN,Ethereum,+10.68%,-4.11%,+0.16%,"$1,034,560",1034560,2021-05-08 07:54:52.617083
Primitive,Options,-,Ethereum,+1.54%,+13.24%,-0.20%,"$896,349",896349,2021-05-08 07:54:52.617083
S Finance,Dexes,SFG,Ethereum,-0.01%,+10.10%,+0.02%,"$892,845",892845,2021-05-08 07:54:52.617083
Levinswap,Dexes,LEVIN,xDai,+6.96%,+7.60%,-0.06%,"$792,359",792359,2021-05-08 07:54:52.617083
PEAKDEFI,Yield,PEAK,Ethereum,+1.43%,+26.18%,-0.02%,"$673,372",673372,2021-05-08 07:54:52.617083
YetiSwap,Dexes,YTS,Avalanche,-4.37%,-14.33%,+0.07%,"$646,014",646014,2021-05-08 07:54:52.617083
Dracula,Yield,DRC,Ethereum,-1.16%,-48.90%,+0.08%,"$604,688",604688,2021-05-08 07:54:52.617083
DeFiner,Yield,FIN,Ethereum,+2.90%,-11.32%,-0.37%,"$411,404",411404,2021-05-08 07:54:52.617083
Basis Cash,Assets,BAC,Ethereum,0%,"$403,782",0%,"$403,782",403782,2021-05-08 07:54:52.617083
UniTrade,Dexes,TRADE,Ethereum,+3.76%,+15.30%,-0.22%,"$326,376",326376,2021-05-08 07:54:52.617083
YFII,Dexes,YFII,Ethereum,+1.35%,-51.09%,-0.18%,"$320,708",320708,2021-05-08 07:54:52.617083
CoFiX,Dexes,COFI,Ethereum,+3.57%,+12.57%,-0.09%,"$310,514",310514,2021-05-08 07:54:52.617083
SynLev,Protocols,SYN,Ethereum,+3.55%,+23.31%,-0.12%,"$129,659",129659,2021-05-08 07:54:52.617083
Shell Protocol,Dexes,-,Ethereum,-0.89%,"$113,656",0%,"$113,656",113656,2021-05-08 07:54:52.617083
 Robo-Advisor fo...,Yield,-,Ethereum,+0.55%,-34.54%,-0.02%,"$30,017",30017,2021-05-08 07:54:52.617083
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-08 07:54:52.617083
