Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
StakeDAO,Yield,SDT,Ethereum,-3.46%,-7.34%,-0.25%,"$80,619,171",80619171,2021-05-15 07:29:46.229527
dForce,Lending,DF,Multi-Chain,+2.26%,+1.02%,-0.19%,"$73,085,100",73085100,2021-05-15 07:29:46.229527
mStable,Protocols,MTA,Ethereum,+0.01%,-8.75%,-0.23%,"$71,677,073",71677073,2021-05-15 07:29:46.229527
BoringDAO,Protocols,BOR,Ethereum,-0.50%,-8.77%,-0.27%,"$70,830,581",70830581,2021-05-15 07:29:46.229527
Defi Swap,Dexes,CRO,Ethereum,+4.25%,+0.10%,-0.36%,"$70,638,418",70638418,2021-05-15 07:29:46.229527
WanSwap Dex,Dexes,WASP,Wanchain,+2.10%,+4.45%,-0.67%,"$68,118,984",68118984,2021-05-15 07:29:46.229527
Hegic,Options,HEGIC,Ethereum,+4.24%,-3.27%,-0.46%,"$65,175,007",65175007,2021-05-15 07:29:46.229527
 Lightning Netwo...,Protocols,-,Bitcoin,+0.34%,-11.65%,-0.51%,"$65,034,871",65034871,2021-05-15 07:29:46.229527
Zookeeper,Yield,ZOO,Wanchain,+1.99%,+32.88%,-1.09%,"$64,758,652",64758652,2021-05-15 07:29:46.229527
SharedStake,Staking,SGT,Ethereum,+5.06%,+12.16%,-0.75%,"$63,981,095",63981095,2021-05-15 07:29:46.229527
BasketDAO,Indexes,BASK,Ethereum,+4.31%,-2.30%,-0.22%,"$63,514,119",63514119,2021-05-15 07:29:46.229527
FutureSwap,Dexes,-,Ethereum,+1.89%,+2.35%,-0.35%,"$62,008,105",62008105,2021-05-15 07:29:46.229527
ValueDefi,Yield,VALUE,Multi-Chain,+1.35%,-67.75%,-0.25%,"$60,071,551",60071551,2021-05-15 07:29:46.229527
xToken,Yield,XTK,Ethereum,+9.58%,-36.53%,+0.46%,"$59,457,465",59457465,2021-05-15 07:29:46.229527
Mimo Defi,Lending,MIMO,Ethereum,+3.74%,+9.77%,-0.61%,"$58,380,094",58380094,2021-05-15 07:29:46.229527
Orca,Dexes,-,Solana,+0.97%,-2.28%,+0.02%,"$53,291,322",53291322,2021-05-15 07:29:46.229527
Kyber,Dexes,KNC,Ethereum,+5.14%,-22.87%,-0.88%,"$51,019,787",51019787,2021-05-15 07:29:46.229527
Swipe,Dexes,SXP,Ethereum,+2.14%,+2.19%,-0.20%,"$50,997,422",50997422,2021-05-15 07:29:46.229527
Ruler,Lending,RULER,Ethereum,+0.94%,-,-0.66%,"$50,234,034",50234034,2021-05-15 07:29:46.229527
88mph,Yield,MPH,Ethereum,+3.77%,+9.96%,-0.02%,"$50,148,088",50148088,2021-05-15 07:29:46.229527
BiFi,Lending,BiFi,Multi-Chain,+5.30%,-8.07%,-0.34%,"$48,078,850",48078850,2021-05-15 07:29:46.229527
Opyn,Options,-,Ethereum,+12.04%,+13.48%,+0.07%,"$46,355,925",46355925,2021-05-15 07:29:46.229527
Wasabix,Yield,WASABI,Ethereum,+1.89%,-1.12%,-0.30%,"$43,502,726",43502726,2021-05-15 07:29:46.229527
Indexed Finance,Indexes,NDX,Ethereum,+7.94%,+5.05%,+0.06%,"$42,374,832",42374832,2021-05-15 07:29:46.229527
dHEDGE,Protocols,DHT,Ethereum,+8.91%,+13.86%,+0.14%,"$41,237,971",41237971,2021-05-15 07:29:46.229527
DerivaDEX,Dexes,DDX,Ethereum,+0.13%,-0.92%,-0.14%,"$37,218,246",37218246,2021-05-15 07:29:46.229527
Gnosis,Dexes,GNO,Ethereum,+5.01%,+6.98%,-0.47%,"$36,456,759",36456759,2021-05-15 07:29:46.229527
Bella Protocol,Yield,BEL,Ethereum,+0.78%,-12.79%,-0.46%,"$36,188,635",36188635,2021-05-15 07:29:46.229527
Serum Swap,Dexes,SRM,Solana,+4.34%,-0.95%,0%,"$35,349,521",35349521,2021-05-15 07:29:46.229527
Enzyme Finance,Yield,MLN,Ethereum,+6.46%,-4.57%,-0.18%,"$33,611,033",33611033,2021-05-15 07:29:46.229527
Smoothy,Dexes,-,Ethereum,-9.15%,-11.14%,-0.08%,"$31,922,679",31922679,2021-05-15 07:29:46.229527
Ribbon Finance,Options,-,Ethereum,-5.89%,-6.04%,-0.50%,"$30,334,722",30334722,2021-05-15 07:29:46.229527
WePiggy,Lending,WPC,Ethereum,+2.19%,+2.04%,-0.86%,"$29,837,625",29837625,2021-05-15 07:29:46.229527
IDEX,Dexes,IDEX,Ethereum,+2.36%,+2.01%,+10.55%,"$28,602,138",28602138,2021-05-15 07:29:46.229527
Swerve,Dexes,SWRV,Ethereum,-2.18%,-5.05%,0%,"$28,385,744",28385744,2021-05-15 07:29:46.229527
DeversiFi,Dexes,DVF,Ethereum,+2.62%,+4.80%,-0.10%,"$27,497,529",27497529,2021-05-15 07:29:46.229527
PowerPool,Indexes,CVP,Ethereum,-0.86%,-1.34%,-0.11%,"$27,239,355",27239355,2021-05-15 07:29:46.229527
Cryptex,Indexes,CTX,Ethereum,+4.76%,-9.27%,-,"$25,123,603",25123603,2021-05-15 07:29:46.229527
 Mushrooms Finan...,Yield,MM,Ethereum,+2.25%,-20.78%,-0.55%,"$24,028,222",24028222,2021-05-15 07:29:46.229527
DefiDollar DAO,Protocols,DFD,Ethereum,+9.93%,+74.93%,-0.21%,"$23,264,444",23264444,2021-05-15 07:29:46.229527
Penguin Finance,Dexes,PEFI,Avalanche,+10.16%,+3.27%,-0.08%,"$22,750,292",22750292,2021-05-15 07:29:46.229527
Unagii,Yield,-,Ethereum,+2.69%,+11.91%,-0.24%,"$22,164,916",22164916,2021-05-15 07:29:46.229527
ViperSwap,Dexes,VIPER,Harmony,-,-,-1.27%,"$21,579,020",21579020,2021-05-15 07:29:46.229527
Mango Markets,Lending,-,Solana,+3.22%,+0.59%,-0.01%,"$21,545,402",21545402,2021-05-15 07:29:46.229527
Notional,Lending,-,Ethereum,+3.11%,+3.56%,-0.41%,"$20,882,834",20882834,2021-05-15 07:29:46.229527
ACoconut,Yield,AC,Multi-Chain,+4.30%,-32.82%,-0.30%,"$20,570,210",20570210,2021-05-15 07:29:46.229527
Gondola Finance,Dexes,GDL,Avalanche,-,-,+0.29%,"$20,208,557",20208557,2021-05-15 07:29:46.229527
Stacker Ventures,Yield,STACK,Ethereum,+2.44%,-,-0.58%,"$18,200,284",18200284,2021-05-15 07:29:46.229527
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-15 07:29:46.229527
PieDAO,Indexes,DOUGH,Ethereum,+4.14%,+1.59%,-0.33%,"$16,544,120",16544120,2021-05-15 07:29:46.229527
Erasure,Protocols,NMR,Ethereum,+1.90%,-8.37%,-0.80%,"$16,484,950",16484950,2021-05-15 07:29:46.229527
Cometh,Dexes,MUST,Polygon,+0.13%,-16.47%,-0.92%,"$15,882,605",15882605,2021-05-15 07:29:46.229527
Perlin,Dexes,PERL,Ethereum,+4.19%,-15.88%,-0.19%,"$15,468,382",15468382,2021-05-15 07:29:46.229527
Fuse,Protocols,FUSE,Multi-Chain,+7.88%,+6.28%,-0.03%,"$13,923,998",13923998,2021-05-15 07:29:46.229527
Energiswap,Dexes,NRG,Energi,+5.65%,-10.80%,0%,"$13,651,370",13651370,2021-05-15 07:29:46.229527
DDEX,Dexes,-,Ethereum,+4.91%,-1.28%,-0.20%,"$12,372,596",12372596,2021-05-15 07:29:46.229527
FinNexus,Options,FNX,Multi-Chain,+1.60%,-5.34%,+0.19%,"$12,327,272",12327272,2021-05-15 07:29:46.229527
Honeyswap,Dexes,HNY,xDai,+2.05%,-0.86%,+0.05%,"$11,770,766",11770766,2021-05-15 07:29:46.229527
Allinx,Yield,INX,Binance,+7.26%,-10.66%,-0.25%,"$11,050,569",11050569,2021-05-15 07:29:46.229527
BondAppetit,Assets,BAG,Ethereum,+22.39%,+33.85%,-0.18%,"$10,688,287",10688287,2021-05-15 07:29:46.229527
0.exchange,Dexes,ZERO,Multi-Chain,-16.14%,"$10,444,599",+16.90%,"$10,444,599",10444599,2021-05-15 07:29:46.229527
Hakka Finance,Yield,HAKKA,Ethereum,+5.26%,+12.48%,+0.07%,"$10,293,878",10293878,2021-05-15 07:29:46.229527
Wheat Protocol,Yield,WHEAT,Binance,+4.10%,-,-0.05%,"$9,763,414",9763414,2021-05-15 07:29:46.229527
Governor DAO,Protocols,GDAO,Ethereum,+4.34%,+9.74%,+0.41%,"$8,614,187",8614187,2021-05-15 07:29:46.229527
Lydia,Dexes,-,Avalanche,+9.02%,+39.86%,-0.37%,"$8,076,861",8076861,2021-05-15 07:29:46.229527
Oxygen,Lending,OXY,Solana,+2.60%,-2.27%,+0.02%,"$7,696,927",7696927,2021-05-15 07:29:46.229527
Dev Protocol,Protocols,DEV,Ethereum,+3.84%,-0.05%,-0.06%,"$7,518,984",7518984,2021-05-15 07:29:46.229527
ForTube,Lending,FOR,Ethereum,+3.29%,-14.94%,-0.39%,"$6,919,655",6919655,2021-05-15 07:29:46.229527
Cover Protocol,Insurance,COVER,Ethereum,-2.00%,-9.55%,< 0.0001%,"$6,668,914",6668914,2021-05-15 07:29:46.229527
DEXTF Protocol,Protocols,DEXTF,Ethereum,-0.15%,-9.84%,-7.26%,"$6,364,492",6364492,2021-05-15 07:29:46.229527
YF Link,Dexes,YFL,Ethereum,-0.98%,-18.56%,-0.02%,"$6,199,848",6199848,2021-05-15 07:29:46.229527
Stafi,Staking,FIS,Ethereum,+5.03%,+12.14%,-0.75%,"$5,984,636",5984636,2021-05-15 07:29:46.229527
Growth DeFi,Yield,GRO,Ethereum,-1.30%,+13.42%,0%,"$5,270,185",5270185,2021-05-15 07:29:46.229527
SnowSwap,Dexes,SNOW,Ethereum,+3.01%,+6.98%,-0.30%,"$5,192,877",5192877,2021-05-15 07:29:46.229527
Augur,Dexes,REP,Ethereum,+5.23%,+12.98%,-0.48%,"$5,162,553",5162553,2021-05-15 07:29:46.229527
Auctus,Options,AUC,Ethereum,-2.50%,-17.63%,-0.29%,"$5,053,246",5053246,2021-05-15 07:29:46.229527
Opium,Insurance,OPIUM,Ethereum,-0.01%,-1.21%,-0.01%,"$4,919,447",4919447,2021-05-15 07:29:46.229527
Swapr,Dexes,-,Multi-Chain,+3.90%,+44.99%,-0.01%,"$4,846,472",4846472,2021-05-15 07:29:46.229527
CreamSwap,Dexes,CREAM,Ethereum,+9.75%,+11.53%,-0.02%,"$4,792,355",4792355,2021-05-15 07:29:46.229527
cVault.finance,Assets,CORE,Ethereum,+2.73%,-4.95%,-0.28%,"$4,433,651",4433651,2021-05-15 07:29:46.229527
zLot,Staking,zLot,Ethereum,+2.58%,+2.91%,-1.08%,"$4,115,458",4115458,2021-05-15 07:29:46.229527
Siren,Options,SI,Ethereum,+4.29%,-8.38%,-0.13%,"$3,921,436",3921436,2021-05-15 07:29:46.229527
Yam Finance,Protocols,YAM,Ethereum,+2.94%,-25.57%,-0.41%,"$3,883,794",3883794,2021-05-15 07:29:46.229527
N3RD Finance,Yield,N3RDz,Ethereum,+5.97%,+0.86%,-0.23%,"$3,414,360",3414360,2021-05-15 07:29:46.229527
ForceDAO,Yield,-,Ethereum,-2.47%,-43.94%,-0.14%,"$3,125,800",3125800,2021-05-15 07:29:46.229527
BT.Finance,Yield,BT,Ethereum,+7.43%,+5.89%,-0.23%,"$2,902,071",2902071,2021-05-15 07:29:46.229527
Connext,Protocols,-,Ethereum,+50.41%,+89.95%,+0.16%,"$2,900,711",2900711,2021-05-15 07:29:46.229527
MCDEX,Dexes,MCB,Ethereum,+6.40%,+13.08%,-0.22%,"$2,884,141",2884141,2021-05-15 07:29:46.229527
XDeFi,Dexes,XDEX,Ethereum,-3.33%,-41.28%,0%,"$2,732,484",2732484,2021-05-15 07:29:46.229527
Olive Cash,Yield,OLIVE,Multi-Chain,-1.68%,-38.00%,+0.41%,"$2,330,245",2330245,2021-05-15 07:29:46.229527
 Robo-Advisor fo...,Yield,-,Ethereum,-0.47%,+4116%,-0.46%,"$1,265,425",1265425,2021-05-15 07:29:46.229527
S Finance,Dexes,SFG,Ethereum,+32.63%,"$1,184,208",+0.04%,"$1,184,208",1184208,2021-05-15 07:29:46.229527
Strudel Finance,Assets,TRDL,Ethereum,+0.67%,-14.76%,-0.41%,"$1,140,158",1140158,2021-05-15 07:29:46.229527
Jarvis Network,Protocols,JRT,Ethereum,-0.21%,-0.06%,+0.13%,"$1,056,860",1056860,2021-05-15 07:29:46.229527
Primitive,Options,-,Ethereum,+8.10%,+5.78%,-0.49%,"$950,044",950044,2021-05-15 07:29:46.229527
QIAN,Assets,KUN,Ethereum,+2.07%,-17.95%,-0.17%,"$847,411",847411,2021-05-15 07:29:46.229527
Levinswap,Dexes,LEVIN,xDai,+0.27%,-11.23%,+0.06%,"$703,348",703348,2021-05-15 07:29:46.229527
PEAKDEFI,Yield,PEAK,Ethereum,-0.48%,+4.48%,-0.14%,"$702,677",702677,2021-05-15 07:29:46.229527
Dracula,Yield,DRC,Ethereum,+3.92%,-3.61%,-0.12%,"$582,383",582383,2021-05-15 07:29:46.229527
UniTrade,Dexes,TRADE,Ethereum,+13.10%,+28.01%,+0.54%,"$417,808",417808,2021-05-15 07:29:46.229527
Basis Cash,Assets,BAC,Ethereum,0%,+0.30%,0%,"$404,974",404974,2021-05-15 07:29:46.229527
YetiSwap,Dexes,YTS,Avalanche,-24.51%,-43.06%,+0.05%,"$367,571",367571,2021-05-15 07:29:46.229527
DeFiner,Yield,FIN,Ethereum,-3.63%,-21.79%,-0.94%,"$326,757",326757,2021-05-15 07:29:46.229527
CoFiX,Dexes,COFI,Ethereum,+3.95%,+2.71%,+0.18%,"$319,240",319240,2021-05-15 07:29:46.229527
YFII,Dexes,YFII,Ethereum,+1.37%,-2.14%,-0.26%,"$313,836",313836,2021-05-15 07:29:46.229527
SynLev,Protocols,SYN,Ethereum,+6.25%,+13.11%,-0.22%,"$147,663",147663,2021-05-15 07:29:46.229527
Shell Protocol,Dexes,-,Ethereum,< 0.0001%,< 0.0001%,< 0.0001%,"$113,656",113656,2021-05-15 07:29:46.229527
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-15 07:29:46.229527
