Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
ZilSwap,Dexes,ZWAP,Zilliqa,+5.42%,+6.65%,+0.55%,$105.13m,105130000,2021-06-07 06:23:24.637030
Abracadabra,Lending,SPELL,Ethereum,+34.13%,-,+66.82%,$103.62m,103620000,2021-06-07 06:23:24.637030
Unslashed,Insurance,USF,Ethereum,+3.61%,+9.41%,-0.87%,$101.53m,101530000,2021-06-07 06:23:24.637030
O3 Swap,Dexes,O3,PolyNetwork,-1.49%,-,< 0.0001%,"$99,539,696",99539696,2021-06-07 06:23:24.637030
MANTRA DAO,Protocols,OM,Ethereum,+3.71%,+12.26%,-0.36%,"$96,817,807",96817807,2021-06-07 06:23:24.637030
Pickle,Yield,PICKLE,Ethereum,+2.53%,+20.09%,-1.08%,"$86,008,910",86008910,2021-06-07 06:23:24.637030
StakeWise,Staking,SWISE,Ethereum,+4.30%,+27.35%,+0.16%,"$80,346,782",80346782,2021-06-07 06:23:24.637030
OnX.Finance,Lending,ONX,Ethereum,+3.85%,+17.80%,-0.81%,"$78,431,100",78431100,2021-06-07 06:23:24.637030
yAxis,Yield,YAX,Ethereum,-1.70%,+7.90%,-0.42%,"$78,267,026",78267026,2021-06-07 06:23:24.637030
Flamincome,Yield,FLAG,Ethereum,+1.41%,+7.04%,-0.86%,"$77,642,247",77642247,2021-06-07 06:23:24.637030
Hard Protocol,Protocols,HARD,Kava,+8.90%,+39.04%,+2.37%,"$70,008,694",70008694,2021-06-07 06:23:24.637030
Metronome,Assets,MET,Ethereum,+4.08%,+20.99%,-0.01%,"$68,485,766",68485766,2021-06-07 06:23:24.637030
1inch,Dexes,1INCH,Ethereum,+0.01%,+14.49%,-0.10%,"$67,784,391",67784391,2021-06-07 06:23:24.637030
dForce,Lending,DF,Multi-Chain,+3.08%,+19.55%,-0.93%,"$66,205,381",66205381,2021-06-07 06:23:24.637030
Secret Bridge,Assets,-,Secret,+2.54%,+2.00%,+1.26%,"$65,255,389",65255389,2021-06-07 06:23:24.637030
WePiggy,Lending,WPC,Multi-Chain,+2.57%,+7.41%,+0.59%,"$64,504,153",64504153,2021-06-07 06:23:24.637030
mStable,Protocols,MTA,Ethereum,+0.83%,+4.55%,+0.40%,"$64,424,503",64424503,2021-06-07 06:23:24.637030
Unicly,Dexes,UNIC,Ethereum,+5.13%,+22.11%,-0.85%,"$59,311,917",59311917,2021-06-07 06:23:24.637030
imToken,Assets,imBTC,Ethereum,+11.25%,+14.98%,-0.85%,"$58,280,982",58280982,2021-06-07 06:23:24.637030
Rari Capital,Yield,RGT,Ethereum,+1.49%,+12.60%,-0.63%,"$55,262,324",55262324,2021-06-07 06:23:24.637030
Sovryn,Dexes,SOV,RSK,+3.62%,+22.13%,-0.53%,"$55,117,424",55117424,2021-06-07 06:23:24.637030
 Lightning Netwo...,Protocols,-,Bitcoin,+2.12%,+10.25%,+0.06%,"$53,040,376",53040376,2021-06-07 06:23:24.637030
Defi Swap,Dexes,CRO,Ethereum,+3.45%,+13.17%,-0.04%,"$52,727,581",52727581,2021-06-07 06:23:24.637030
SpiritSwap,Dexes,SPIRIT,Fantom,+7.16%,+17.83%,+1.18%,"$51,845,673",51845673,2021-06-07 06:23:24.637030
BoringDAO,Protocols,BOR,Ethereum,+0.27%,+8.44%,-0.52%,"$51,677,186",51677186,2021-06-07 06:23:24.637030
SpookySwap,Dexes,BOO,Fantom,+11.78%,+48.93%,+1.07%,"$49,002,677",49002677,2021-06-07 06:23:24.637030
Goose Finance,Yield,EGG,Binance,+0.36%,+6.14%,-0.46%,"$47,911,764",47911764,2021-06-07 06:23:24.637030
Saddle Finance,Dexes,-,Ethereum,+0.76%,+1.02%,-0.16%,"$47,570,749",47570749,2021-06-07 06:23:24.637030
Bao Finance,Yield,BAO,Multi-Chain,-,-,+0.15%,"$47,005,018",47005018,2021-06-07 06:23:24.637030
Hegic,Options,HEGIC,Ethereum,+2.73%,+16.66%,-0.92%,"$45,968,585",45968585,2021-06-07 06:23:24.637030
SharedStake,Staking,SGT,Ethereum,+4.26%,+22.00%,+0.16%,"$44,781,821",44781821,2021-06-07 06:23:24.637030
Zookeeper,Yield,ZOO,Wanchain,0%,"$43,397,935",0%,"$43,397,935",43397935,2021-06-07 06:23:24.637030
StakeDAO,Yield,SDT,Ethereum,+1.13%,-5.51%,+0.01%,"$42,498,012",42498012,2021-06-07 06:23:24.637030
DefiDollar DAO,Protocols,DFD,Ethereum,+1.50%,+20.91%,-0.64%,"$41,811,467",41811467,2021-06-07 06:23:24.637030
WanSwap Dex,Dexes,WASP,Wanchain,+0.58%,+3.77%,-1.06%,"$41,242,175",41242175,2021-06-07 06:23:24.637030
Opyn,Options,-,Ethereum,+2.90%,+36.74%,+0.80%,"$38,867,402",38867402,2021-06-07 06:23:24.637030
Kyber,Dexes,KNC,Ethereum,+3.31%,+14.32%,-1.38%,"$38,609,862",38609862,2021-06-07 06:23:24.637030
88mph,Yield,MPH,Ethereum,+0.96%,+0.99%,-0.45%,"$37,128,531",37128531,2021-06-07 06:23:24.637030
SecretSwap,Dexes,SEFI,Secret,+4.19%,+2.70%,-0.64%,"$36,052,786",36052786,2021-06-07 06:23:24.637030
dHEDGE,Protocols,DHT,Ethereum,+6.61%,+28.77%,-0.38%,"$34,257,189",34257189,2021-06-07 06:23:24.637030
Ribbon Finance,Options,RBN,Ethereum,+1.56%,+34.33%,+0.04%,"$33,835,832",33835832,2021-06-07 06:23:24.637030
DerivaDEX,Dexes,DDX,Ethereum,+0.12%,-1.48%,-0.39%,"$31,277,688",31277688,2021-06-07 06:23:24.637030
Orca,Dexes,-,Solana,-10.08%,-2.92%,-0.60%,"$31,076,439",31076439,2021-06-07 06:23:24.637030
Mimo Defi,Lending,MIMO,Ethereum,+3.50%,+17.73%,+0.10%,"$30,001,327",30001327,2021-06-07 06:23:24.637030
Enzyme Finance,Yield,MLN,Ethereum,+5.50%,+25.87%,-0.11%,"$28,604,272",28604272,2021-06-07 06:23:24.637030
Hyper Finance,Yield,HYFI,Binance,+3.00%,+1.64%,+0.27%,"$27,170,712",27170712,2021-06-07 06:23:24.637030
Bella Protocol,Yield,BEL,Ethereum,+4.46%,+8.53%,-1.25%,"$26,602,339",26602339,2021-06-07 06:23:24.637030
Indexed Finance,Indexes,NDX,Ethereum,+2.61%,+20.27%,-0.97%,"$26,327,894",26327894,2021-06-07 06:23:24.637030
Gnosis,Dexes,GNO,Ethereum,+4.14%,+20.25%,+0.19%,"$25,743,254",25743254,2021-06-07 06:23:24.637030
Ruler,Lending,RULER,Ethereum,+1.93%,-17.43%,< 0.0001%,"$25,510,571",25510571,2021-06-07 06:23:24.637030
MoneyOnChain,Protocols,MOC,RSK,+1.87%,-,+0.10%,"$24,844,082",24844082,2021-06-07 06:23:24.637030
KeeperDAO,Yield,ROOK,Ethereum,-5.58%,-6.23%,-1.77%,"$24,577,558",24577558,2021-06-07 06:23:24.637030
DeversiFi,Dexes,DVF,Ethereum,+2.55%,+3.49%,-0.59%,"$23,283,408",23283408,2021-06-07 06:23:24.637030
Inverse Finance,Lending,INV,Ethereum,-2.23%,-,-0.29%,"$22,838,079",22838079,2021-06-07 06:23:24.637030
 Injective Proto...,Protocols,INJ,Ethereum,+2.90%,-,+1.47%,"$22,589,788",22589788,2021-06-07 06:23:24.637030
ValueDefi,Yield,VALUE,Multi-Chain,-0.18%,-3.61%,-0.16%,"$21,986,989",21986989,2021-06-07 06:23:24.637030
BasketDAO,Indexes,BASK,Ethereum,+6.09%,-15.15%,0%,"$20,833,055",20833055,2021-06-07 06:23:24.637030
Unagii,Yield,-,Ethereum,+2.12%,+14.22%,-0.90%,"$20,322,953",20322953,2021-06-07 06:23:24.637030
Swerve,Dexes,SWRV,Ethereum,-4.80%,-2.38%,0%,"$19,951,877",19951877,2021-06-07 06:23:24.637030
FutureSwap,Dexes,FST,Ethereum,+1.32%,-49.99%,+0.08%,"$18,742,943",18742943,2021-06-07 06:23:24.637030
Honeyswap,Dexes,HNY,xDai,+1.56%,+168%,-0.95%,"$18,658,787",18658787,2021-06-07 06:23:24.637030
Notional,Lending,-,Ethereum,+2.18%,+7.92%,+0.04%,"$18,168,154",18168154,2021-06-07 06:23:24.637030
xToken,Yield,XTK,Ethereum,-0.34%,+15.78%,-0.61%,"$17,825,492",17825492,2021-06-07 06:23:24.637030
PowerPool,Indexes,CVP,Ethereum,-0.59%,+6.29%,-0.26%,"$17,429,301",17429301,2021-06-07 06:23:24.637030
Olympus DAO,Assets,OHM,Ethereum,+4.12%,-,+0.21%,"$17,189,857",17189857,2021-06-07 06:23:24.637030
Mango Markets,Lending,-,Solana,+2.77%,+9.50%,+0.06%,"$17,123,619",17123619,2021-06-07 06:23:24.637030
ViperSwap,Dexes,VIPER,Harmony,+3.37%,-28.20%,+0.02%,"$16,481,683",16481683,2021-06-07 06:23:24.637030
Erasure,Protocols,NMR,Ethereum,+0.57%,-3.30%,+0.16%,"$15,738,451",15738451,2021-06-07 06:23:24.637030
Stacker Ventures,Yield,STACK,Ethereum,+1.86%,+12.55%,0%,"$14,615,234",14615234,2021-06-07 06:23:24.637030
PieDAO,Indexes,DOUGH,Ethereum,+2.40%,+6.58%,-0.12%,"$14,568,144",14568144,2021-06-07 06:23:24.637030
IDEX,Dexes,IDEX,Ethereum,+2.57%,+1.21%,-0.02%,"$13,838,667",13838667,2021-06-07 06:23:24.637030
Impermax Finance,Yield,IMX,Ethereum,+0.44%,-,+13.14%,"$13,624,144",13624144,2021-06-07 06:23:24.637030
Wasabix,Yield,WASABI,Ethereum,+7.45%,+22.64%,+0.07%,"$12,295,866",12295866,2021-06-07 06:23:24.637030
Cryptex,Indexes,CTX,Ethereum,+8.47%,+23.41%,+0.15%,"$11,671,630",11671630,2021-06-07 06:23:24.637030
 Mushrooms Finan...,Yield,MM,Ethereum,+1.48%,+7.07%,-0.72%,"$10,900,278",10900278,2021-06-07 06:23:24.637030
Cometh,Dexes,MUST,Polygon,+1.88%,+27.68%,-1.80%,"$10,214,865",10214865,2021-06-07 06:23:24.637030
Smoothy,Dexes,SMTY,Ethereum,-10.95%,"$9,914,754",-1.58%,"$9,914,754",9914754,2021-06-07 06:23:24.637030
Hakka Finance,Yield,HAKKA,Ethereum,+2.92%,+63.53%,-0.94%,"$9,811,290",9811290,2021-06-07 06:23:24.637030
BondAppetit,Assets,BAG,Ethereum,+0.10%,+0.35%,+2.11%,"$9,649,711",9649711,2021-06-07 06:23:24.637030
Perlin,Dexes,PERL,Ethereum,+34.33%,+46.70%,-1.59%,"$9,289,173",9289173,2021-06-07 06:23:24.637030
Fluity,Protocols,FLTY,Binance,+4.84%,+30.42%,+0.28%,"$9,252,144",9252144,2021-06-07 06:23:24.637030
Energiswap,Dexes,NRG,Energi,-6.89%,-4.00%,-0.58%,"$8,937,291",8937291,2021-06-07 06:23:24.637030
DDEX,Dexes,-,Ethereum,+3.19%,+15.61%,-0.01%,"$8,376,623",8376623,2021-06-07 06:23:24.637030
MochiSwap,Dexes,MOCHI,Multi-Chain,-,+1015%,-2.84%,"$8,286,092",8286092,2021-06-07 06:23:24.637030
Yogi Finance,Dexes,YOGI,Multi-Chain,+2.30%,+47.84%,-1.01%,"$7,988,437",7988437,2021-06-07 06:23:24.637030
YouSwap,Dexes,YOU,Multi-Chain,+2.69%,-0.92%,-1.11%,"$7,731,302",7731302,2021-06-07 06:23:24.637030
Fuse,Protocols,FUSE,Ethereum,+1.11%,+6.34%,-0.59%,"$7,477,767",7477767,2021-06-07 06:23:24.637030
Yieldly,Yield,YLDY,Algorand,+47.22%,-,-0.78%,"$7,371,195",7371195,2021-06-07 06:23:24.637030
Stafi,Staking,FIS,Ethereum,+13.81%,+52.51%,+0.16%,"$7,347,723",7347723,2021-06-07 06:23:24.637030
Nsure,Insurance,NSURE,Ethereum,+6.84%,-,+1.62%,"$7,166,323",7166323,2021-06-07 06:23:24.637030
 SteakBank Finan...,Staking,SBF,Binance,+1.66%,+24.85%,+0.28%,"$6,584,273",6584273,2021-06-07 06:23:24.637030
HyperSwap,Dexes,Token not found,Fantom,-,"$6,534,395",+9.39%,"$6,534,395",6534395,2021-06-07 06:23:24.637030
Swipe,Dexes,SXP,Multi-Chain,-5.48%,-36.43%,+0.04%,"$5,832,925",5832925,2021-06-07 06:23:24.637030
Gondola Finance,Dexes,GDL,Avalanche,+9.37%,-15.90%,+0.49%,"$5,806,343",5806343,2021-06-07 06:23:24.637030
Aquarius,Protocols,AQU,Fantom,+16.89%,+1.79%,+0.38%,"$5,457,250",5457250,2021-06-07 06:23:24.637030
Wheat Protocol,Yield,WHEAT,Binance,-0.29%,+10.81%,+0.35%,"$4,927,399",4927399,2021-06-07 06:23:24.637030
Lydia,Dexes,-,Avalanche,-0.26%,+29.21%,-0.02%,"$4,852,182",4852182,2021-06-07 06:23:24.637030
CVI Finance,Protocols,GOVI,Ethereum,-1.54%,-,-0.29%,"$4,681,974",4681974,2021-06-07 06:23:24.637030
Oxygen,Lending,OXY,Solana,0%,-17.13%,-0.99%,"$4,659,592",4659592,2021-06-07 06:23:24.637030
Governor DAO,Protocols,GDAO,Ethereum,+2.73%,+10.80%,-0.62%,"$4,480,066",4480066,2021-06-07 06:23:24.637030
ACoconut,Yield,AC,Multi-Chain,+0.84%,-54.14%,+0.47%,"$4,316,137",4316137,2021-06-07 06:23:24.637030
CreamSwap,Dexes,CREAM,Ethereum,+3.74%,+31.34%,-0.08%,"$4,012,885",4012885,2021-06-07 06:23:24.637030
Swapr,Dexes,-,Multi-Chain,+1.66%,+11.37%,+0.01%,"$3,906,432",3906432,2021-06-07 06:23:24.637030
DEXTF Protocol,Protocols,DEXTF,Ethereum,+2.53%,+17.63%,+0.25%,"$3,838,071",3838071,2021-06-07 06:23:24.637030
cVault.finance,Assets,CORE,Ethereum,+0.52%,+10.00%,+0.17%,"$3,600,891",3600891,2021-06-07 06:23:24.637030
Augur,Dexes,REP,Ethereum,+4.17%,+21.39%,+0.14%,"$3,592,291",3592291,2021-06-07 06:23:24.637030
zLot,Staking,zLot,Ethereum,-5.48%,+18.03%,-2.10%,"$3,337,511",3337511,2021-06-07 06:23:24.637030
Allinx,Yield,INX,Binance,+0.71%,-6.59%,-1.07%,"$3,297,328",3297328,2021-06-07 06:23:24.637030
Yam Finance,Protocols,YAM,Ethereum,+2.09%,+12.57%,+0.09%,"$3,274,643",3274643,2021-06-07 06:23:24.637030
Cover Protocol,Insurance,COVER,Ethereum,< 0.0001%,-0.01%,0%,"$3,151,185",3151185,2021-06-07 06:23:24.637030
SnowSwap,Dexes,SNOW,Ethereum,-1.94%,+8.72%,+4.36%,"$3,073,247",3073247,2021-06-07 06:23:24.637030
Auctus,Options,AUC,Ethereum,+4.35%,+15.07%,-0.36%,"$2,993,938",2993938,2021-06-07 06:23:24.637030
Jarvis Network,Protocols,JRT,Ethereum,+0.13%,-3.14%,0%,"$2,689,103",2689103,2021-06-07 06:23:24.637030
0.exchange,Dexes,ZERO,Avalanche,+0.83%,+19.00%,-1.00%,"$2,576,810",2576810,2021-06-07 06:23:24.637030
Dev Protocol,Protocols,DEV,Ethereum,+2.43%,+8.49%,-7.66%,"$2,469,611",2469611,2021-06-07 06:23:24.637030
Lien,Options,LIEN,Ethereum,+4.26%,-,+0.16%,"$2,444,656",2444656,2021-06-07 06:23:24.637030
Growth DeFi,Yield,GRO,Ethereum,-5.10%,-6.39%,0%,"$2,094,252",2094252,2021-06-07 06:23:24.637030
YF Link,Dexes,YFL,Ethereum,+0.83%,+2.57%,-0.28%,"$2,060,204",2060204,2021-06-07 06:23:24.637030
MCDEX,Dexes,MCB,Ethereum,+4.25%,+21.99%,+0.16%,"$1,999,942",1999942,2021-06-07 06:23:24.637030
Snowball,Yield,SNOB,Avalanche,-7.11%,-76.47%,-0.66%,"$1,948,543",1948543,2021-06-07 06:23:24.637030
Connext,Protocols,-,Multi-Chain,-3.27%,-22.59%,-1.56%,"$1,827,909",1827909,2021-06-07 06:23:24.637030
Olive Cash,Yield,OLIVE,Avalanche,+1.65%,+3.92%,-1.90%,"$1,639,330",1639330,2021-06-07 06:23:24.637030
N3RD Finance,Yield,N3RDz,Ethereum,+4.70%,+3.00%,-0.85%,"$1,544,564",1544564,2021-06-07 06:23:24.637030
Ram Protocol,Lending,RAM,ThunderCore,+0.17%,-5.75%,-0.00%,"$1,436,667",1436667,2021-06-07 06:23:24.637030
XDeFi,Dexes,XDEX,Ethereum,-5.08%,-15.46%,-0.25%,"$1,327,008",1327008,2021-06-07 06:23:24.637030
Siren,Options,SI,Ethereum,-2.32%,+9.09%,-0.79%,"$1,294,217",1294217,2021-06-07 06:23:24.637030
ForceDAO,Yield,FORCE,Ethereum,+0.03%,-7.41%,-0.59%,"$1,131,578",1131578,2021-06-07 06:23:24.637030
Penguin Finance,Dexes,PEFI,Avalanche,+5.81%,-91.35%,-0.43%,"$996,451",996451,2021-06-07 06:23:24.637030
BT.Finance,Yield,BT,Ethereum,+3.52%,-18.78%,-0.55%,"$946,053",946053,2021-06-07 06:23:24.637030
S Finance,Dexes,SFG,Ethereum,-0.53%,-5.34%,-0.43%,"$913,120",913120,2021-06-07 06:23:24.637030
Strudel Finance,Assets,TRDL,Ethereum,+1.26%,+5.53%,-0.84%,"$848,005",848005,2021-06-07 06:23:24.637030
PEAKDEFI,Yield,PEAK,Ethereum,+0.51%,"$671,465",+0.14%,"$671,465",671465,2021-06-07 06:23:24.637030
FinNexus,Options,FNX,Multi-Chain,+8.57%,-5.59%,+10.99%,"$601,215",601215,2021-06-07 06:23:24.637030
DeFiner,Yield,FIN,Ethereum,+4.74%,+4.68%,+0.15%,"$591,881",591881,2021-06-07 06:23:24.637030
Opium,Insurance,OPIUM,Ethereum,+0.09%,-89.00%,-0.16%,"$511,762",511762,2021-06-07 06:23:24.637030
Primitive,Options,-,Ethereum,+2.05%,+0.77%,-0.14%,"$459,456",459456,2021-06-07 06:23:24.637030
YFII,Dexes,YFII,Ethereum,+1.55%,+3.85%,-0.97%,"$434,641",434641,2021-06-07 06:23:24.637030
