Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Basis Cash,Assets,BAC,Ethereum,0%,"$382,774",0%,"$382,774",382774,2021-06-07 06:23:24.637030
Flashstake,Yield,FLASH,Ethereum,+6.26%,-,-0.99%,"$370,378",370378,2021-06-07 06:23:24.637030
YetiSwap,Dexes,YTS,Avalanche,-2.05%,+7.87%,-1.54%,"$363,956",363956,2021-06-07 06:23:24.637030
Levinswap,Dexes,LEVIN,xDai,+1.81%,-24.54%,0%,"$321,088",321088,2021-06-07 06:23:24.637030
QIAN,Assets,KUN,Ethereum,-0.06%,+0.46%,-0.96%,"$239,942",239942,2021-06-07 06:23:24.637030
UniTrade,Dexes,TRADE,Ethereum,-0.17%,+13.66%,+0.28%,"$208,335",208335,2021-06-07 06:23:24.637030
Dracula,Yield,DRC,Ethereum,+3.55%,+12.51%,-0.63%,"$184,316",184316,2021-06-07 06:23:24.637030
Shell Protocol,Dexes,-,Ethereum,0%,< 0.0001%,0%,"$113,714",113714,2021-06-07 06:23:24.637030
SynLev,Protocols,SYN,Ethereum,+3.62%,+17.58%,-0.87%,"$98,450",98450,2021-06-07 06:23:24.637030
CoFiX,Dexes,COFI,Ethereum,+3.60%,-5.67%,-0.86%,"$37,043",37043,2021-06-07 06:23:24.637030
 Robo-Advisor fo...,Yield,-,Ethereum,+1.67%,+7.49%,-0.29%,"$13,798",13798,2021-06-07 06:23:24.637030
CompliFi,Dexes,COMFI,Ethereum,-100.00%,-,-100.00%,$0,0,2021-06-07 06:23:24.637030
Gambit Protocol,Dexes,GMT,Binance,-100.00%,-,-,$0,0,2021-06-07 06:23:24.637030
Loopring,Dexes,LRC,Ethereum,-,-100.00%,-100.00%,$0,0,2021-06-07 06:23:24.637030
