Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Synthetix,Dexes,SNX,Ethereum,-9.70%,-27.78%,-0.17%,$1.76b,1760000000,2021-05-22 11:28:09.022679
Bancor,Dexes,BNT,Ethereum,-16.58%,-38.77%,-14.31%,$1.37b,1370000000,2021-05-22 11:28:09.022679
Belt Finance,Yield,BELT,Binance,-5.73%,-45.68%,-0.05%,$1.31b,1310000000,2021-05-22 11:28:09.022679
Bunny,Yield,BUNNY,Binance,+2.42%,-77.92%,+6.74%,$1.23b,1230000000,2021-05-22 11:28:09.022679
Lido,Staking,LDO,Multi-Chain,-20.26%,-44.44%,-1.44%,$1.2b,1200000000,2021-05-22 11:28:09.022679
DefiSaver,Protocols,-,Ethereum,-4.58%,-23.33%,+1.84%,$1.15b,1150000000,2021-05-22 11:28:09.022679
hBTC,Assets,hBTC,Ethereum,-11.95%,-28.15%,+2.68%,$1.14b,1140000000,2021-05-22 11:28:09.022679
Alchemix,Yield,ALCX,Ethereum,-6.00%,-33.50%,-0.28%,$1.08b,1080000000,2021-05-22 11:28:09.022679
Autofarm,Yield,AUTO,Multi-Chain,-11.41%,-41.30%,+0.13%,$981.3m,981300000,2021-05-22 11:28:09.022679
Quickswap,Dexes,QUICK,Polygon,+10.25%,+51.03%,+0.66%,$846.66m,846660000,2021-05-22 11:28:09.022679
Flexa,Protocols,AMP,Ethereum,-23.94%,-46.02%,-3.71%,$842.39m,842390000,2021-05-22 11:28:09.022679
Vesper,Yield,VSP,Ethereum,-12.42%,-42.27%,-2.53%,$841.29m,841290000,2021-05-22 11:28:09.022679
Badger DAO,Yield,BADGER,Ethereum,-12.01%,-34.82%,-0.16%,$662.38m,662380000,2021-05-22 11:28:09.022679
Alpha Finance,Yield,ALPHA,Multi-Chain,-4.75%,-,-6.06%,$602.63m,602630000,2021-05-22 11:28:09.022679
RenVM,Assets,REN,Multi-Chain,-15.59%,-28.24%,< 0.0001%,$555.52m,555520000,2021-05-22 11:28:09.022679
Anchor,Lending,ANC,Terra,-11.37%,-30.97%,+4.85%,$538.33m,538330000,2021-05-22 11:28:09.022679
Raydium,Dexes,RAY,Solana,-19.49%,-36.16%,-1.24%,$489.59m,489590000,2021-05-22 11:28:09.022679
Nerve,Dexes,NRV,Binance,+0.96%,-29.46%,+1.44%,$478.77m,478770000,2021-05-22 11:28:09.022679
Tornado Cash,Protocols,-,Ethereum,-21.98%,-45.36%,+1.88%,$392.56m,392560000,2021-05-22 11:28:09.022679
Fei Protocol,Assets,FEI,Ethereum,-8.99%,-26.01%,+0.16%,$378.64m,378640000,2021-05-22 11:28:09.022679
Nexus Mutual,Insurance,NXM,Ethereum,-18.92%,-43.19%,-0.01%,$373.26m,373260000,2021-05-22 11:28:09.022679
Wault,Yield,WEX,Binance,-15.03%,-54.62%,-1.38%,$356.35m,356350000,2021-05-22 11:28:09.022679
Pangolin,Dexes,PNG,Avalanche,+2.96%,-0.51%,-0.18%,$346.77m,346770000,2021-05-22 11:28:09.022679
Unit Protocol,Protocols,DUCK,Ethereum,-21.36%,-41.44%,-2.28%,$345.09m,345090000,2021-05-22 11:28:09.022679
Harvest Finance,Yield,FARM,Ethereum,-16.53%,-35.67%,0%,$330.27m,330270000,2021-05-22 11:28:09.022679
Thorchain,Dexes,RUNE,Binance,-33.08%,-53.30%,+2.51%,$293.79m,293790000,2021-05-22 11:28:09.022679
ACryptoS,Yield,ACS,Binance,-13.68%,-32.08%,-1.94%,$293.21m,293210000,2021-05-22 11:28:09.022679
Depth,Dexes,DEP,Heco,-8.17%,-,+0.45%,$283.82m,283820000,2021-05-22 11:28:09.022679
DefiChain,Protocols,DFI,DefiChain,-11.01%,-30.75%,-0.34%,$246.91m,246910000,2021-05-22 11:28:09.022679
Stacks,Protocols,STX,Stacks,-12.21%,-44.67%,+1.64%,$245.56m,245560000,2021-05-22 11:28:09.022679
Fantom,Protocols,FTM,Multi-Chain,-24.97%,-45.66%,-0.68%,$224.99m,224990000,2021-05-22 11:28:09.022679
Set Protocol,Indexes,-,Ethereum,-19.15%,-43.79%,+0.03%,$224.59m,224590000,2021-05-22 11:28:09.022679
CREAM Finance,Lending,CREAM,Ethereum,-20.61%,-34.37%,+1.97%,$222.58m,222580000,2021-05-22 11:28:09.022679
Convex Finance,Yield,CVX,Ethereum,+34.84%,-,-4.32%,$216.95m,216950000,2021-05-22 11:28:09.022679
Wing Finance,Lending,WING,Ontology,+24.89%,-38.97%,-0.41%,$209.14m,209140000,2021-05-22 11:28:09.022679
KEEP Network,Assets,KEEP,Ethereum,-25.77%,-47.88%,+2.05%,$199.75m,199750000,2021-05-22 11:28:09.022679
Index Coop,Indexes,INDEX,Ethereum,-25.25%,-43.74%,-5.69%,$193.42m,193420000,2021-05-22 11:28:09.022679
Flamingo Finance,Dexes,FLM,NEO,-7.15%,-29.90%,+4.82%,$180.95m,180950000,2021-05-22 11:28:09.022679
PoolTogether,Protocols,POOL,Ethereum,-8.62%,-24.45%,-3.77%,$178.32m,178320000,2021-05-22 11:28:09.022679
Idle Finance,Yield,IDLE,Ethereum,-11.51%,-32.96%,+0.01%,$165.91m,165910000,2021-05-22 11:28:09.022679
dYdX,Dexes,-,Ethereum,-13.77%,-46.65%,+0.07%,$162.98m,162980000,2021-05-22 11:28:09.022679
Loopring,Dexes,LRC,Ethereum,-15.53%,-39.59%,+2.72%,$153.14m,153140000,2021-05-22 11:28:09.022679
bZx,Lending,BZRX,Ethereum,-13.20%,-67.11%,-0.44%,$151.41m,151410000,2021-05-22 11:28:09.022679
Kava,Lending,KAVA,Multi-Chain,-23.40%,-50.51%,+1.32%,$150.6m,150600000,2021-05-22 11:28:09.022679
StakeHound,Staking,-,Ethereum,-17.92%,-42.94%,0%,$147.26m,147260000,2021-05-22 11:28:09.022679
Dfyn Network,Dexes,DFYN,Polygon,-17.27%,+9.52%,-0.67%,$144.38m,144380000,2021-05-22 11:28:09.022679
Serum,Dexes,SRM,Solana,-46.92%,-77.02%,-15.91%,$136.88m,136880000,2021-05-22 11:28:09.022679
DODO,Dexes,DODO,Ethereum,+7.33%,-17.69%,-0.04%,$134.75m,134750000,2021-05-22 11:28:09.022679
xDAI Stake,Protocols,STAKE,Ethereum,-7.36%,+53.35%,-0.09%,$132.7m,132700000,2021-05-22 11:28:09.022679
Sablier Finance,Protocols,-,Ethereum,-10.69%,-33.67%,-0.35%,$131.4m,131400000,2021-05-22 11:28:09.022679
UMA Protocol,Protocols,UMA,Ethereum,-11.46%,-40.35%,+0.01%,$130.05m,130050000,2021-05-22 11:28:09.022679
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-05-22 11:28:09.022679
Ankr,Staking,ANKR,Ethereum,-17.92%,-42.88%,0%,$103.43m,103430000,2021-05-22 11:28:09.022679
Integral,Dexes,-,Ethereum,-20.89%,-70.82%,-0.03%,$102.69m,102690000,2021-05-22 11:28:09.022679
B.Protocol,Lending,BPRO,Ethereum,-41.33%,-59.92%,-0.01%,$102.42m,102420000,2021-05-22 11:28:09.022679
Reflexer,Assets,RAI,Ethereum,-24.52%,-62.30%,0%,$102.41m,102410000,2021-05-22 11:28:09.022679
ZilSwap,Dexes,ZWAP,Zilliqa,-21.07%,-44.39%,+0.45%,$100.23m,100230000,2021-05-22 11:28:09.022679
Pickle,Yield,PICKLE,Ethereum,-1.63%,-1.37%,+0.25%,"$94,569,654",94569654,2021-05-22 11:28:09.022679
TrueFi,Lending,TRU,Ethereum,+7.39%,-11.19%,+0.02%,"$92,806,640",92806640,2021-05-22 11:28:09.022679
Unslashed,Insurance,USF,Ethereum,-18.28%,-43.50%,-1.27%,"$92,042,383",92042383,2021-05-22 11:28:09.022679
Rari Capital,Yield,RGT,Ethereum,+3.11%,+13.90%,+0.11%,"$89,949,301",89949301,2021-05-22 11:28:09.022679
BarnBridge,Yield,BOND,Ethereum,+1.47%,-6.07%,+2.84%,"$85,059,105",85059105,2021-05-22 11:28:09.022679
MANTRA DAO,Protocols,OM,Ethereum,-25.39%,-48.84%,-1.07%,"$82,967,890",82967890,2021-05-22 11:28:09.022679
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-22 11:28:09.022679
OnX.Finance,Lending,ONX,Ethereum,-17.57%,-44.76%,-2.39%,"$76,178,260",76178260,2021-05-22 11:28:09.022679
1inch,Dexes,1INCH,Ethereum,-17.58%,-61.86%,+0.08%,"$75,014,331",75014331,2021-05-22 11:28:09.022679
SolFarm,Yield,Token not found,Solana,-,"$74,130,684",-14.47%,"$74,130,684",74130684,2021-05-22 11:28:09.022679
Flamincome,Yield,FLAG,Ethereum,-10.69%,-26.08%,+1.33%,"$73,219,960",73219960,2021-05-22 11:28:09.022679
SpookySwap,Dexes,BOO,Fantom,-,-,-2.76%,"$72,229,923",72229923,2021-05-22 11:28:09.022679
yAxis,Yield,YAX,Ethereum,-9.10%,-53.82%,+0.05%,"$72,133,813",72133813,2021-05-22 11:28:09.022679
KeeperDAO,Yield,ROOK,Ethereum,-18.07%,-58.95%,+1.77%,"$68,298,860",68298860,2021-05-22 11:28:09.022679
Goose Finance,Yield,EGG,Binance,-16.42%,-40.71%,-1.83%,"$65,364,073",65364073,2021-05-22 11:28:09.022679
Secret Network,Protocols,SCRT,Secret,-22.25%,-49.11%,-4.20%,"$63,215,166",63215166,2021-05-22 11:28:09.022679
Secret Bridge,Assets,-,Secret,-22.25%,-49.11%,-4.20%,"$63,215,166",63215166,2021-05-22 11:28:09.022679
mStable,Protocols,MTA,Ethereum,-4.52%,-14.29%,< 0.0001%,"$61,682,311",61682311,2021-05-22 11:28:09.022679
StakeWise,Staking,SWISE,Ethereum,-17.67%,-41.36%,0%,"$61,298,703",61298703,2021-05-22 11:28:09.022679
Metronome,Assets,MET,Ethereum,-19.04%,-40.77%,-3.41%,"$56,352,983",56352983,2021-05-22 11:28:09.022679
SpiritSwap,Dexes,SPIRIT,Fantom,-28.02%,-46.58%,-0.49%,"$53,209,715",53209715,2021-05-22 11:28:09.022679
imToken,Assets,imBTC,Ethereum,-19.65%,-34.40%,-2.95%,"$53,164,747",53164747,2021-05-22 11:28:09.022679
dForce,Lending,DF,Multi-Chain,-8.99%,-28.25%,+1.56%,"$52,636,346",52636346,2021-05-22 11:28:09.022679
Saddle Finance,Dexes,-,Ethereum,-6.45%,-35.29%,-0.50%,"$52,131,860",52131860,2021-05-22 11:28:09.022679
BoringDAO,Protocols,BOR,Ethereum,-12.04%,-29.57%,-0.66%,"$49,817,446",49817446,2021-05-22 11:28:09.022679
Defi Swap,Dexes,CRO,Ethereum,-11.18%,-32.07%,-2.62%,"$47,670,463",47670463,2021-05-22 11:28:09.022679
 Lightning Netwo...,Protocols,-,Bitcoin,-11.09%,-27.23%,0%,"$47,484,824",47484824,2021-05-22 11:28:09.022679
StakeDAO,Yield,SDT,Ethereum,-9.82%,-42.02%,< 0.0001%,"$46,697,323",46697323,2021-05-22 11:28:09.022679
FutureSwap,Dexes,FST,Ethereum,-10.58%,-32.56%,-2.43%,"$41,665,082",41665082,2021-05-22 11:28:09.022679
Hyper Finance,Yield,HYFI,Binance,-21.50%,-63.23%,+0.18%,"$41,069,692",41069692,2021-05-22 11:28:09.022679
WanSwap Dex,Dexes,WASP,Wanchain,-9.76%,-39.82%,+0.64%,"$40,822,178",40822178,2021-05-22 11:28:09.022679
Orca,Dexes,-,Solana,-9.40%,-23.48%,+2.39%,"$40,808,092",40808092,2021-05-22 11:28:09.022679
Hegic,Options,HEGIC,Ethereum,-16.65%,-38.82%,+2.17%,"$40,221,452",40221452,2021-05-22 11:28:09.022679
Zookeeper,Yield,ZOO,Wanchain,-11.42%,-37.94%,+0.07%,"$40,158,394",40158394,2021-05-22 11:28:09.022679
Ruler,Lending,RULER,Ethereum,-7.90%,-26.76%,< 0.0001%,"$37,075,247",37075247,2021-05-22 11:28:09.022679
SharedStake,Staking,SGT,Ethereum,-17.92%,-43.05%,0%,"$36,817,917",36817917,2021-05-22 11:28:09.022679
SecretSwap,Dexes,SEFI,Secret,-11.67%,-,-2.28%,"$36,245,886",36245886,2021-05-22 11:28:09.022679
88mph,Yield,MPH,Ethereum,-10.81%,-26.81%,+1.65%,"$35,978,354",35978354,2021-05-22 11:28:09.022679
Kyber,Dexes,KNC,Ethereum,-9.27%,-28.88%,-0.48%,"$35,362,422",35362422,2021-05-22 11:28:09.022679
Mimo Defi,Lending,MIMO,Ethereum,-18.08%,-41.45%,0%,"$34,549,211",34549211,2021-05-22 11:28:09.022679
DerivaDEX,Dexes,DDX,Ethereum,+1.10%,-7.99%,< 0.0001%,"$34,308,973",34308973,2021-05-22 11:28:09.022679
ValueDefi,Yield,VALUE,Multi-Chain,-5.83%,-44.70%,-0.28%,"$33,269,296",33269296,2021-05-22 11:28:09.022679
xToken,Yield,XTK,Ethereum,-25.32%,-44.67%,-1.52%,"$32,130,583",32130583,2021-05-22 11:28:09.022679
Swipe,Dexes,SXP,Ethereum,-9.37%,-35.21%,-0.29%,"$32,019,781",32019781,2021-05-22 11:28:09.022679
Smoothy,Dexes,SMTY,Ethereum,-3.78%,"$30,739,945",+0.01%,"$30,739,945",30739945,2021-05-22 11:28:09.022679
BasketDAO,Indexes,BASK,Ethereum,-18.85%,-52.19%,0%,"$30,078,259",30078259,2021-05-22 11:28:09.022679
DefiDollar DAO,Protocols,DFD,Ethereum,+7.02%,+28.10%,-0.31%,"$29,645,088",29645088,2021-05-22 11:28:09.022679
Opyn,Options,-,Ethereum,-19.72%,-37.98%,0%,"$28,903,227",28903227,2021-05-22 11:28:09.022679
BiFi,Lending,BiFi,Multi-Chain,-16.19%,-40.22%,+0.04%,"$28,853,117",28853117,2021-05-22 11:28:09.022679
Enzyme Finance,Yield,MLN,Ethereum,-0.17%,-17.73%,-0.90%,"$27,309,338",27309338,2021-05-22 11:28:09.022679
Serum Swap,Dexes,SRM,Solana,-11.02%,-24.03%,0%,"$27,005,730",27005730,2021-05-22 11:28:09.022679
dHEDGE,Protocols,DHT,Ethereum,-18.23%,-34.80%,-0.37%,"$26,378,504",26378504,2021-05-22 11:28:09.022679
Bella Protocol,Yield,BEL,Ethereum,-12.08%,-28.91%,-0.93%,"$25,760,849",25760849,2021-05-22 11:28:09.022679
DeversiFi,Dexes,DVF,Ethereum,-17.28%,-15.89%,+0.86%,"$23,135,286",23135286,2021-05-22 11:28:09.022679
Indexed Finance,Indexes,NDX,Ethereum,-,-45.38%,+230556%,"$22,440,586",22440586,2021-05-22 11:28:09.022679
Gnosis,Dexes,GNO,Ethereum,-15.89%,-39.97%,< 0.0001%,"$21,692,262",21692262,2021-05-22 11:28:09.022679
Swerve,Dexes,SWRV,Ethereum,-24.76%,"$21,356,362",-2.25%,"$21,356,362",21356362,2021-05-22 11:28:09.022679
Ribbon Finance,Options,-,Ethereum,-15.44%,-33.90%,0%,"$20,173,470",20173470,2021-05-22 11:28:09.022679
WePiggy,Lending,WPC,Ethereum,-24.92%,-34.26%,+1.70%,"$19,763,898",19763898,2021-05-22 11:28:09.022679
PowerPool,Indexes,CVP,Ethereum,-29.50%,"$19,149,126",-18.38%,"$19,149,126",19149126,2021-05-22 11:28:09.022679
ViperSwap,Dexes,VIPER,Harmony,-23.64%,-11.75%,-0.52%,"$18,519,844",18519844,2021-05-22 11:28:09.022679
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-22 11:28:09.022679
Unagii,Yield,-,Ethereum,-10.29%,-23.26%,-0.69%,"$16,969,196",16969196,2021-05-22 11:28:09.022679
 Mushrooms Finan...,Yield,MM,Ethereum,-12.43%,-31.52%,-2.32%,"$16,389,053",16389053,2021-05-22 11:28:09.022679
IDEX,Dexes,IDEX,Ethereum,-24.40%,-45.31%,-3.02%,"$15,616,570",15616570,2021-05-22 11:28:09.022679
Notional,Lending,-,Ethereum,-9.04%,-24.98%,-2.51%,"$15,595,415",15595415,2021-05-22 11:28:09.022679
Mango Markets,Lending,-,Solana,-11.00%,-28.45%,+1.57%,"$15,473,557",15473557,2021-05-22 11:28:09.022679
PieDAO,Indexes,DOUGH,Ethereum,-16.02%,-6.01%,-0.63%,"$15,319,790",15319790,2021-05-22 11:28:09.022679
Penguin Finance,Dexes,PEFI,Avalanche,-23.45%,-32.82%,+1.60%,"$14,783,220",14783220,2021-05-22 11:28:09.022679
Gondola Finance,Dexes,GDL,Avalanche,-10.95%,-30.42%,+0.60%,"$14,095,231",14095231,2021-05-22 11:28:09.022679
HyperSwap,Dexes,Token not found,Fantom,-64.40%,"$13,289,431",-17.25%,"$13,289,431",13289431,2021-05-22 11:28:09.022679
Erasure,Protocols,NMR,Ethereum,-12.96%,-27.84%,0%,"$11,885,459",11885459,2021-05-22 11:28:09.022679
Stacker Ventures,Yield,STACK,Ethereum,-11.01%,-35.17%,0%,"$11,722,767",11722767,2021-05-22 11:28:09.022679
ACoconut,Yield,AC,Multi-Chain,-18.44%,-49.65%,-1.03%,"$10,290,527",10290527,2021-05-22 11:28:09.022679
Wasabix,Yield,WASABI,Ethereum,-26.76%,-76.85%,+0.63%,"$10,007,366",10007366,2021-05-22 11:28:09.022679
BondAppetit,Assets,BAG,Ethereum,-0.72%,+39.26%,+0.82%,"$9,787,906",9787906,2021-05-22 11:28:09.022679
Cryptex,Indexes,CTX,Ethereum,-18.70%,-62.99%,0%,"$9,393,948",9393948,2021-05-22 11:28:09.022679
Energiswap,Dexes,NRG,Energi,-8.04%,-32.44%,-0.98%,"$9,170,238",9170238,2021-05-22 11:28:09.022679
Honeyswap,Dexes,HNY,xDai,-9.88%,-30.38%,-0.71%,"$8,182,773",8182773,2021-05-22 11:28:09.022679
Cometh,Dexes,MUST,Polygon,-19.33%,-48.06%,-0.64%,"$8,094,294",8094294,2021-05-22 11:28:09.022679
DDEX,Dexes,-,Ethereum,-13.53%,-35.02%,-4.00%,"$8,002,558",8002558,2021-05-22 11:28:09.022679
Perlin,Dexes,PERL,Ethereum,-19.01%,-49.97%,0%,"$7,628,840",7628840,2021-05-22 11:28:09.022679
Fuse,Protocols,FUSE,Multi-Chain,-19.11%,-48.91%,+0.70%,"$7,031,435",7031435,2021-05-22 11:28:09.022679
Allinx,Yield,INX,Binance,-18.43%,-44.56%,+1.57%,"$6,160,072",6160072,2021-05-22 11:28:09.022679
Oxygen,Lending,OXY,Solana,-10.06%,-24.33%,+2.15%,"$5,809,691",5809691,2021-05-22 11:28:09.022679
Hakka Finance,Yield,HAKKA,Ethereum,-18.76%,-43.94%,+1.93%,"$5,783,997",5783997,2021-05-22 11:28:09.022679
Cover Protocol,Insurance,COVER,Ethereum,-0.84%,-22.11%,0%,"$5,194,164",5194164,2021-05-22 11:28:09.022679
Wheat Protocol,Yield,WHEAT,Binance,-20.76%,-49.27%,+6.68%,"$4,938,796",4938796,2021-05-22 11:28:09.022679
Opium,Insurance,OPIUM,Ethereum,+0.05%,-1.39%,+0.01%,"$4,851,988",4851988,2021-05-22 11:28:09.022679
Lydia,Dexes,-,Avalanche,-24.50%,-48.80%,+0.16%,"$4,126,868",4126868,2021-05-22 11:28:09.022679
Governor DAO,Protocols,GDAO,Ethereum,-21.31%,-52.96%,-2.73%,"$4,069,734",4069734,2021-05-22 11:28:09.022679
Yogi Finance,Dexes,YOGI,MultiChain,-,-,+0.02%,"$3,954,122",3954122,2021-05-22 11:28:09.022679
ForTube,Lending,FOR,Ethereum,-23.17%,-44.90%,-2.10%,"$3,782,050",3782050,2021-05-22 11:28:09.022679
Swapr,Dexes,-,Multi-Chain,-7.80%,-22.03%,-0.60%,"$3,777,940",3777940,2021-05-22 11:28:09.022679
Dev Protocol,Protocols,DEV,Ethereum,-22.11%,-45.61%,-5.37%,"$3,739,646",3739646,2021-05-22 11:28:09.022679
0.exchange,Dexes,ZERO,Multi-Chain,-10.78%,-65.19%,+1.04%,"$3,503,536",3503536,2021-05-22 11:28:09.022679
Stafi,Staking,FIS,Ethereum,-17.92%,-42.18%,0%,"$3,496,169",3496169,2021-05-22 11:28:09.022679
Growth DeFi,Yield,GRO,Ethereum,-13.04%,-43.05%,0%,"$3,441,523",3441523,2021-05-22 11:28:09.022679
CreamSwap,Dexes,CREAM,Ethereum,-1.00%,-26.31%,-1.39%,"$3,388,649",3388649,2021-05-22 11:28:09.022679
DEXTF Protocol,Protocols,DEXTF,Ethereum,-29.34%,-50.64%,-3.22%,"$3,281,968",3281968,2021-05-22 11:28:09.022679
cVault.finance,Assets,CORE,Ethereum,-13.10%,-28.10%,-2.17%,"$3,277,133",3277133,2021-05-22 11:28:09.022679
YF Link,Dexes,YFL,Ethereum,-3.70%,-47.09%,0%,"$3,256,900",3256900,2021-05-22 11:28:09.022679
SnowSwap,Dexes,SNOW,Ethereum,-12.16%,-40.32%,+1.71%,"$3,114,750",3114750,2021-05-22 11:28:09.022679
XDeFi,Dexes,XDEX,Ethereum,+10.14%,+9.35%,0%,"$2,988,422",2988422,2021-05-22 11:28:09.022679
Augur,Dexes,REP,Ethereum,-18.84%,-42.87%,0%,"$2,967,108",2967108,2021-05-22 11:28:09.022679
Siren,Options,SI,Ethereum,-6.62%,-25.08%,-0.21%,"$2,959,051",2959051,2021-05-22 11:28:09.022679
Auctus,Options,AUC,Ethereum,-13.47%,-39.52%,< 0.0001%,"$2,934,094",2934094,2021-05-22 11:28:09.022679
Yam Finance,Protocols,YAM,Ethereum,-9.76%,-27.42%,0%,"$2,839,223",2839223,2021-05-22 11:28:09.022679
Jarvis Network,Protocols,JRT,Ethereum,+17.89%,+157%,0%,"$2,719,157",2719157,2021-05-22 11:28:09.022679
Connext,Protocols,-,Ethereum,-6.88%,-6.92%,-0.52%,"$2,652,389",2652389,2021-05-22 11:28:09.022679
Olive Cash,Yield,OLIVE,Multi-Chain,-13.34%,+12.71%,+5.23%,"$2,584,277",2584277,2021-05-22 11:28:09.022679
zLot,Staking,zLot,Ethereum,-24.48%,-41.32%,+1.52%,"$2,378,020",2378020,2021-05-22 11:28:09.022679
ForceDAO,Yield,FORCE,Ethereum,-35.64%,"$2,018,721",-4.16%,"$2,018,721",2018721,2021-05-22 11:28:09.022679
N3RD Finance,Yield,N3RDz,Ethereum,-19.78%,-46.70%,-2.42%,"$1,795,666",1795666,2021-05-22 11:28:09.022679
MCDEX,Dexes,MCB,Ethereum,-17.14%,-42.68%,-5.52%,"$1,642,885",1642885,2021-05-22 11:28:09.022679
BT.Finance,Yield,BT,Ethereum,-13.80%,-51.28%,-1.48%,"$1,398,803",1398803,2021-05-22 11:28:09.022679
Ram Protocol,Lending,RAM,ThunderCore,-,-,+0.39%,"$1,369,990",1369990,2021-05-22 11:28:09.022679
S Finance,Dexes,SFG,Ethereum,-0.17%,-19.15%,0%,"$958,796",958796,2021-05-22 11:28:09.022679
Strudel Finance,Assets,TRDL,Ethereum,-11.74%,-28.52%,-0.57%,"$813,205",813205,2021-05-22 11:28:09.022679
FinNexus,Options,FNX,Multi-Chain,-28.54%,-93.97%,0%,"$756,013",756013,2021-05-22 11:28:09.022679
PEAKDEFI,Yield,PEAK,Ethereum,-0.10%,-5.40%,-0.01%,"$665,461",665461,2021-05-22 11:28:09.022679
DeFiner,Yield,FIN,Ethereum,-13.66%,+62.24%,0%,"$546,443",546443,2021-05-22 11:28:09.022679
Levinswap,Dexes,LEVIN,xDai,-2.45%,-29.28%,-0.00%,"$486,122",486122,2021-05-22 11:28:09.022679
Primitive,Options,-,Ethereum,-19.37%,-50.54%,0%,"$472,773",472773,2021-05-22 11:28:09.022679
Basis Cash,Assets,BAC,Ethereum,0%,"$404,974",0%,"$404,974",404974,2021-05-22 11:28:09.022679
Dracula,Yield,DRC,Ethereum,-14.53%,-35.77%,+1.73%,"$376,650",376650,2021-05-22 11:28:09.022679
QIAN,Assets,KUN,Ethereum,-7.38%,-63.41%,-0.11%,"$317,150",317150,2021-05-22 11:28:09.022679
YetiSwap,Dexes,YTS,Avalanche,-10.94%,-40.79%,+3.26%,"$299,550",299550,2021-05-22 11:28:09.022679
YFII,Dexes,YFII,Ethereum,-5.61%,-16.05%,+1.15%,"$263,929",263929,2021-05-22 11:28:09.022679
UniTrade,Dexes,TRADE,Ethereum,-15.17%,-42.61%,0%,"$228,999",228999,2021-05-22 11:28:09.022679
Shell Protocol,Dexes,-,Ethereum,+0.01%,+0.02%,< 0.0001%,"$113,681",113681,2021-05-22 11:28:09.022679
CoFiX,Dexes,COFI,Ethereum,-64.00%,-73.37%,+1.88%,"$85,273",85273,2021-05-22 11:28:09.022679
SynLev,Protocols,SYN,Ethereum,-18.52%,-43.64%,-1.27%,"$82,713",82713,2021-05-22 11:28:09.022679
 Robo-Advisor fo...,Yield,-,Ethereum,-3.64%,-98.35%,< 0.0001%,"$20,991",20991,2021-05-22 11:28:09.022679
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-22 11:28:09.022679
