Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Wault,Yield,WEX,Binance,-6.69%,-,+0.39%,$1.01b,1010000000,2021-05-11 06:48:13.403452
Nerve,Dexes,NRV,Binance,-2.34%,+16.26%,-0.23%,$937.4m,937400000,2021-05-11 06:48:13.403452
Raydium,Dexes,RAY,Solana,-6.42%,-11.49%,0%,$846.66m,846660000,2021-05-11 06:48:13.403452
RenVM,Assets,REN,Multi-Chain,-5.64%,-6.59%,+0.03%,$819.24m,819240000,2021-05-11 06:48:13.403452
Tornado Cash,Protocols,-,Ethereum,+2.19%,+24.52%,0%,$737.42m,737420000,2021-05-11 06:48:13.403452
Anchor,Lending,ANC,Terra,-6.00%,-4.43%,+0.06%,$725.11m,725110000,2021-05-11 06:48:13.403452
Nexus Mutual,Insurance,NXM,Ethereum,+3.31%,+18.40%,0%,$655.31m,655310000,2021-05-11 06:48:13.403452
Thorchain,Dexes,RUNE,Binance,-3.55%,-4.85%,+0.22%,$629.27m,629270000,2021-05-11 06:48:13.403452
KeeperDAO,Yield,ROOK,Ethereum,+1.45%,+8.63%,+0.15%,$601.2m,601200000,2021-05-11 06:48:13.403452
Serum,Dexes,SRM,Solana,-,-,+45.77%,$597.37m,597370000,2021-05-11 06:48:13.403452
Uniswap v3,Dexes,UNI,Ethereum,-3.38%,-,+0.01%,$570.23m,570230000,2021-05-11 06:48:13.403452
Harvest Finance,Yield,FARM,Ethereum,-1.72%,+4.40%,0%,$552.14m,552140000,2021-05-11 06:48:13.403452
Unit Protocol,Protocols,DUCK,Ethereum,-3.37%,+20.16%,+0.41%,$542.02m,542020000,2021-05-11 06:48:13.403452
Fei Protocol,Assets,FEI,Ethereum,+0.66%,+11.90%,0%,$507.17m,507170000,2021-05-11 06:48:13.403452
bZx,Lending,BZRX,Ethereum,-,-5.50%,+0.88%,$497.2m,497200000,2021-05-11 06:48:13.403452
Stacks,Protocols,STX,Stacks,-7.81%,-32.34%,0%,$476.05m,476050000,2021-05-11 06:48:13.403452
Fantom,Protocols,FTM,Multi-Chain,-17.74%,-7.84%,-0.94%,$467.4m,467400000,2021-05-11 06:48:13.403452
ACryptoS,Yield,ACS,Binance,-8.75%,-4.40%,-1.60%,$409.78m,409780000,2021-05-11 06:48:13.403452
Integral,Dexes,-,Ethereum,-2.75%,-20.42%,-0.03%,$403.65m,403650000,2021-05-11 06:48:13.403452
KEEP Network,Assets,KEEP,Ethereum,-0.05%,-6.91%,+0.20%,$388.42m,388420000,2021-05-11 06:48:13.403452
DefiChain,Protocols,DFI,DefiChain,-5.68%,+11.50%,+0.75%,$377.53m,377530000,2021-05-11 06:48:13.403452
Wing Finance,Lending,WING,Ontology,-2.47%,+7.44%,+0.55%,$369.72m,369720000,2021-05-11 06:48:13.403452
Set Protocol,Indexes,-,Ethereum,+0.27%,+9.02%,+0.28%,$353.35m,353350000,2021-05-11 06:48:13.403452
CREAM Finance,Lending,CREAM,Ethereum,-1.48%,+1.04%,+0.21%,$344m,344000000,2021-05-11 06:48:13.403452
Pangolin,Dexes,PNG,Avalanche,-7.03%,+11.95%,-0.30%,$341.5m,341500000,2021-05-11 06:48:13.403452
1inch,Dexes,1INCH,Ethereum,-4.81%,-5.87%,+0.21%,$333.29m,333290000,2021-05-11 06:48:13.403452
Kava,Lending,KAVA,Multi-Chain,-3.24%,-2.42%,+0.60%,$331.81m,331810000,2021-05-11 06:48:13.403452
Flamingo Finance,Dexes,FLM,NEO,-5.92%,-,-1.05%,$313.68m,313680000,2021-05-11 06:48:13.403452
dYdX,Dexes,-,Ethereum,+4.45%,+24.01%,-0.08%,$300.19m,300190000,2021-05-11 06:48:13.403452
Index Coop,Indexes,INDEX,Ethereum,-1.37%,+12.24%,0%,$294.36m,294360000,2021-05-11 06:48:13.403452
Reflexer,Assets,RAI,Ethereum,-19.38%,-21.02%,0%,$292.01m,292010000,2021-05-11 06:48:13.403452
B.Protocol,Lending,BPRO,Ethereum,-3.54%,+0.77%,-0.08%,$259.63m,259630000,2021-05-11 06:48:13.403452
StakeHound,Staking,-,Ethereum,+1.80%,+16.73%,0%,$254.4m,254400000,2021-05-11 06:48:13.403452
Loopring,Dexes,LRC,Ethereum,-2.14%,+1.70%,+0.04%,$236.32m,236320000,2021-05-11 06:48:13.403452
PoolTogether,Protocols,POOL,Ethereum,+1.92%,+8.29%,-0.29%,$228.59m,228590000,2021-05-11 06:48:13.403452
Idle Finance,Yield,IDLE,Ethereum,+4.65%,+25.16%,< 0.0001%,$223.17m,223170000,2021-05-11 06:48:13.403452
UMA Protocol,Protocols,UMA,Ethereum,+2.03%,+4.58%,+0.05%,$221.02m,221020000,2021-05-11 06:48:13.403452
Sablier Finance,Protocols,-,Ethereum,-7.86%,-14.09%,-0.14%,$215.31m,215310000,2021-05-11 06:48:13.403452
Quickswap,Dexes,QUICK,Polygon,-58.76%,-,-58.15%,$211.57m,211570000,2021-05-11 06:48:13.403452
ZilSwap,Dexes,ZWAP,Zilliqa,-9.39%,-,+0.38%,$201.61m,201610000,2021-05-11 06:48:13.403452
yAxis,Yield,YAX,Ethereum,-1.14%,-23.83%,+0.13%,$183.22m,183220000,2021-05-11 06:48:13.403452
Ankr,Staking,ANKR,Ethereum,+1.93%,+17.49%,0%,$177.7m,177700000,2021-05-11 06:48:13.403452
DODO,Dexes,DODO,Ethereum,-1.21%,+3.56%,-0.35%,$166.81m,166810000,2021-05-11 06:48:13.403452
Unslashed,Insurance,USF,Ethereum,+3.00%,+21.76%,+1.38%,$163.94m,163940000,2021-05-11 06:48:13.403452
OnX.Finance,Lending,ONX,Ethereum,+0.24%,+9.22%,+1.07%,$143.01m,143010000,2021-05-11 06:48:13.403452
MANTRA DAO,Protocols,OM,Ethereum,-15.41%,+5.12%,-10.61%,$140.58m,140580000,2021-05-11 06:48:13.403452
Secret Network,Protocols,SCRT,Secret,-0.91%,+13.17%,0%,$137.72m,137720000,2021-05-11 06:48:13.403452
Secret Bridge,Assets,-,Secret,-0.91%,+13.17%,0%,$137.72m,137720000,2021-05-11 06:48:13.403452
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-05-11 06:48:13.403452
Goose Finance,Yield,EGG,Binance,-4.42%,-18.04%,+0.39%,$115.67m,115670000,2021-05-11 06:48:13.403452
Flamincome,Yield,FLAG,Ethereum,-1.13%,+4.91%,+0.09%,$105.22m,105220000,2021-05-11 06:48:13.403452
StakeWise,Staking,SWISE,Ethereum,+3.11%,+20.54%,0%,$102.81m,102810000,2021-05-11 06:48:13.403452
TrueFi,Lending,TRU,Ethereum,-3.59%,+4.93%,+0.39%,$101.29m,101290000,2021-05-11 06:48:13.403452
Metronome,Assets,MET,Ethereum,+3.84%,+20.17%,+0.13%,"$98,624,377",98624377,2021-05-11 06:48:13.403452
Pickle,Yield,PICKLE,Ethereum,-0.82%,+111%,+0.27%,"$95,075,800",95075800,2021-05-11 06:48:13.403452
imToken,Assets,imBTC,Ethereum,+16.68%,+20.73%,0%,"$94,358,144",94358144,2021-05-11 06:48:13.403452
Saddle Finance,Dexes,-,Ethereum,-2.38%,+5.58%,+0.15%,"$90,897,009",90897009,2021-05-11 06:48:13.403452
BarnBridge,Yield,BOND,Ethereum,+0.10%,+11.93%,-0.99%,"$90,010,051",90010051,2021-05-11 06:48:13.403452
Rari Capital,Yield,RGT,Ethereum,+3.11%,+13.90%,+0.11%,"$89,949,301",89949301,2021-05-11 06:48:13.403452
StakeDAO,Yield,SDT,Ethereum,-0.53%,-3.11%,-0.11%,"$87,681,230",87681230,2021-05-11 06:48:13.403452
xDAI Stake,Protocols,STAKE,Ethereum,-1.37%,+2.66%,+0.06%,"$86,359,606",86359606,2021-05-11 06:48:13.403452
xToken,Yield,XTK,Ethereum,-7.57%,-12.28%,+1.44%,"$84,596,230",84596230,2021-05-11 06:48:13.403452
SpookySwap,Dexes,BOO,Fantom,+28.39%,-,-0.02%,"$81,388,273",81388273,2021-05-11 06:48:13.403452
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-11 06:48:13.403452
BoringDAO,Protocols,BOR,Ethereum,-3.60%,+3.05%,+0.66%,"$75,310,654",75310654,2021-05-11 06:48:13.403452
mStable,Protocols,MTA,Ethereum,-5.52%,-3.98%,+0.10%,"$74,474,222",74474222,2021-05-11 06:48:13.403452
dForce,Lending,DF,Multi-Chain,-0.14%,+3.49%,+0.04%,"$74,431,257",74431257,2021-05-11 06:48:13.403452
WanSwap Dex,Dexes,WASP,Wanchain,+3.96%,+40.37%,+0.91%,"$74,187,541",74187541,2021-05-11 06:48:13.403452
Hegic,Options,HEGIC,Ethereum,+1.23%,+11.76%,+0.15%,"$72,354,528",72354528,2021-05-11 06:48:13.403452
Defi Swap,Dexes,CRO,Ethereum,-0.87%,+8.24%,+0.07%,"$72,130,681",72130681,2021-05-11 06:48:13.403452
 Lightning Netwo...,Protocols,-,Bitcoin,-2.78%,+2.92%,+0.07%,"$71,833,592",71833592,2021-05-11 06:48:13.403452
ValueDefi,Yield,VALUE,Multi-Chain,-34.12%,-92.66%,-0.34%,"$71,725,873",71725873,2021-05-11 06:48:13.403452
Zookeeper,Yield,ZOO,Wanchain,+5.09%,+35.14%,+0.47%,"$68,913,086",68913086,2021-05-11 06:48:13.403452
SharedStake,Staking,SGT,Ethereum,+1.80%,+16.49%,0%,"$63,811,698",63811698,2021-05-11 06:48:13.403452
FutureSwap,Dexes,-,Ethereum,+0.76%,+4.10%,-0.51%,"$63,806,100",63806100,2021-05-11 06:48:13.403452
BasketDAO,Indexes,BASK,Ethereum,-3.39%,-26.67%,0%,"$60,121,639",60121639,2021-05-11 06:48:13.403452
Mimo Defi,Lending,MIMO,Ethereum,+0.70%,+16.78%,-0.05%,"$57,549,181",57549181,2021-05-11 06:48:13.403452
Swipe,Dexes,SXP,Ethereum,-4.03%,+5.59%,+0.13%,"$56,295,815",56295815,2021-05-11 06:48:13.403452
Orca,Dexes,-,Solana,-1.14%,-1.36%,-0.42%,"$54,671,327",54671327,2021-05-11 06:48:13.403452
Kyber,Dexes,KNC,Ethereum,-12.52%,+16.20%,+0.03%,"$52,755,293",52755293,2021-05-11 06:48:13.403452
BiFi,Lending,BiFi,Multi-Chain,-5.82%,-3.21%,+0.13%,"$52,538,873",52538873,2021-05-11 06:48:13.403452
Hyper Finance,Yield,HYFI,Binance,-2.01%,-28.72%,0%,"$50,462,356",50462356,2021-05-11 06:48:13.403452
Ruler,Lending,RULER,Ethereum,-2.81%,-,+0.03%,"$46,953,933",46953933,2021-05-11 06:48:13.403452
Wasabix,Yield,WASABI,Ethereum,+0.17%,-6.80%,+0.02%,"$45,529,057",45529057,2021-05-11 06:48:13.403452
Opyn,Options,-,Ethereum,+2.12%,+29.33%,+0.12%,"$44,530,270",44530270,2021-05-11 06:48:13.403452
88mph,Yield,MPH,Ethereum,-2.93%,-5.48%,-0.07%,"$43,048,447",43048447,2021-05-11 06:48:13.403452
Bella Protocol,Yield,BEL,Ethereum,-4.45%,-1.77%,+0.23%,"$39,630,744",39630744,2021-05-11 06:48:13.403452
Indexed Finance,Indexes,NDX,Ethereum,-5.55%,-0.95%,-0.91%,"$38,486,622",38486622,2021-05-11 06:48:13.403452
DerivaDEX,Dexes,DDX,Ethereum,+0.47%,+1.85%,-0.38%,"$37,637,478",37637478,2021-05-11 06:48:13.403452
dHEDGE,Protocols,DHT,Ethereum,-0.70%,+10.55%,+0.92%,"$37,237,388",37237388,2021-05-11 06:48:13.403452
Gnosis,Dexes,GNO,Ethereum,+0.69%,+12.19%,-0.00%,"$36,816,733",36816733,2021-05-11 06:48:13.403452
Enzyme Finance,Yield,MLN,Ethereum,+0.45%,+6.98%,+0.01%,"$36,509,628",36509628,2021-05-11 06:48:13.403452
Smoothy,Dexes,-,Ethereum,-0.33%,-26.15%,-0.01%,"$35,748,339",35748339,2021-05-11 06:48:13.403452
Serum Swap,Dexes,SRM,Solana,-2.63%,-3.57%,0%,"$34,917,399",34917399,2021-05-11 06:48:13.403452
Ribbon Finance,Options,-,Ethereum,-0.52%,+49.25%,0%,"$33,841,187",33841187,2021-05-11 06:48:13.403452
Swerve,Dexes,SWRV,Ethereum,-0.32%,+5.83%,< 0.0001%,"$30,300,415",30300415,2021-05-11 06:48:13.403452
 Mushrooms Finan...,Yield,MM,Ethereum,-3.27%,+33.73%,+0.71%,"$29,806,705",29806705,2021-05-11 06:48:13.403452
WePiggy,Lending,WPC,Ethereum,-1.44%,+7.87%,-0.00%,"$29,648,732",29648732,2021-05-11 06:48:13.403452
Cryptex,Indexes,CTX,Ethereum,-0.06%,+14.05%,0%,"$29,524,169",29524169,2021-05-11 06:48:13.403452
IDEX,Dexes,IDEX,Ethereum,+0.81%,+7.54%,+0.16%,"$29,377,718",29377718,2021-05-11 06:48:13.403452
ACoconut,Yield,AC,Multi-Chain,-3.72%,"$27,496,037",-6.73%,"$27,496,037",27496037,2021-05-11 06:48:13.403452
DeversiFi,Dexes,DVF,Ethereum,-1.82%,+14.36%,+0.07%,"$27,494,531",27494531,2021-05-11 06:48:13.403452
PowerPool,Indexes,CVP,Ethereum,-1.80%,-0.47%,+0.09%,"$27,481,137",27481137,2021-05-11 06:48:13.403452
Penguin Finance,Dexes,PEFI,Avalanche,-5.77%,+6.99%,+0.08%,"$22,749,777",22749777,2021-05-11 06:48:13.403452
Mango Markets,Lending,-,Solana,+0.13%,+5.75%,+0.11%,"$22,416,457",22416457,2021-05-11 06:48:13.403452
Unagii,Yield,-,Ethereum,+1.45%,+19.72%,+0.60%,"$22,298,410",22298410,2021-05-11 06:48:13.403452
Notional,Lending,-,Ethereum,+0.88%,+11.16%,-0.35%,"$21,386,876",21386876,2021-05-11 06:48:13.403452
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-11 06:48:13.403452
Perlin,Dexes,PERL,Ethereum,-0.54%,-13.83%,0%,"$17,848,765",17848765,2021-05-11 06:48:13.403452
PieDAO,Indexes,DOUGH,Ethereum,-1.05%,+1.28%,+0.43%,"$16,406,564",16406564,2021-05-11 06:48:13.403452
Cometh,Dexes,MUST,Polygon,-17.84%,-35.95%,+0.20%,"$15,753,982",15753982,2021-05-11 06:48:13.403452
Erasure,Protocols,NMR,Ethereum,-10.21%,-12.44%,-0.07%,"$15,703,161",15703161,2021-05-11 06:48:13.403452
Energiswap,Protocols,NRG,Energi,-3.79%,-5.62%,0%,"$14,743,247",14743247,2021-05-11 06:48:13.403452
DDEX,Dexes,-,Ethereum,+2.57%,+21.41%,+0.12%,"$14,243,740",14243740,2021-05-11 06:48:13.403452
Fuse,Protocols,FUSE,Multi-Chain,+1.95%,+0.23%,+0.17%,"$14,051,202",14051202,2021-05-11 06:48:13.403452
DefiDollar,Protocols,DFD,Ethereum,0%,+1.56%,0%,"$13,243,830",13243830,2021-05-11 06:48:13.403452
Allinx,Yield,INX,Binance,-7.42%,-3.19%,+0.20%,"$11,943,635",11943635,2021-05-11 06:48:13.403452
Honeyswap,Dexes,HNY,xDai,-0.99%,-3.09%,+0.03%,"$11,917,922",11917922,2021-05-11 06:48:13.403452
Hakka Finance,Yield,HAKKA,Ethereum,+3.35%,+17.09%,+0.20%,"$10,333,343",10333343,2021-05-11 06:48:13.403452
0.exchange,Dexes,ZERO,Multi-Chain,-8.79%,-8.58%,0%,"$10,243,167",10243167,2021-05-11 06:48:13.403452
Governor DAO,Protocols,GDAO,Ethereum,-1.11%,+4.37%,+1.16%,"$8,443,835",8443835,2021-05-11 06:48:13.403452
Dev Protocol,Protocols,DEV,Ethereum,+5.00%,+65.29%,+1.81%,"$8,253,394",8253394,2021-05-11 06:48:13.403452
BondAppetit,Assets,BAG,Ethereum,+1.83%,+4.57%,0%,"$8,172,320",8172320,2021-05-11 06:48:13.403452
Oxygen,Lending,OXY,Solana,-1.93%,-78.97%,-0.16%,"$7,928,878",7928878,2021-05-11 06:48:13.403452
ForTube,Lending,FOR,Ethereum,-2.23%,-1.50%,+1.16%,"$7,861,171",7861171,2021-05-11 06:48:13.403452
YF Link,Dexes,YFL,Ethereum,-1.49%,-5.23%,+0.03%,"$7,648,514",7648514,2021-05-11 06:48:13.403452
Cover Protocol,Insurance,COVER,Ethereum,-3.32%,+4.12%,< 0.0001%,"$7,121,812",7121812,2021-05-11 06:48:13.403452
Lydia,Dexes,-,Avalanche,+1.42%,+36.68%,-0.06%,"$7,086,599",7086599,2021-05-11 06:48:13.403452
DEXTF Protocol,Protocols,DEXTF,Ethereum,-6.32%,+12.58%,+0.08%,"$7,015,633",7015633,2021-05-11 06:48:13.403452
Growth DeFi,Yield,GRO,Ethereum,+19.24%,+10.40%,0%,"$6,887,091",6887091,2021-05-11 06:48:13.403452
Stafi,Staking,FIS,Ethereum,+1.80%,+16.87%,0%,"$5,958,524",5958524,2021-05-11 06:48:13.403452
Auctus,Options,AUC,Ethereum,-11.93%,+9.47%,+0.03%,"$5,550,312",5550312,2021-05-11 06:48:13.403452
SnowSwap,Dexes,SNOW,Ethereum,+1.86%,+11.73%,-0.18%,"$5,271,868",5271868,2021-05-11 06:48:13.403452
Augur,Dexes,REP,Ethereum,+3.26%,+6817%,0%,"$5,188,522",5188522,2021-05-11 06:48:13.403452
FinNexus,Options,FNX,Multi-Chain,-60.92%,-60.43%,-62.66%,"$5,018,190",5018190,2021-05-11 06:48:13.403452
cVault.finance,Assets,CORE,Ethereum,-84.24%,"$4,985,368",-2.25%,"$4,985,368",4985368,2021-05-11 06:48:13.403452
Opium,Insurance,OPIUM,Ethereum,-1.18%,-3.29%,+0.03%,"$4,921,326",4921326,2021-05-11 06:48:13.403452
Swapr,Dexes,-,Multi-Chain,+0.10%,+42.10%,0%,"$4,664,559",4664559,2021-05-11 06:48:13.403452
zLot,Staking,zLot,Ethereum,-13.84%,-2.97%,0%,"$4,558,656",4558656,2021-05-11 06:48:13.403452
CreamSwap,Dexes,CREAM,Ethereum,-1.58%,+5.97%,-0.06%,"$4,452,691",4452691,2021-05-11 06:48:13.403452
Siren,Options,SI,Ethereum,-3.51%,+9.06%,+0.90%,"$4,061,872",4061872,2021-05-11 06:48:13.403452
Yam Finance,Protocols,YAM,Ethereum,-27.74%,-22.71%,-0.38%,"$4,016,353",4016353,2021-05-11 06:48:13.403452
N3RD Finance,Yield,N3RDz,Ethereum,-5.10%,+20.20%,+1.49%,"$3,990,047",3990047,2021-05-11 06:48:13.403452
XDeFi,Dexes,XDEX,Ethereum,-5.78%,+40.71%,0%,"$3,983,793",3983793,2021-05-11 06:48:13.403452
Olive Cash,Yield,OLIVE,Multi-Chain,-15.85%,-9.07%,-0.74%,"$3,465,478",3465478,2021-05-11 06:48:13.403452
ForceDAO,Yield,-,Ethereum,-34.55%,-56.17%,-0.45%,"$3,423,748",3423748,2021-05-11 06:48:13.403452
BT.Finance,Yield,BT,Ethereum,-0.95%,-15.91%,+0.83%,"$2,902,672",2902672,2021-05-11 06:48:13.403452
MCDEX,Dexes,MCB,Ethereum,+3.50%,+22.60%,+0.22%,"$2,890,550",2890550,2021-05-11 06:48:13.403452
Connext,Protocols,-,Ethereum,-7.13%,+23.02%,-0.10%,"$1,824,019",1824019,2021-05-11 06:48:13.403452
Strudel Finance,Assets,TRDL,Ethereum,-2.87%,+1.15%,0%,"$1,300,331",1300331,2021-05-11 06:48:13.403452
 Robo-Advisor fo...,Yield,-,Ethereum,+4031%,+2667%,0%,"$1,270,319",1270319,2021-05-11 06:48:13.403452
S Finance,Dexes,SFG,Ethereum,+34.52%,+37.01%,-0.07%,"$1,204,460",1204460,2021-05-11 06:48:13.403452
Jarvis Network,Protocols,JRT,Ethereum,+0.14%,+0.71%,-0.99%,"$1,059,102",1059102,2021-05-11 06:48:13.403452
QIAN,Assets,KUN,Ethereum,-4.84%,-6.65%,+0.16%,"$962,719",962719,2021-05-11 06:48:13.403452
Primitive,Options,-,Ethereum,-1.11%,+6.89%,+0.10%,"$889,500",889500,2021-05-11 06:48:13.403452
Levinswap,Dexes,LEVIN,xDai,-7.95%,-12.91%,0%,"$710,600",710600,2021-05-11 06:48:13.403452
PEAKDEFI,Yield,PEAK,Ethereum,+3.47%,+26.14%,-0.98%,"$697,193",697193,2021-05-11 06:48:13.403452
Dracula,Yield,DRC,Ethereum,-4.19%,-8.23%,0%,"$606,934",606934,2021-05-11 06:48:13.403452
YetiSwap,Dexes,YTS,Avalanche,-18.58%,-23.94%,0%,"$486,909",486909,2021-05-11 06:48:13.403452
Basis Cash,Assets,BAC,Ethereum,0%,"$403,782",0%,"$403,782",403782,2021-05-11 06:48:13.403452
DeFiner,Yield,FIN,Ethereum,-0.18%,-8.13%,-0.01%,"$394,809",394809,2021-05-11 06:48:13.403452
UniTrade,Dexes,TRADE,Ethereum,+9.68%,-4.34%,+0.19%,"$368,854",368854,2021-05-11 06:48:13.403452
CoFiX,Dexes,COFI,Ethereum,+1.18%,+11.09%,+0.14%,"$334,240",334240,2021-05-11 06:48:13.403452
YFII,Dexes,YFII,Ethereum,+2.03%,-47.29%,-0.13%,"$316,551",316551,2021-05-11 06:48:13.403452
SynLev,Protocols,SYN,Ethereum,+3.31%,+22.53%,+1.38%,"$147,693",147693,2021-05-11 06:48:13.403452
Shell Protocol,Dexes,-,Ethereum,0%,"$113,656",0%,"$113,656",113656,2021-05-11 06:48:13.403452
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-11 06:48:13.403452
