Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Alchemix,Yield,ALCX,Ethereum,-4.28%,-33.06%,+0.02%,$965.53m,965530000,2021-05-24 11:23:43.360074
Autofarm,Yield,AUTO,Multi-Chain,-7.79%,-41.37%,-0.75%,$959.69m,959690000,2021-05-24 11:23:43.360074
Flexa,Protocols,AMP,Ethereum,-5.73%,-45.08%,+1.04%,$742.07m,742070000,2021-05-24 11:23:43.360074
Quickswap,Dexes,QUICK,Polygon,+5.18%,+8.06%,+3.10%,$739.7m,739700000,2021-05-24 11:23:43.360074
Vesper,Yield,VSP,Ethereum,-13.75%,-47.53%,+1.71%,$688.38m,688380000,2021-05-24 11:23:43.360074
Badger DAO,Yield,BADGER,Ethereum,+2.69%,-27.69%,-0.18%,$665.22m,665220000,2021-05-24 11:23:43.360074
RenVM,Assets,REN,Multi-Chain,+5.37%,-24.63%,+0.90%,$561.01m,561010000,2021-05-24 11:23:43.360074
Alpha Finance,Yield,ALPHA,Multi-Chain,-7.06%,-,+1.71%,$505.72m,505720000,2021-05-24 11:23:43.360074
Anchor,Lending,ANC,Terra,+13.85%,-34.00%,+9.93%,$495.85m,495850000,2021-05-24 11:23:43.360074
Nerve,Dexes,NRV,Binance,-9.22%,-37.45%,-0.13%,$411.23m,411230000,2021-05-24 11:23:43.360074
Tornado Cash,Protocols,-,Ethereum,+10.67%,-37.04%,+0.55%,$404.33m,404330000,2021-05-24 11:23:43.360074
Raydium,Dexes,RAY,Solana,+0.37%,-53.66%,+1.12%,$385.87m,385870000,2021-05-24 11:23:43.360074
Fei Protocol,Assets,FEI,Ethereum,+5.00%,-20.04%,+2.29%,$382.41m,382410000,2021-05-24 11:23:43.360074
Nexus Mutual,Insurance,NXM,Ethereum,+9.49%,-35.19%,+2.58%,$374.91m,374910000,2021-05-24 11:23:43.360074
Pangolin,Dexes,PNG,Avalanche,+2.43%,+10.75%,-0.28%,$359.01m,359010000,2021-05-24 11:23:43.360074
Wault,Yield,WEX,Binance,+3.45%,-51.74%,-0.07%,$321.57m,321570000,2021-05-24 11:23:43.360074
Thorchain,Dexes,RUNE,Binance,+26.47%,-51.78%,-0.33%,$316.99m,316990000,2021-05-24 11:23:43.360074
Harvest Finance,Yield,FARM,Ethereum,-1.11%,-33.33%,+1.18%,$312.95m,312950000,2021-05-24 11:23:43.360074
Unit Protocol,Protocols,DUCK,Ethereum,+11.74%,-45.66%,+0.10%,$303.07m,303070000,2021-05-24 11:23:43.360074
Stacks,Protocols,STX,Stacks,+20.15%,-27.78%,-2.80%,$279.72m,279720000,2021-05-24 11:23:43.360074
Depth,Dexes,DEP,Heco,-10.48%,-,+0.27%,$255.77m,255770000,2021-05-24 11:23:43.360074
DefiChain,Protocols,DFI,DefiChain,+7.07%,-22.41%,+0.03%,$253.56m,253560000,2021-05-24 11:23:43.360074
ACryptoS,Yield,ACS,Binance,-7.79%,-49.01%,+1.69%,$241.92m,241920000,2021-05-24 11:23:43.360074
Serum,Dexes,SRM,Solana,+30.78%,-68.31%,-8.56%,$229.69m,229690000,2021-05-24 11:23:43.360074
Idle Finance,Yield,IDLE,Ethereum,+22.12%,-13.81%,-0.00%,$227.14m,227140000,2021-05-24 11:23:43.360074
CREAM Finance,Lending,CREAM,Ethereum,+7.77%,-31.99%,-0.55%,$215.76m,215760000,2021-05-24 11:23:43.360074
Convex Finance,Yield,CVX,Ethereum,-2.62%,-,+5.52%,$215.01m,215010000,2021-05-24 11:23:43.360074
Set Protocol,Indexes,-,Ethereum,+11.32%,-43.14%,+4.52%,$205.5m,205500000,2021-05-24 11:23:43.360074
Fantom,Protocols,FTM,Multi-Chain,+21.41%,-48.14%,-1.91%,$203.34m,203340000,2021-05-24 11:23:43.360074
Wing Finance,Lending,WING,Ontology,-4.37%,-39.79%,-0.27%,$193.95m,193950000,2021-05-24 11:23:43.360074
Index Coop,Indexes,INDEX,Ethereum,+2.05%,-43.03%,+5.25%,$178.46m,178460000,2021-05-24 11:23:43.360074
KEEP Network,Assets,KEEP,Ethereum,+7.15%,-48.01%,-0.47%,$175.34m,175340000,2021-05-24 11:23:43.360074
PoolTogether,Protocols,POOL,Ethereum,+0.26%,-22.97%,+0.07%,$173.68m,173680000,2021-05-24 11:23:43.360074
dYdX,Dexes,-,Ethereum,+9.80%,-48.11%,+1.46%,$157.42m,157420000,2021-05-24 11:23:43.360074
Flamingo Finance,Dexes,FLM,NEO,-1.65%,-36.49%,+0.67%,$154.56m,154560000,2021-05-24 11:23:43.360074
B.Protocol,Lending,BPRO,Ethereum,+29.69%,-30.54%,+1.76%,$152.52m,152520000,2021-05-24 11:23:43.360074
StakeHound,Staking,-,Ethereum,+9.57%,-34.82%,+2.59%,$148m,148000000,2021-05-24 11:23:43.360074
Loopring,Dexes,LRC,Ethereum,+3.87%,-36.52%,-0.23%,$143.82m,143820000,2021-05-24 11:23:43.360074
Kava,Lending,KAVA,Multi-Chain,+5.05%,-49.13%,-0.54%,$142.3m,142300000,2021-05-24 11:23:43.360074
DODO,Dexes,DODO,Ethereum,+7.33%,-17.69%,-0.04%,$134.75m,134750000,2021-05-24 11:23:43.360074
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-05-24 11:23:43.360074
bZx,Lending,BZRX,Ethereum,-8.37%,-66.45%,-1.04%,$128.53m,128530000,2021-05-24 11:23:43.360074
xDAI Stake,Protocols,STAKE,Ethereum,-1.42%,-26.25%,+1.02%,$121.31m,121310000,2021-05-24 11:23:43.360074
TrueFi,Lending,TRU,Ethereum,+4.43%,+14.57%,-0.55%,$115.52m,115520000,2021-05-24 11:23:43.360074
Dfyn Network,Dexes,DFYN,Polygon,-4.65%,-,-2.32%,$115.23m,115230000,2021-05-24 11:23:43.360074
UMA Protocol,Protocols,UMA,Ethereum,-0.08%,-44.25%,+1.34%,$110.83m,110830000,2021-05-24 11:23:43.360074
Sablier Finance,Protocols,-,Ethereum,+4.12%,-39.69%,+0.07%,$110.82m,110820000,2021-05-24 11:23:43.360074
Ankr,Staking,ANKR,Ethereum,+9.61%,-34.67%,+2.59%,$104.01m,104010000,2021-05-24 11:23:43.360074
Reflexer,Assets,RAI,Ethereum,+6.46%,-52.88%,+2.54%,$101.09m,101090000,2021-05-24 11:23:43.360074
Integral,Dexes,-,Ethereum,+3.62%,-63.25%,+2.39%,"$99,773,368",99773368,2021-05-24 11:23:43.360074
Pickle,Yield,PICKLE,Ethereum,-1.63%,-1.37%,+0.25%,"$94,569,654",94569654,2021-05-24 11:23:43.360074
ZilSwap,Dexes,ZWAP,Zilliqa,+7.66%,-43.11%,-0.76%,"$93,815,323",93815323,2021-05-24 11:23:43.360074
Unslashed,Insurance,USF,Ethereum,+12.12%,-35.82%,-0.14%,"$92,935,421",92935421,2021-05-24 11:23:43.360074
BarnBridge,Yield,BOND,Ethereum,+0.28%,+7.05%,< 0.0001%,"$83,259,740",83259740,2021-05-24 11:23:43.360074
MANTRA DAO,Protocols,OM,Ethereum,+8.51%,-45.77%,-0.07%,"$80,503,774",80503774,2021-05-24 11:23:43.360074
Flamincome,Yield,FLAG,Ethereum,+5.51%,-18.46%,-0.15%,"$74,797,430",74797430,2021-05-24 11:23:43.360074
OnX.Finance,Lending,ONX,Ethereum,+4.64%,-40.88%,-0.06%,"$69,480,533",69480533,2021-05-24 11:23:43.360074
SolFarm,Yield,Token not found,Solana,-34.57%,"$69,240,683",+4.47%,"$69,240,683",69240683,2021-05-24 11:23:43.360074
1inch,Dexes,1INCH,Ethereum,+7.92%,-51.09%,+0.32%,"$66,870,525",66870525,2021-05-24 11:23:43.360074
Secret Network,Protocols,SCRT,Secret,+6.16%,-40.23%,+0.27%,"$64,679,178",64679178,2021-05-24 11:23:43.360074
Secret Bridge,Assets,-,Secret,+6.16%,-40.23%,+0.27%,"$64,679,178",64679178,2021-05-24 11:23:43.360074
yAxis,Yield,YAX,Ethereum,-4.97%,-58.69%,-0.03%,"$62,399,557",62399557,2021-05-24 11:23:43.360074
StakeWise,Staking,SWISE,Ethereum,+10.18%,-32.97%,+2.59%,"$62,012,809",62012809,2021-05-24 11:23:43.360074
KeeperDAO,Yield,ROOK,Ethereum,-0.02%,-47.95%,-0.20%,"$61,369,206",61369206,2021-05-24 11:23:43.360074
mStable,Protocols,MTA,Ethereum,-0.30%,-10.57%,-0.48%,"$60,655,960",60655960,2021-05-24 11:23:43.360074
Goose Finance,Yield,EGG,Binance,+1.99%,-41.30%,+0.25%,"$59,244,119",59244119,2021-05-24 11:23:43.360074
Metronome,Assets,MET,Ethereum,+8.00%,-35.53%,+2.73%,"$56,313,248",56313248,2021-05-24 11:23:43.360074
dForce,Lending,DF,Multi-Chain,+6.75%,-22.59%,-0.39%,"$54,269,027",54269027,2021-05-24 11:23:43.360074
Saddle Finance,Dexes,-,Ethereum,+1.57%,-30.00%,+0.62%,"$51,247,494",51247494,2021-05-24 11:23:43.360074
SpookySwap,Dexes,BOO,Fantom,-,-45.07%,-29.36%,"$51,026,313",51026313,2021-05-24 11:23:43.360074
 Lightning Netwo...,Protocols,-,Bitcoin,+4.59%,-17.94%,+1.66%,"$49,769,732",49769732,2021-05-24 11:23:43.360074
Hard Protocol,Protocols,HARD,Multi-Chain,+2.37%,-,+0.56%,"$49,121,224",49121224,2021-05-24 11:23:43.360074
Rari Capital,Yield,RGT,Ethereum,+8.48%,-,+4.45%,"$48,325,437",48325437,2021-05-24 11:23:43.360074
BoringDAO,Protocols,BOR,Ethereum,+4.90%,-25.83%,-0.43%,"$47,900,588",47900588,2021-05-24 11:23:43.360074
Defi Swap,Dexes,CRO,Ethereum,+5.27%,-26.79%,+1.86%,"$46,843,579",46843579,2021-05-24 11:23:43.360074
StakeDAO,Yield,SDT,Ethereum,+2.14%,-33.57%,+0.43%,"$46,257,423",46257423,2021-05-24 11:23:43.360074
FutureSwap,Dexes,FST,Ethereum,+4.42%,-26.54%,+0.50%,"$42,265,610",42265610,2021-05-24 11:23:43.360074
SpiritSwap,Dexes,SPIRIT,Fantom,+10.19%,-55.95%,+0.77%,"$42,091,359",42091359,2021-05-24 11:23:43.360074
Hegic,Options,HEGIC,Ethereum,+9.13%,-31.00%,-0.39%,"$40,968,860",40968860,2021-05-24 11:23:43.360074
WanSwap Dex,Dexes,WASP,Wanchain,+5.61%,-38.45%,-0.29%,"$38,437,597",38437597,2021-05-24 11:23:43.360074
Hyper Finance,Yield,HYFI,Binance,+0.96%,-65.04%,-0.13%,"$38,190,779",38190779,2021-05-24 11:23:43.360074
Orca,Dexes,-,Solana,+0.36%,-30.54%,+0.61%,"$37,400,690",37400690,2021-05-24 11:23:43.360074
SharedStake,Staking,SGT,Ethereum,+9.53%,-34.94%,+2.59%,"$36,979,387",36979387,2021-05-24 11:23:43.360074
imToken,Assets,imBTC,Ethereum,-17.04%,-27.16%,-0.80%,"$36,872,459",36872459,2021-05-24 11:23:43.360074
Zookeeper,Yield,ZOO,Wanchain,-6.27%,-36.49%,-0.04%,"$36,292,748",36292748,2021-05-24 11:23:43.360074
Kyber,Dexes,KNC,Ethereum,+8.86%,-18.90%,+8.73%,"$35,840,666",35840666,2021-05-24 11:23:43.360074
88mph,Yield,MPH,Ethereum,+4.46%,-23.10%,+0.23%,"$35,368,316",35368316,2021-05-24 11:23:43.360074
SecretSwap,Dexes,SEFI,Secret,-2.24%,-31.29%,+1.17%,"$33,396,272",33396272,2021-05-24 11:23:43.360074
DefiDollar DAO,Protocols,DFD,Ethereum,+2.83%,+45.55%,-0.81%,"$32,621,798",32621798,2021-05-24 11:23:43.360074
Ruler,Lending,RULER,Ethereum,-4.11%,-34.26%,+0.43%,"$31,899,149",31899149,2021-05-24 11:23:43.360074
DerivaDEX,Dexes,DDX,Ethereum,-6.68%,-16.30%,-0.31%,"$31,525,578",31525578,2021-05-24 11:23:43.360074
Smoothy,Dexes,SMTY,Ethereum,-1.96%,"$30,698,705",-0.00%,"$30,698,705",30698705,2021-05-24 11:23:43.360074
Opyn,Options,-,Ethereum,+7.11%,-31.28%,+1.73%,"$29,165,068",29165068,2021-05-24 11:23:43.360074
Swipe,Dexes,SXP,Ethereum,+1.91%,-43.75%,-0.05%,"$29,115,750",29115750,2021-05-24 11:23:43.360074
ValueDefi,Yield,VALUE,Multi-Chain,-3.23%,-49.15%,-0.19%,"$29,005,061",29005061,2021-05-24 11:23:43.360074
BiFi,Lending,BiFi,Multi-Chain,+5.66%,-34.34%,+3.80%,"$28,729,814",28729814,2021-05-24 11:23:43.360074
xToken,Yield,XTK,Ethereum,+9.47%,-49.66%,-0.38%,"$27,643,393",27643393,2021-05-24 11:23:43.360074
Bella Protocol,Yield,BEL,Ethereum,+4.73%,-22.34%,-0.31%,"$26,280,225",26280225,2021-05-24 11:23:43.360074
DeversiFi,Dexes,DVF,Ethereum,+17.53%,+5.52%,-6.10%,"$26,129,322",26129322,2021-05-24 11:23:43.360074
dHEDGE,Protocols,DHT,Ethereum,+8.39%,-33.17%,-0.08%,"$25,874,483",25874483,2021-05-24 11:23:43.360074
Mimo Defi,Lending,MIMO,Ethereum,-18.77%,-51.60%,+2.09%,"$25,584,451",25584451,2021-05-24 11:23:43.360074
Serum Swap,Dexes,SRM,Solana,+3.18%,-27.52%,+4.11%,"$25,562,966",25562966,2021-05-24 11:23:43.360074
BasketDAO,Indexes,BASK,Ethereum,-0.10%,-51.89%,+2.71%,"$24,500,276",24500276,2021-05-24 11:23:43.360074
Enzyme Finance,Yield,MLN,Ethereum,+3.17%,-26.57%,+2.64%,"$22,567,421",22567421,2021-05-24 11:23:43.360074
Gnosis,Dexes,GNO,Ethereum,+8.17%,-35.40%,+2.44%,"$21,305,626",21305626,2021-05-24 11:23:43.360074
Indexed Finance,Indexes,NDX,Ethereum,+9.44%,-41.97%,-0.31%,"$21,123,384",21123384,2021-05-24 11:23:43.360074
Ribbon Finance,Options,-,Ethereum,+4.63%,-33.36%,+1.60%,"$20,651,372",20651372,2021-05-24 11:23:43.360074
ViperSwap,Dexes,VIPER,Harmony,+26.03%,-20.17%,-2.20%,"$20,053,465",20053465,2021-05-24 11:23:43.360074
WePiggy,Lending,WPC,Ethereum,+5.79%,-25.58%,+0.21%,"$19,645,552",19645552,2021-05-24 11:23:43.360074
Swerve,Dexes,SWRV,Ethereum,-1.27%,-35.28%,-0.00%,"$18,247,800",18247800,2021-05-24 11:23:43.360074
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-24 11:23:43.360074
PowerPool,Indexes,CVP,Ethereum,+2.62%,-34.63%,+2.04%,"$17,648,254",17648254,2021-05-24 11:23:43.360074
Unagii,Yield,-,Ethereum,+2.39%,-22.43%,-0.24%,"$17,342,862",17342862,2021-05-24 11:23:43.360074
Notional,Lending,-,Ethereum,+3.97%,-14.16%,+0.65%,"$16,727,627",16727627,2021-05-24 11:23:43.360074
 Mushrooms Finan...,Yield,MM,Ethereum,+4.93%,-26.28%,-0.41%,"$16,191,764",16191764,2021-05-24 11:23:43.360074
Mango Markets,Lending,-,Solana,+7.73%,-19.46%,-0.18%,"$15,752,679",15752679,2021-05-24 11:23:43.360074
IDEX,Dexes,IDEX,Ethereum,+5.83%,-43.77%,+2.20%,"$14,535,494",14535494,2021-05-24 11:23:43.360074
PieDAO,Indexes,DOUGH,Ethereum,+6.09%,-36.52%,+2.14%,"$14,208,158",14208158,2021-05-24 11:23:43.360074
Penguin Finance,Dexes,PEFI,Avalanche,+7.63%,-35.00%,+0.45%,"$13,240,642",13240642,2021-05-24 11:23:43.360074
Stacker Ventures,Yield,STACK,Ethereum,+7.92%,-27.62%,+1.73%,"$12,022,814",12022814,2021-05-24 11:23:43.360074
Erasure,Protocols,NMR,Ethereum,+4.10%,-52.15%,+0.19%,"$11,029,096",11029096,2021-05-24 11:23:43.360074
ACoconut,Yield,AC,Multi-Chain,+8.52%,-40.17%,-0.09%,"$10,681,410",10681410,2021-05-24 11:23:43.360074
HyperSwap,Dexes,Token not found,Fantom,-57.41%,"$9,788,350",+2.62%,"$9,788,350",9788350,2021-05-24 11:23:43.360074
Gondola Finance,Dexes,GDL,Avalanche,-26.47%,-54.97%,-0.37%,"$9,308,354",9308354,2021-05-24 11:23:43.360074
BondAppetit,Assets,BAG,Ethereum,-4.27%,-9.88%,-0.35%,"$9,251,764",9251764,2021-05-24 11:23:43.360074
Cryptex,Indexes,CTX,Ethereum,+6.03%,-59.15%,+2.57%,"$9,173,148",9173148,2021-05-24 11:23:43.360074
Energiswap,Dexes,NRG,Energi,+1.41%,-34.56%,+4.61%,"$8,274,526",8274526,2021-05-24 11:23:43.360074
Wasabix,Yield,WASABI,Ethereum,-0.09%,-80.25%,-0.56%,"$8,227,787",8227787,2021-05-24 11:23:43.360074
Cometh,Dexes,MUST,Polygon,+16.21%,-,-1.84%,"$7,992,835",7992835,2021-05-24 11:23:43.360074
ForTube,Lending,FOR,Ethereum,-0.99%,+22.21%,-0.24%,"$7,611,454",7611454,2021-05-24 11:23:43.360074
DDEX,Dexes,-,Ethereum,+6.89%,-34.25%,+1.77%,"$7,336,814",7336814,2021-05-24 11:23:43.360074
Honeyswap,Dexes,HNY,xDai,-0.65%,-34.70%,+1.14%,"$7,205,189",7205189,2021-05-24 11:23:43.360074
Fuse,Protocols,FUSE,Multi-Chain,+5.91%,-42.46%,+1.79%,"$6,783,578",6783578,2021-05-24 11:23:43.360074
Perlin,Dexes,PERL,Ethereum,+4.22%,-53.32%,+2.76%,"$6,480,596",6480596,2021-05-24 11:23:43.360074
Allinx,Yield,INX,Binance,+9.06%,-36.56%,-0.42%,"$6,173,365",6173365,2021-05-24 11:23:43.360074
Hakka Finance,Yield,HAKKA,Ethereum,+11.22%,-36.41%,-0.20%,"$5,788,539",5788539,2021-05-24 11:23:43.360074
Oxygen,Lending,OXY,Solana,+6.90%,-25.58%,+0.20%,"$5,766,472",5766472,2021-05-24 11:23:43.360074
YFII,Dexes,YFII,Ethereum,+1.31%,+1628%,-0.01%,"$5,318,075",5318075,2021-05-24 11:23:43.360074
Opium,Insurance,OPIUM,Ethereum,-2.07%,-2.69%,-0.03%,"$4,749,549",4749549,2021-05-24 11:23:43.360074
Cover Protocol,Insurance,COVER,Ethereum,-5.87%,-23.77%,0%,"$4,596,111",4596111,2021-05-24 11:23:43.360074
Wheat Protocol,Yield,WHEAT,Binance,+13.08%,-48.74%,+0.38%,"$4,385,911",4385911,2021-05-24 11:23:43.360074
Yogi Finance,Dexes,YOGI,MultiChain,+9.64%,-,+6.80%,"$4,256,204",4256204,2021-05-24 11:23:43.360074
Governor DAO,Protocols,GDAO,Ethereum,+3.38%,-51.01%,-0.58%,"$3,721,291",3721291,2021-05-24 11:23:43.360074
cVault.finance,Assets,CORE,Ethereum,+16.75%,-19.25%,+2.95%,"$3,662,687",3662687,2021-05-24 11:23:43.360074
Stafi,Staking,FIS,Ethereum,+9.57%,-33.95%,+2.59%,"$3,513,828",3513828,2021-05-24 11:23:43.360074
Swapr,Dexes,-,Multi-Chain,-4.89%,-27.23%,+0.52%,"$3,355,345",3355345,2021-05-24 11:23:43.360074
Lydia,Dexes,-,Avalanche,+2.07%,-56.50%,-0.95%,"$3,257,431",3257431,2021-05-24 11:23:43.360074
DEXTF Protocol,Protocols,DEXTF,Ethereum,+6.60%,-49.79%,+4.03%,"$3,059,872",3059872,2021-05-24 11:23:43.360074
SnowSwap,Dexes,SNOW,Ethereum,+5.17%,-30.29%,-0.10%,"$3,028,718",3028718,2021-05-24 11:23:43.360074
CreamSwap,Dexes,CREAM,Ethereum,+7.84%,-28.66%,+2.22%,"$3,013,877",3013877,2021-05-24 11:23:43.360074
Augur,Dexes,REP,Ethereum,+9.32%,-35.02%,+2.50%,"$2,981,828",2981828,2021-05-24 11:23:43.360074
Jarvis Network,Protocols,JRT,Ethereum,+0.16%,+171%,-1.06%,"$2,868,601",2868601,2021-05-24 11:23:43.360074
Yam Finance,Protocols,YAM,Ethereum,+4.49%,-21.24%,+0.67%,"$2,852,658",2852658,2021-05-24 11:23:43.360074
zLot,Staking,zLot,Ethereum,+32.11%,-24.44%,+14.36%,"$2,789,840",2789840,2021-05-24 11:23:43.360074
Auctus,Options,AUC,Ethereum,+10.13%,-37.34%,+2.67%,"$2,642,628",2642628,2021-05-24 11:23:43.360074
0.exchange,Dexes,ZERO,Multi-Chain,-7.31%,-64.08%,+7.27%,"$2,630,170",2630170,2021-05-24 11:23:43.360074
Growth DeFi,Yield,GRO,Ethereum,0%,-47.19%,0%,"$2,518,715",2518715,2021-05-24 11:23:43.360074
Dev Protocol,Protocols,DEV,Ethereum,-31.45%,-64.24%,+10.33%,"$2,490,971",2490971,2021-05-24 11:23:43.360074
Siren,Options,SI,Ethereum,-10.67%,-33.23%,-0.19%,"$2,398,209",2398209,2021-05-24 11:23:43.360074
Olive Cash,Yield,OLIVE,Multi-Chain,-3.93%,-18.65%,+0.52%,"$2,072,260",2072260,2021-05-24 11:23:43.360074
Connext,Protocols,-,Ethereum,-4.93%,-25.07%,+2.44%,"$2,017,705",2017705,2021-05-24 11:23:43.360074
ForceDAO,Yield,FORCE,Ethereum,+0.82%,-33.50%,-0.30%,"$1,869,684",1869684,2021-05-24 11:23:43.360074
YF Link,Dexes,YFL,Ethereum,-9.89%,-61.00%,-0.00%,"$1,806,764",1806764,2021-05-24 11:23:43.360074
XDeFi,Dexes,XDEX,Ethereum,-6.18%,-40.77%,0%,"$1,776,568",1776568,2021-05-24 11:23:43.360074
N3RD Finance,Yield,N3RDz,Ethereum,+9.27%,-40.31%,-0.17%,"$1,721,566",1721566,2021-05-24 11:23:43.360074
Ram Protocol,Lending,RAM,ThunderCore,+8.81%,-,+14.86%,"$1,713,640",1713640,2021-05-24 11:23:43.360074
MCDEX,Dexes,MCB,Ethereum,+9.58%,-35.16%,+2.60%,"$1,650,976",1650976,2021-05-24 11:23:43.360074
BT.Finance,Yield,BT,Ethereum,+7.07%,-55.54%,-0.04%,"$1,092,888",1092888,2021-05-24 11:23:43.360074
S Finance,Dexes,SFG,Ethereum,+0.53%,-18.68%,-0.56%,"$963,500",963500,2021-05-24 11:23:43.360074
Strudel Finance,Assets,TRDL,Ethereum,+6.17%,-19.77%,-0.59%,"$841,358",841358,2021-05-24 11:23:43.360074
FinNexus,Options,FNX,Multi-Chain,-7.75%,-93.58%,-1.79%,"$753,746",753746,2021-05-24 11:23:43.360074
PEAKDEFI,Yield,PEAK,Ethereum,+0.18%,-0.21%,-1.05%,"$668,437",668437,2021-05-24 11:23:43.360074
DeFiner,Yield,FIN,Ethereum,-2.64%,+114%,-1.67%,"$536,308",536308,2021-05-24 11:23:43.360074
Primitive,Options,-,Ethereum,+8.68%,-36.36%,+4.15%,"$454,734",454734,2021-05-24 11:23:43.360074
Levinswap,Dexes,LEVIN,xDai,-3.71%,-39.09%,+0.77%,"$442,754",442754,2021-05-24 11:23:43.360074
Basis Cash,Assets,BAC,Ethereum,0%,"$404,974",0%,"$404,974",404974,2021-05-24 11:23:43.360074
Dracula,Yield,DRC,Ethereum,0%,-27.03%,0%,"$389,247",389247,2021-05-24 11:23:43.360074
QIAN,Assets,KUN,Ethereum,+0.72%,-40.45%,+0.55%,"$299,125",299125,2021-05-24 11:23:43.360074
YetiSwap,Dexes,YTS,Avalanche,+17.98%,-63.32%,-0.96%,"$288,984",288984,2021-05-24 11:23:43.360074
UniTrade,Dexes,TRADE,Ethereum,-15.46%,-44.40%,+1.51%,"$187,136",187136,2021-05-24 11:23:43.360074
Shell Protocol,Dexes,-,Ethereum,< 0.0001%,+0.02%,< 0.0001%,"$113,693",113693,2021-05-24 11:23:43.360074
SynLev,Protocols,SYN,Ethereum,+12.12%,-35.98%,-0.14%,"$83,515",83515,2021-05-24 11:23:43.360074
CoFiX,Dexes,COFI,Ethereum,+12.12%,-73.56%,-0.14%,"$75,574",75574,2021-05-24 11:23:43.360074
 Robo-Advisor fo...,Yield,-,Ethereum,+1.07%,-98.26%,-0.63%,"$21,991",21991,2021-05-24 11:23:43.360074
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-24 11:23:43.360074
