Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Tornado Cash,Protocols,-,Ethereum,-13.22%,-36.71%,-1.47%,$453.68m,453680000,2021-05-20 07:50:28.070004
Thorchain,Dexes,RUNE,Binance,-27.10%,-32.24%,-2.64%,$418.56m,418560000,2021-05-20 07:50:28.070004
Nexus Mutual,Insurance,NXM,Ethereum,-18.24%,-34.76%,+3.13%,$413.31m,413310000,2021-05-20 07:50:28.070004
Harvest Finance,Yield,FARM,Ethereum,-13.66%,-23.94%,+0.88%,$405.63m,405630000,2021-05-20 07:50:28.070004
Unit Protocol,Protocols,DUCK,Ethereum,-30.66%,-28.09%,+3.69%,$400.68m,400680000,2021-05-20 07:50:28.070004
Fei Protocol,Assets,FEI,Ethereum,-7.92%,-21.35%,-1.29%,$396.72m,396720000,2021-05-20 07:50:28.070004
Wault,Yield,WEX,Binance,-29.63%,-42.32%,-0.49%,$381.02m,381020000,2021-05-20 07:50:28.070004
Pangolin,Dexes,PNG,Avalanche,+6.66%,+1.23%,-0.09%,$340.82m,340820000,2021-05-20 07:50:28.070004
ACryptoS,Yield,ACS,Binance,-35.55%,-25.18%,+4.13%,$299.36m,299360000,2021-05-20 07:50:28.070004
Fantom,Protocols,FTM,Multi-Chain,-34.65%,-30.58%,+4.10%,$284.55m,284550000,2021-05-20 07:50:28.070004
DefiChain,Protocols,DFI,DefiChain,-9.69%,-24.69%,+2.20%,$266.72m,266720000,2021-05-20 07:50:28.070004
Stacks,Protocols,STX,Stacks,-16.93%,-41.50%,-0.58%,$265.89m,265890000,2021-05-20 07:50:28.070004
CREAM Finance,Lending,CREAM,Ethereum,-12.18%,-18.46%,+3.68%,$260.5m,260500000,2021-05-20 07:50:28.070004
Set Protocol,Indexes,-,Ethereum,-20.49%,-34.89%,-0.61%,$253.16m,253160000,2021-05-20 07:50:28.070004
Serum,Dexes,SRM,Solana,+10.48%,-,+3.58%,$246.19m,246190000,2021-05-20 07:50:28.070004
KEEP Network,Assets,KEEP,Ethereum,-17.68%,-34.73%,+3.07%,$242.84m,242840000,2021-05-20 07:50:28.070004
bZx,Lending,BZRX,Ethereum,-26.99%,-45.85%,+2.68%,$240.08m,240080000,2021-05-20 07:50:28.070004
Index Coop,Indexes,INDEX,Ethereum,-26.24%,-30.45%,+3.76%,$224.81m,224810000,2021-05-20 07:50:28.070004
Idle Finance,Yield,IDLE,Ethereum,-26.18%,-4.44%,-0.10%,$212.52m,212520000,2021-05-20 07:50:28.070004
PoolTogether,Protocols,POOL,Ethereum,-12.79%,-15.43%,+0.18%,$194.82m,194820000,2021-05-20 07:50:28.070004
dYdX,Dexes,-,Ethereum,-30.09%,-35.78%,-0.87%,$190.69m,190690000,2021-05-20 07:50:28.070004
Kava,Lending,KAVA,Multi-Chain,-14.70%,-41.54%,-1.00%,$184.07m,184070000,2021-05-20 07:50:28.070004
Flamingo Finance,Dexes,FLM,NEO,-18.86%,-41.60%,-0.99%,$172.37m,172370000,2021-05-20 07:50:28.070004
Loopring,Dexes,LRC,Ethereum,-18.37%,-33.59%,+3.05%,$167.15m,167150000,2021-05-20 07:50:28.070004
Wing Finance,Lending,WING,Ontology,-47.07%,-53.58%,+0.61%,$166.7m,166700000,2021-05-20 07:50:28.070004
StakeHound,Staking,-,Ethereum,-12.04%,-34.71%,-1.18%,$166.14m,166140000,2021-05-20 07:50:28.070004
B.Protocol,Lending,BPRO,Ethereum,-13.03%,-34.15%,-1.21%,$166.1m,166100000,2021-05-20 07:50:28.070004
Dfyn Network,Dexes,DFYN,Polygon,-29.19%,-,+2.50%,$157.02m,157020000,2021-05-20 07:50:28.070004
Convex Finance,Yield,CVX,Ethereum,-16.29%,-,+1.27%,$153.65m,153650000,2021-05-20 07:50:28.070004
Sablier Finance,Protocols,-,Ethereum,-18.80%,-27.38%,+3.86%,$148.53m,148530000,2021-05-20 07:50:28.070004
xDAI Stake,Protocols,STAKE,Ethereum,-12.74%,+61.84%,+0.98%,$137.27m,137270000,2021-05-20 07:50:28.070004
UMA Protocol,Protocols,UMA,Ethereum,-22.90%,-36.44%,-1.10%,$136.51m,136510000,2021-05-20 07:50:28.070004
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-05-20 07:50:28.070004
DODO,Dexes,DODO,Ethereum,-16.88%,-24.83%,-0.54%,$128.92m,128920000,2021-05-20 07:50:28.070004
Integral,Dexes,-,Ethereum,-35.94%,-66.37%,-1.02%,$127.51m,127510000,2021-05-20 07:50:28.070004
Reflexer,Assets,RAI,Ethereum,-29.96%,-54.08%,-0.70%,$126.35m,126350000,2021-05-20 07:50:28.070004
ZilSwap,Dexes,ZWAP,Zilliqa,-16.31%,-34.30%,-1.41%,$116.73m,116730000,2021-05-20 07:50:28.070004
Ankr,Staking,ANKR,Ethereum,-12.00%,-34.38%,-0.29%,$116.65m,116650000,2021-05-20 07:50:28.070004
Unslashed,Insurance,USF,Ethereum,-18.29%,-34.77%,+3.14%,$103.37m,103370000,2021-05-20 07:50:28.070004
MANTRA DAO,Protocols,OM,Ethereum,-25.54%,-32.29%,+2.48%,$102.48m,102480000,2021-05-20 07:50:28.070004
yAxis,Yield,YAX,Ethereum,-29.53%,-40.42%,-0.35%,"$95,322,259",95322259,2021-05-20 07:50:28.070004
Pickle,Yield,PICKLE,Ethereum,-1.63%,-1.37%,+0.25%,"$94,569,654",94569654,2021-05-20 07:50:28.070004
Rari Capital,Yield,RGT,Ethereum,+3.11%,+13.90%,+0.11%,"$89,949,301",89949301,2021-05-20 07:50:28.070004
TrueFi,Lending,TRU,Ethereum,-8.16%,-16.62%,+0.76%,"$89,198,873",89198873,2021-05-20 07:50:28.070004
OnX.Finance,Lending,ONX,Ethereum,-18.89%,-37.55%,+4.12%,"$85,679,590",85679590,2021-05-20 07:50:28.070004
KeeperDAO,Yield,ROOK,Ethereum,-10.14%,-83.67%,-1.26%,"$84,859,572",84859572,2021-05-20 07:50:28.070004
BarnBridge,Yield,BOND,Ethereum,-6.00%,"$83,897,889",-15.52%,"$83,897,889",83897889,2021-05-20 07:50:28.070004
1inch,Dexes,1INCH,Ethereum,-24.91%,-66.98%,+2.37%,"$83,871,679",83871679,2021-05-20 07:50:28.070004
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-20 07:50:28.070004
Flamincome,Yield,FLAG,Ethereum,-2.73%,-20.36%,-0.79%,"$79,671,629",79671629,2021-05-20 07:50:28.070004
Secret Network,Protocols,SCRT,Secret,-17.07%,-38.31%,+2.39%,"$78,980,790",78980790,2021-05-20 07:50:28.070004
Secret Bridge,Assets,-,Secret,-17.07%,-38.31%,+2.39%,"$78,980,790",78980790,2021-05-20 07:50:28.070004
SolFarm,Yield,Token not found,Solana,-,"$78,130,429",-20.90%,"$78,130,429",78130429,2021-05-20 07:50:28.070004
Goose Finance,Yield,EGG,Binance,-15.39%,-33.75%,+2.40%,"$74,538,240",74538240,2021-05-20 07:50:28.070004
SpiritSwap,Dexes,SPIRIT,Fantom,-29.70%,-,+0.69%,"$71,050,522",71050522,2021-05-20 07:50:28.070004
StakeWise,Staking,SWISE,Ethereum,-11.34%,-33.24%,-1.18%,"$68,708,229",68708229,2021-05-20 07:50:28.070004
SpookySwap,Dexes,BOO,Fantom,-,-,+20.32%,"$65,849,934",65849934,2021-05-20 07:50:28.070004
mStable,Protocols,MTA,Ethereum,-1.60%,-10.98%,+0.51%,"$64,116,404",64116404,2021-05-20 07:50:28.070004
Metronome,Assets,MET,Ethereum,-17.75%,-33.67%,+2.98%,"$63,785,983",63785983,2021-05-20 07:50:28.070004
imToken,Assets,imBTC,Ethereum,+7.85%,-40.11%,+2.58%,"$60,104,884",60104884,2021-05-20 07:50:28.070004
BoringDAO,Protocols,BOR,Ethereum,-12.84%,-20.77%,+3.34%,"$56,427,585",56427585,2021-05-20 07:50:28.070004
dForce,Lending,DF,Multi-Chain,-14.18%,-23.08%,+1.36%,"$55,421,161",55421161,2021-05-20 07:50:28.070004
Saddle Finance,Dexes,-,Ethereum,-17.41%,-34.48%,+1.29%,"$54,854,982",54854982,2021-05-20 07:50:28.070004
 Lightning Netwo...,Protocols,-,Bitcoin,-3.73%,-20.15%,+2.70%,"$52,332,706",52332706,2021-05-20 07:50:28.070004
Defi Swap,Dexes,CRO,Ethereum,-12.20%,-27.07%,+2.46%,"$51,214,791",51214791,2021-05-20 07:50:28.070004
StakeDAO,Yield,SDT,Ethereum,-18.05%,-43.19%,-0.82%,"$48,892,354",48892354,2021-05-20 07:50:28.070004
Hyper Finance,Yield,HYFI,Binance,-37.76%,-50.54%,-1.16%,"$47,349,066",47349066,2021-05-20 07:50:28.070004
ValueDefi,Yield,VALUE,Multi-Chain,-12.87%,-26.83%,-0.31%,"$45,238,228",45238228,2021-05-20 07:50:28.070004
FutureSwap,Dexes,FST,Ethereum,-15.06%,-27.63%,+1.70%,"$45,226,454",45226454,2021-05-20 07:50:28.070004
Hegic,Options,HEGIC,Ethereum,-15.59%,-34.31%,+2.54%,"$44,472,574",44472574,2021-05-20 07:50:28.070004
WanSwap Dex,Dexes,WASP,Wanchain,-17.41%,-37.45%,+0.95%,"$42,908,425",42908425,2021-05-20 07:50:28.070004
Zookeeper,Yield,ZOO,Wanchain,-12.81%,-35.78%,-0.48%,"$42,046,415",42046415,2021-05-20 07:50:28.070004
SharedStake,Staking,SGT,Ethereum,-12.12%,-34.82%,-0.29%,"$41,530,168",41530168,2021-05-20 07:50:28.070004
Ruler,Lending,RULER,Ethereum,-11.94%,-19.83%,+0.40%,"$40,847,122",40847122,2021-05-20 07:50:28.070004
Orca,Dexes,-,Solana,-22.24%,-24.17%,-0.01%,"$40,725,904",40725904,2021-05-20 07:50:28.070004
Mimo Defi,Lending,MIMO,Ethereum,-11.02%,-30.16%,-1.11%,"$39,673,776",39673776,2021-05-20 07:50:28.070004
SecretSwap,Dexes,SEFI,Secret,-19.11%,-,+2.62%,"$39,177,364",39177364,2021-05-20 07:50:28.070004
88mph,Yield,MPH,Ethereum,-7.40%,-21.84%,-0.80%,"$38,892,146",38892146,2021-05-20 07:50:28.070004
xToken,Yield,XTK,Ethereum,-28.42%,-38.54%,+2.76%,"$38,712,705",38712705,2021-05-20 07:50:28.070004
Kyber,Dexes,KNC,Ethereum,-10.98%,-23.82%,+2.61%,"$38,019,203",38019203,2021-05-20 07:50:28.070004
DerivaDEX,Dexes,DDX,Ethereum,-6.13%,-6.85%,-1.80%,"$34,349,863",34349863,2021-05-20 07:50:28.070004
BasketDAO,Indexes,BASK,Ethereum,-27.70%,-46.25%,-0.27%,"$34,345,805",34345805,2021-05-20 07:50:28.070004
Opyn,Options,-,Ethereum,-7.52%,-21.80%,-1.16%,"$33,773,441",33773441,2021-05-20 07:50:28.070004
Swipe,Dexes,SXP,Ethereum,-30.91%,-34.56%,+2.03%,"$33,593,196",33593196,2021-05-20 07:50:28.070004
BiFi,Lending,BiFi,Multi-Chain,-18.03%,-35.13%,-1.08%,"$32,364,873",32364873,2021-05-20 07:50:28.070004
Wasabix,Yield,WASABI,Ethereum,-13.07%,-28.93%,-0.62%,"$31,211,662",31211662,2021-05-20 07:50:28.070004
Smoothy,Dexes,SMTY,Ethereum,-0.43%,-12.61%,< 0.0001%,"$30,761,177",30761177,2021-05-20 07:50:28.070004
dHEDGE,Protocols,DHT,Ethereum,-19.87%,-24.02%,+3.64%,"$29,690,036",29690036,2021-05-20 07:50:28.070004
Bella Protocol,Yield,BEL,Ethereum,-10.26%,-23.59%,+1.78%,"$28,624,519",28624519,2021-05-20 07:50:28.070004
Serum Swap,Dexes,SRM,Solana,-18.46%,-,0%,"$27,762,168",27762168,2021-05-20 07:50:28.070004
Enzyme Finance,Yield,MLN,Ethereum,-9.41%,-24.59%,+3.31%,"$26,007,848",26007848,2021-05-20 07:50:28.070004
Indexed Finance,Indexes,NDX,Ethereum,-26.90%,-38.86%,+2.40%,"$25,451,288",25451288,2021-05-20 07:50:28.070004
WePiggy,Lending,WPC,Ethereum,+4.29%,-16.96%,-1.07%,"$25,007,530",25007530,2021-05-20 07:50:28.070004
DeversiFi,Dexes,DVF,Ethereum,+7.88%,-7.51%,-0.36%,"$24,912,733",24912733,2021-05-20 07:50:28.070004
Swerve,Dexes,SWRV,Ethereum,-24.01%,"$23,955,760",-7.78%,"$23,955,760",23955760,2021-05-20 07:50:28.070004
Gnosis,Dexes,GNO,Ethereum,-19.02%,-33.40%,+3.52%,"$23,901,885",23901885,2021-05-20 07:50:28.070004
PowerPool,Indexes,CVP,Ethereum,-13.51%,-23.86%,-0.69%,"$22,570,740",22570740,2021-05-20 07:50:28.070004
Ribbon Finance,Options,-,Ethereum,-21.27%,-32.56%,-0.54%,"$22,501,853",22501853,2021-05-20 07:50:28.070004
ViperSwap,Dexes,VIPER,Harmony,-19.93%,-,-0.77%,"$21,624,861",21624861,2021-05-20 07:50:28.070004
DefiDollar DAO,Protocols,DFD,Ethereum,-1.12%,+40.60%,+0.93%,"$21,556,237",21556237,2021-05-20 07:50:28.070004
IDEX,Dexes,IDEX,Ethereum,-16.79%,-31.29%,+2.60%,"$19,310,901",19310901,2021-05-20 07:50:28.070004
Unagii,Yield,-,Ethereum,-7.36%,-15.65%,+1.35%,"$18,395,718",18395718,2021-05-20 07:50:28.070004
 Mushrooms Finan...,Yield,MM,Ethereum,-7.35%,-33.37%,+2.51%,"$18,254,489",18254489,2021-05-20 07:50:28.070004
Snowball,Yield,SNOB,Avalanche,+2.04%,+33.91%,-1.23%,"$17,995,190",17995190,2021-05-20 07:50:28.070004
Penguin Finance,Dexes,PEFI,Avalanche,-23.23%,-19.78%,-1.47%,"$17,772,641",17772641,2021-05-20 07:50:28.070004
PieDAO,Indexes,DOUGH,Ethereum,-20.01%,+3.55%,+2.34%,"$17,156,616",17156616,2021-05-20 07:50:28.070004
Notional,Lending,-,Ethereum,-7.84%,-19.33%,+1.94%,"$16,691,022",16691022,2021-05-20 07:50:28.070004
Mango Markets,Lending,-,Solana,-5.55%,-23.26%,-1.12%,"$16,685,367",16685367,2021-05-20 07:50:28.070004
HyperSwap,Dexes,Token not found,Fantom,-,"$15,985,279",-32.45%,"$15,985,279",15985279,2021-05-20 07:50:28.070004
Gondola Finance,Dexes,GDL,Avalanche,-26.74%,-,-0.63%,"$15,571,313",15571313,2021-05-20 07:50:28.070004
Stacker Ventures,Yield,STACK,Ethereum,-16.02%,-,-1.02%,"$12,474,763",12474763,2021-05-20 07:50:28.070004
Erasure,Protocols,NMR,Ethereum,-23.82%,-20.87%,+2.20%,"$12,271,155",12271155,2021-05-20 07:50:28.070004
ACoconut,Yield,AC,Multi-Chain,-17.49%,-44.72%,-1.35%,"$11,685,965",11685965,2021-05-20 07:50:28.070004
Cryptex,Indexes,CTX,Ethereum,-12.82%,-61.68%,-1.13%,"$11,384,304",11384304,2021-05-20 07:50:28.070004
BondAppetit,Assets,BAG,Ethereum,-4.16%,+12.74%,-2.13%,"$9,644,462",9644462,2021-05-20 07:50:28.070004
Cometh,Dexes,MUST,Polygon,-23.11%,-39.34%,+0.83%,"$9,602,732",9602732,2021-05-20 07:50:28.070004
Energiswap,Dexes,NRG,Energi,-18.13%,-32.78%,-0.18%,"$9,475,294",9475294,2021-05-20 07:50:28.070004
Perlin,Dexes,PERL,Ethereum,-31.59%,-42.71%,+3.22%,"$8,992,797",8992797,2021-05-20 07:50:28.070004
Honeyswap,Dexes,HNY,xDai,-12.07%,-24.60%,+0.59%,"$8,897,791",8897791,2021-05-20 07:50:28.070004
DDEX,Dexes,-,Ethereum,-13.54%,-36.77%,+2.58%,"$8,689,625",8689625,2021-05-20 07:50:28.070004
Fuse,Protocols,FUSE,Multi-Chain,-17.03%,-37.76%,+2.89%,"$8,098,930",8098930,2021-05-20 07:50:28.070004
Allinx,Yield,INX,Binance,-13.37%,-38.64%,-0.41%,"$7,072,885",7072885,2021-05-20 07:50:28.070004
Hakka Finance,Yield,HAKKA,Ethereum,-11.36%,-35.47%,-1.38%,"$6,602,013",6602013,2021-05-20 07:50:28.070004
Cover Protocol,Insurance,COVER,Ethereum,+4.08%,-11.71%,-0.02%,"$6,273,479",6273479,2021-05-20 07:50:28.070004
Oxygen,Lending,OXY,Solana,-8.87%,-19.97%,-0.62%,"$6,221,120",6221120,2021-05-20 07:50:28.070004
Wheat Protocol,Yield,WHEAT,Binance,-20.50%,-36.09%,-0.90%,"$5,743,132",5743132,2021-05-20 07:50:28.070004
Lydia,Dexes,-,Avalanche,-26.05%,-31.85%,-0.10%,"$5,030,558",5030558,2021-05-20 07:50:28.070004
Governor DAO,Protocols,GDAO,Ethereum,-26.52%,-40.72%,+3.18%,"$4,959,869",4959869,2021-05-20 07:50:28.070004
Opium,Insurance,OPIUM,Ethereum,+0.01%,-1.21%,-0.02%,"$4,860,376",4860376,2021-05-20 07:50:28.070004
ForTube,Lending,FOR,Ethereum,-15.76%,-39.68%,+1.94%,"$4,639,855",4639855,2021-05-20 07:50:28.070004
DEXTF Protocol,Protocols,DEXTF,Ethereum,-20.85%,-33.73%,+3.55%,"$4,256,058",4256058,2021-05-20 07:50:28.070004
Dev Protocol,Protocols,DEV,Ethereum,-35.65%,-42.62%,+0.12%,"$4,031,928",4031928,2021-05-20 07:50:28.070004
Swapr,Dexes,-,Multi-Chain,-7.05%,-14.77%,+0.23%,"$3,996,021",3996021,2021-05-20 07:50:28.070004
Growth DeFi,Yield,GRO,Ethereum,-12.14%,-36.64%,0%,"$3,966,127",3966127,2021-05-20 07:50:28.070004
Stafi,Staking,FIS,Ethereum,-12.03%,-34.68%,-0.29%,"$3,892,828",3892828,2021-05-20 07:50:28.070004
0.exchange,Dexes,ZERO,Multi-Chain,-38.58%,-58.37%,0%,"$3,722,398",3722398,2021-05-20 07:50:28.070004
SnowSwap,Dexes,SNOW,Ethereum,-9.94%,-32.89%,-0.95%,"$3,487,583",3487583,2021-05-20 07:50:28.070004
cVault.finance,Assets,CORE,Ethereum,-10.88%,-24.06%,+2.86%,"$3,480,866",3480866,2021-05-20 07:50:28.070004
YF Link,Dexes,YFL,Ethereum,-15.88%,-51.41%,< 0.0001%,"$3,477,246",3477246,2021-05-20 07:50:28.070004
Augur,Dexes,REP,Ethereum,-11.56%,-34.37%,-1.39%,"$3,378,395",3378395,2021-05-20 07:50:28.070004
CreamSwap,Dexes,CREAM,Ethereum,-18.13%,-29.08%,+3.14%,"$3,190,756",3190756,2021-05-20 07:50:28.070004
Auctus,Options,AUC,Ethereum,-14.48%,-43.51%,+2.92%,"$3,149,165",3149165,2021-05-20 07:50:28.070004
Siren,Options,SI,Ethereum,-7.20%,-19.70%,+0.79%,"$3,138,364",3138364,2021-05-20 07:50:28.070004
Yam Finance,Protocols,YAM,Ethereum,-7.50%,-22.08%,-0.79%,"$3,017,151",3017151,2021-05-20 07:50:28.070004
zLot,Staking,zLot,Ethereum,-22.40%,-30.78%,+0.41%,"$2,968,495",2968495,2021-05-20 07:50:28.070004
Connext,Protocols,-,Ethereum,-2.29%,+50.59%,+1.46%,"$2,929,068",2929068,2021-05-20 07:50:28.070004
Olive Cash,Yield,OLIVE,Multi-Chain,+2.11%,-14.67%,+0.21%,"$2,897,624",2897624,2021-05-20 07:50:28.070004
XDeFi,Dexes,XDEX,Ethereum,-0.80%,-1.83%,0%,"$2,840,992",2840992,2021-05-20 07:50:28.070004
N3RD Finance,Yield,N3RDz,Ethereum,-17.34%,-43.19%,+3.92%,"$2,113,137",2113137,2021-05-20 07:50:28.070004
ForceDAO,Yield,FORCE,Ethereum,-1.71%,-34.81%,-0.30%,"$2,102,956",2102956,2021-05-20 07:50:28.070004
Jarvis Network,Protocols,JRT,Ethereum,+24.55%,+90.63%,-0.37%,"$2,018,946",2018946,2021-05-20 07:50:28.070004
MCDEX,Dexes,MCB,Ethereum,-18.23%,-34.73%,+3.14%,"$1,819,928",1819928,2021-05-20 07:50:28.070004
BT.Finance,Yield,BT,Ethereum,-17.54%,-46.74%,+2.10%,"$1,535,560",1535560,2021-05-20 07:50:28.070004
S Finance,Dexes,SFG,Ethereum,+0.08%,-0.05%,-0.31%,"$1,185,122",1185122,2021-05-20 07:50:28.070004
FinNexus,Options,FNX,Multi-Chain,-28.96%,-90.80%,-0.38%,"$1,146,321",1146321,2021-05-20 07:50:28.070004
Strudel Finance,Assets,TRDL,Ethereum,-3.00%,-21.83%,+2.58%,"$907,610",907610,2021-05-20 07:50:28.070004
PEAKDEFI,Yield,PEAK,Ethereum,-0.05%,-4.85%,+0.01%,"$669,110",669110,2021-05-20 07:50:28.070004
DeFiner,Yield,FIN,Ethereum,+143%,+51.94%,+1.84%,"$563,749",563749,2021-05-20 07:50:28.070004
Primitive,Options,-,Ethereum,-15.37%,-39.88%,-1.73%,"$554,341",554341,2021-05-20 07:50:28.070004
Levinswap,Dexes,LEVIN,xDai,-26.56%,-31.61%,+0.08%,"$486,684",486684,2021-05-20 07:50:28.070004
Dracula,Yield,DRC,Ethereum,-10.32%,-27.94%,-1.43%,"$420,146",420146,2021-05-20 07:50:28.070004
Basis Cash,Assets,BAC,Ethereum,0%,"$404,974",0%,"$404,974",404974,2021-05-20 07:50:28.070004
QIAN,Assets,KUN,Ethereum,-21.11%,-61.53%,-0.48%,"$342,377",342377,2021-05-20 07:50:28.070004
YetiSwap,Dexes,YTS,Avalanche,-22.88%,-36.78%,-0.00%,"$324,058",324058,2021-05-20 07:50:28.070004
YFII,Dexes,YFII,Ethereum,-4.54%,-12.74%,-0.42%,"$274,217",274217,2021-05-20 07:50:28.070004
UniTrade,Dexes,TRADE,Ethereum,-14.02%,-26.90%,-0.11%,"$249,534",249534,2021-05-20 07:50:28.070004
CoFiX,Dexes,COFI,Ethereum,-7.70%,-30.74%,-1.54%,"$222,439",222439,2021-05-20 07:50:28.070004
Shell Protocol,Dexes,-,Ethereum,+0.01%,+0.01%,0%,"$113,671",113671,2021-05-20 07:50:28.070004
SynLev,Protocols,SYN,Ethereum,-18.29%,-34.74%,+3.14%,"$93,174",93174,2021-05-20 07:50:28.070004
 Robo-Advisor fo...,Yield,-,Ethereum,-6.49%,-98.81%,-0.20%,"$13,284",13284,2021-05-20 07:50:28.070004
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-20 07:50:28.070004
