Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
UMA Protocol,Protocols,UMA,Ethereum,+2.10%,+17.97%,+0.13%,$202.5m,202500000,2021-05-01 14:55:07.331003
StakeHound,Staking,-,Ethereum,+3.48%,+28.57%,-0.02%,$183.61m,183610000,2021-05-01 14:55:07.331003
Idle Finance,Yield,IDLE,Ethereum,-1.13%,-1.12%,-0.00%,$176.43m,176430000,2021-05-01 14:55:07.331003
B.Protocol,Lending,BPRO,Ethereum,-,+42.96%,+0.07%,$152.88m,152880000,2021-05-01 14:55:07.331003
DODO,Dexes,DODO,Ethereum,+7.01%,+26.12%,-0.03%,$148.82m,148820000,2021-05-01 14:55:07.331003
MANTRA DAO,Protocols,OM,Ethereum,+4.58%,+38.92%,+0.10%,$130.83m,130830000,2021-05-01 14:55:07.331003
Ankr,Staking,ANKR,Ethereum,+3.53%,+29.11%,-0.02%,$127.15m,127150000,2021-05-01 14:55:07.331003
Goose Finance,Yield,EGG,Binance,+29.35%,+18.35%,-0.09%,$123.32m,123320000,2021-05-01 14:55:07.331003
OnX.Finance,Lending,ONX,Ethereum,+4.94%,+29.89%,-0.07%,$121.45m,121450000,2021-05-01 14:55:07.331003
Unslashed,Insurance,USF,Ethereum,+4.62%,+28.89%,+0.04%,$116.97m,116970000,2021-05-01 14:55:07.331003
Secret Bridge,Assets,-,Secret,+4.93%,+13.42%,-0.00%,$108.06m,108060000,2021-05-01 14:55:07.331003
Secret Network,Protocols,SCRT,Secret,+4.91%,+13.40%,-0.02%,$108.04m,108040000,2021-05-01 14:55:07.331003
Flamincome,Yield,FLAG,Ethereum,+4.36%,+14.17%,+0.03%,"$99,369,266",99369266,2021-05-01 14:55:07.331003
Wasabix,Yield,WASABI,Ethereum,+9.17%,+14.42%,+0.02%,"$96,843,649",96843649,2021-05-01 14:55:07.331003
BasketDAO,Indexes,BASK,Ethereum,-1.69%,+5.90%,-0.38%,"$93,681,824",93681824,2021-05-01 14:55:07.331003
xToken,Yield,XTK,Ethereum,+3.81%,+56.25%,+0.74%,"$91,844,204",91844204,2021-05-01 14:55:07.331003
TrueFi,Lending,TRU,Ethereum,+2.54%,+14.24%,+0.07%,"$90,921,488",90921488,2021-05-01 14:55:07.331003
Rari Capital,Yield,RGT,Ethereum,+2.89%,+19.04%,-0.09%,"$90,465,130",90465130,2021-05-01 14:55:07.331003
Saddle Finance,Dexes,-,Ethereum,+7.31%,+12.39%,-0.02%,"$88,637,684",88637684,2021-05-01 14:55:07.331003
StakeDAO,Yield,SDT,Ethereum,-1.65%,+5.63%,+0.01%,"$87,951,787",87951787,2021-05-01 14:55:07.331003
Deus,Protocols,DEUS,Multi-Chain,+4.28%,+11.09%,+0.07%,"$82,422,794",82422794,2021-05-01 14:55:07.331003
Hard Protocol,Protocols,HARD,Multi-Chain,+1.26%,+12.89%,+0.35%,"$80,820,347",80820347,2021-05-01 14:55:07.331003
xDAI Stake,Protocols,STAKE,Ethereum,+1.95%,+12.20%,+0.07%,"$80,787,526",80787526,2021-05-01 14:55:07.331003
mStable,Protocols,MTA,Ethereum,+1.72%,+6.02%,-0.02%,"$76,702,042",76702042,2021-05-01 14:55:07.331003
BoringDAO,Protocols,BOR,Ethereum,+3.67%,+8.00%,+0.04%,"$75,762,050",75762050,2021-05-01 14:55:07.331003
BarnBridge,Yield,BOND,Ethereum,-0.19%,+2294%,-0.01%,"$74,894,024",74894024,2021-05-01 14:55:07.331003
Smoothy,Dexes,-,Ethereum,-16.35%,-36.71%,-0.00%,"$72,574,872",72574872,2021-05-01 14:55:07.331003
 Lightning Netwo...,Protocols,-,Bitcoin,+6.20%,+18.80%,+0.06%,"$71,099,639",71099639,2021-05-01 14:55:07.331003
Hyper Finance,Yield,HYFI,Binance,+2.46%,-,-0.04%,"$70,519,433",70519433,2021-05-01 14:55:07.331003
dForce,Lending,DF,Multi-Chain,+1.65%,+8.84%,-0.02%,"$70,361,536",70361536,2021-05-01 14:55:07.331003
Metronome,Assets,MET,Ethereum,+3.20%,+25.90%,+0.32%,"$70,357,427",70357427,2021-05-01 14:55:07.331003
imToken,Assets,imBTC,Ethereum,-4.18%,+21.50%,+0.06%,"$67,004,198",67004198,2021-05-01 14:55:07.331003
Defi Swap,Dexes,CRO,Ethereum,+3.24%,+17.94%,+0.03%,"$63,543,225",63543225,2021-05-01 14:55:07.331003
Stakewise,Staking,-,Ethereum,+3.63%,+37.24%,-0.02%,"$61,475,970",61475970,2021-05-01 14:55:07.331003
Hegic,Options,HEGIC,Ethereum,+4.41%,+15.35%,-0.02%,"$60,990,733",60990733,2021-05-01 14:55:07.331003
WanSwap Dex,Dexes,WASP,Wanchain,+7.31%,+37.77%,-0.43%,"$57,864,556",57864556,2021-05-01 14:55:07.331003
FutureSwap,Dexes,-,Ethereum,+2.08%,+13.11%,-0.01%,"$57,356,647",57356647,2021-05-01 14:55:07.331003
BiFi,Lending,BiFi,Multi-Chain,-1.91%,+33.60%,-0.31%,"$54,607,605",54607605,2021-05-01 14:55:07.331003
Orca,Dexes,-,Solana,+1.22%,+71.37%,-0.05%,"$53,057,239",53057239,2021-05-01 14:55:07.331003
cVault.finance,Assets,CORE,Ethereum,+4.92%,+28.66%,-0.18%,"$51,103,182",51103182,2021-05-01 14:55:07.331003
Swipe,Dexes,SXP,Ethereum,+5.45%,+23.27%,-0.02%,"$50,707,569",50707569,2021-05-01 14:55:07.331003
Zookeeper,Yield,ZOO,Wanchain,+12.22%,+52.14%,+1.15%,"$46,299,512",46299512,2021-05-01 14:55:07.331003
SharedStake,Staking,SGT,Ethereum,+3.18%,+21.46%,-0.02%,"$46,290,765",46290765,2021-05-01 14:55:07.331003
88mph,Yield,MPH,Ethereum,+2.20%,+9.68%,+0.19%,"$45,165,473",45165473,2021-05-01 14:55:07.331003
Kyber,Dexes,KNC,Ethereum,-1.70%,+9.80%,+0.54%,"$44,715,162",44715162,2021-05-01 14:55:07.331003
Mimo Defi,Lending,MIMO,Ethereum,+3.64%,+25.63%,-0.00%,"$42,366,400",42366400,2021-05-01 14:55:07.331003
Pickle,Yield,PICKLE,Ethereum,+10.58%,+23.24%,-0.36%,"$40,475,490",40475490,2021-05-01 14:55:07.331003
Bella Protocol,Yield,BEL,Ethereum,+4.21%,+24.28%,+0.18%,"$39,673,431",39673431,2021-05-01 14:55:07.331003
DerivaDEX,Dexes,DDX,Ethereum,+5.22%,"$38,102,513",+0.01%,"$38,102,513",38102513,2021-05-01 14:55:07.331003
Indexed Finance,Indexes,NDX,Ethereum,+7.01%,+45.49%,+0.05%,"$37,336,755",37336755,2021-05-01 14:55:07.331003
Serum Swap,Dexes,SRM,Solana,+17.29%,+19.37%,0%,"$33,775,616",33775616,2021-05-01 14:55:07.331003
dHEDGE,Protocols,DHT,Ethereum,+5.13%,+28.01%,+0.14%,"$32,871,932",32871932,2021-05-01 14:55:07.331003
Enzyme Finance,Yield,MLN,Ethereum,+5.55%,+31.17%,+0.01%,"$32,186,503",32186503,2021-05-01 14:55:07.331003
Opyn,Options,-,Ethereum,+2.62%,+145%,+0.05%,"$30,225,963",30225963,2021-05-01 14:55:07.331003
ACoconut,Yield,AC,Multi-Chain,+1.51%,-17.99%,-0.16%,"$28,934,674",28934674,2021-05-01 14:55:07.331003
PowerPool,Indexes,CVP,Ethereum,+1.89%,+13.04%,-0.01%,"$27,410,248",27410248,2021-05-01 14:55:07.331003
WePiggy,Lending,WPC,Ethereum,+1.91%,+31.64%,+0.07%,"$26,155,701",26155701,2021-05-01 14:55:07.331003
IDEX,Dexes,IDEX,Ethereum,+3.16%,+12.55%,+0.06%,"$25,852,269",25852269,2021-05-01 14:55:07.331003
Cryptex,Indexes,CTX,Ethereum,+2.07%,+16.45%,-0.02%,"$25,576,313",25576313,2021-05-01 14:55:07.331003
Cometh,Dexes,MUST,Polygon,+18.13%,+50.33%,-0.03%,"$25,200,790",25200790,2021-05-01 14:55:07.331003
Swerve,Dexes,SWRV,Ethereum,+4.17%,+17.99%,0%,"$23,913,319",23913319,2021-05-01 14:55:07.331003
DeversiFi,Dexes,NEC,Ethereum,+6.59%,+19.52%,-0.00%,"$22,141,984",22141984,2021-05-01 14:55:07.331003
 Mushrooms Finan...,Yield,MM,Ethereum,+10.18%,+80.95%,0%,"$21,356,436",21356436,2021-05-01 14:55:07.331003
Ribbon Finance,Options,-,Ethereum,+4.27%,+797%,-0.00%,"$20,152,392",20152392,2021-05-01 14:55:07.331003
Mango Markets,Lending,-,Solana,+4.70%,+23.20%,+0.04%,"$19,864,883",19864883,2021-05-01 14:55:07.331003
Perlin,Dexes,PERL,Ethereum,-3.45%,+46.26%,-0.33%,"$19,780,086",19780086,2021-05-01 14:55:07.331003
Snowball,Yield,SNOB,Avalanche,+15.59%,+92.42%,-0.21%,"$19,644,096",19644096,2021-05-01 14:55:07.331003
Notional,Lending,-,Ethereum,+2.38%,+3.26%,-0.01%,"$18,180,950",18180950,2021-05-01 14:55:07.331003
Erasure,Protocols,NMR,Ethereum,-1.27%,+21.62%,-0.23%,"$17,582,416",17582416,2021-05-01 14:55:07.331003
Unagii,Yield,-,Ethereum,+5.45%,+19.51%,+0.03%,"$16,651,130",16651130,2021-05-01 14:55:07.331003
PieDAO,Indexes,DOUGH,Ethereum,+3.21%,+22.31%,+0.30%,"$16,307,831",16307831,2021-05-01 14:55:07.331003
Gnosis,Dexes,GNO,Ethereum,-44.98%,-30.82%,-46.56%,"$15,427,674",15427674,2021-05-01 14:55:07.331003
Penguin Finance,Dexes,PEFI,Avalanche,+62.07%,+154%,-0.06%,"$14,463,913",14463913,2021-05-01 14:55:07.331003
Energiswap,Protocols,NRG,Energi,+0.85%,-3.05%,-0.06%,"$14,260,760",14260760,2021-05-01 14:55:07.331003
Fuse,Protocols,FUSE,Multi-Chain,+4.87%,+25.09%,+1.14%,"$13,573,261",13573261,2021-05-01 14:55:07.331003
DefiDollar,Protocols,DFD,Ethereum,0%,+1.15%,0%,"$13,100,003",13100003,2021-05-01 14:55:07.331003
FinNexus,Options,FNX,Multi-Chain,+1.07%,+0.74%,-0.01%,"$12,969,607",12969607,2021-05-01 14:55:07.331003
0.exchange,Dexes,ZERO,Multi-Chain,+2.47%,+44.06%,-0.09%,"$12,497,382",12497382,2021-05-01 14:55:07.331003
Allinx,Yield,INX,Binance,+0.59%,+56.49%,-0.08%,"$11,921,623",11921623,2021-05-01 14:55:07.331003
Honeyswap,Dexes,HNY,xDai,+4.85%,+39.04%,+0.10%,"$11,897,816",11897816,2021-05-01 14:55:07.331003
DDEX,Dexes,-,Ethereum,+4.11%,+28.04%,+0.04%,"$10,521,843",10521843,2021-05-01 14:55:07.331003
YF Link,Dexes,YFL,Ethereum,+16.48%,+35.12%,+0.83%,"$9,570,194",9570194,2021-05-01 14:55:07.331003
ForceDAO,Yield,-,Ethereum,-12.77%,-46.56%,-0.06%,"$8,788,088",8788088,2021-05-01 14:55:07.331003
ForTube,Lending,FOR,Ethereum,-1.65%,+26.49%,-0.01%,"$8,202,495",8202495,2021-05-01 14:55:07.331003
Governor DAO,Protocols,GDAO,Ethereum,+1.89%,+13.00%,-0.00%,"$8,147,281",8147281,2021-05-01 14:55:07.331003
BondAppetit,Assets,BAG,Ethereum,-0.69%,-,+0.06%,"$7,941,712",7941712,2021-05-01 14:55:07.331003
Hakka Finance,Yield,HAKKA,Ethereum,+4.01%,+25.22%,-0.05%,"$7,571,014",7571014,2021-05-01 14:55:07.331003
Oxygen,Lending,OXY,Solana,+1.48%,+21.21%,-0.10%,"$7,345,972",7345972,2021-05-01 14:55:07.331003
Cover Protocol,Insurance,COVER,Ethereum,-0.73%,-33.07%,< 0.0001%,"$6,705,304",6705304,2021-05-01 14:55:07.331003
Growth DeFi,Yield,GRO,Ethereum,+3.84%,+4.48%,0%,"$6,133,687",6133687,2021-05-01 14:55:07.331003
DEXTF Protocol,Protocols,DEXTF,Ethereum,+4.72%,+59.75%,+0.03%,"$5,484,227",5484227,2021-05-01 14:55:07.331003
Yam Finance,Protocols,YAM,Ethereum,+2.01%,-9.29%,-0.01%,"$5,374,470",5374470,2021-05-01 14:55:07.331003
Auctus,Options,AUC,Ethereum,+13.94%,+9.45%,-0.03%,"$5,167,985",5167985,2021-05-01 14:55:07.331003
Dev Protocol,Protocols,DEV,Ethereum,+5.26%,+25.32%,0%,"$4,768,577",4768577,2021-05-01 14:55:07.331003
Siren,Options,SI,Ethereum,-2.46%,"$4,689,621",-12.71%,"$4,689,621",4689621,2021-05-01 14:55:07.331003
zLot,Staking,zLot,Ethereum,+3.36%,+40.72%,+0.69%,"$4,329,462",4329462,2021-05-01 14:55:07.331003
SnowSwap,Dexes,SNOW,Ethereum,+3.49%,+9.03%,+0.04%,"$4,306,750",4306750,2021-05-01 14:55:07.331003
Stafi,Staking,FIS,Ethereum,+3.46%,+28.45%,-0.02%,"$4,296,808",4296808,2021-05-01 14:55:07.331003
Olive Cash,Yield,OLIVE,Multi-Chain,+20.73%,+66.76%,-3.84%,"$4,175,821",4175821,2021-05-01 14:55:07.331003
CreamSwap,Dexes,CREAM,Ethereum,-0.67%,+33.74%,-0.25%,"$3,800,632",3800632,2021-05-01 14:55:07.331003
XDeFi,Dexes,XDEX,Ethereum,-4.79%,-33.91%,-0.10%,"$3,665,660",3665660,2021-05-01 14:55:07.331003
BT.Finance,Yield,BT,Ethereum,+4.29%,+17.50%,+0.23%,"$3,192,110",3192110,2021-05-01 14:55:07.331003
Swapr,Dexes,-,Multi-Chain,+2.32%,+18.96%,0%,"$3,078,990",3078990,2021-05-01 14:55:07.331003
N3RD Finance,Yield,N3RDz,Ethereum,-11.39%,-29.01%,+1.23%,"$2,974,472",2974472,2021-05-01 14:55:07.331003
Opium,Insurance,OPIUM,Ethereum,-0.01%,"$2,780,187",-0.00%,"$2,780,187",2780187,2021-05-01 14:55:07.331003
Lydia,Dexes,-,Avalanche,+35.77%,-36.70%,-0.86%,"$2,528,542",2528542,2021-05-01 14:55:07.331003
MCDEX,Dexes,MCB,Ethereum,+3.96%,+28.06%,+0.04%,"$2,061,860",2061860,2021-05-01 14:55:07.331003
Connext,Protocols,-,Ethereum,-3.49%,-15.02%,-0.04%,"$1,540,236",1540236,2021-05-01 14:55:07.331003
Strudel Finance,Assets,TRDL,Ethereum,+5.82%,+18.08%,+0.06%,"$1,326,844",1326844,2021-05-01 14:55:07.331003
Jarvis Network,Protocols,JRT,Ethereum,-0.09%,-0.13%,+0.01%,"$1,061,960",1061960,2021-05-01 14:55:07.331003
QIAN,Assets,KUN,Ethereum,-4.51%,-35.27%,+0.06%,"$1,058,855",1058855,2021-05-01 14:55:07.331003
Dracula,Yield,DRC,Ethereum,-41.74%,-50.97%,-0.58%,"$860,632",860632,2021-05-01 14:55:07.331003
S Finance,Dexes,SFG,Ethereum,-0.03%,"$810,408",-0.04%,"$810,408",810408,2021-05-01 14:55:07.331003
Primitive,Options,-,Ethereum,+2.78%,+21.94%,-0.01%,"$791,604",791604,2021-05-01 14:55:07.331003
Levinswap,Dexes,LEVIN,xDai,-7.92%,-,+0.04%,"$723,423",723423,2021-05-01 14:55:07.331003
YetiSwap,Dexes,YTS,Avalanche,-19.41%,+17.70%,-0.85%,"$723,071",723071,2021-05-01 14:55:07.331003
YFII,Dexes,YFII,Ethereum,-6.73%,+5.74%,-0.01%,"$608,805",608805,2021-05-01 14:55:07.331003
PEAKDEFI,Yield,PEAK,Ethereum,+1.81%,-14.56%,+0.01%,"$533,285",533285,2021-05-01 14:55:07.331003
DeFiner,Yield,FIN,Ethereum,+12.92%,+146%,+2.89%,"$476,965",476965,2021-05-01 14:55:07.331003
Basis Cash,Assets,BAC,Ethereum,0%,"$403,782",0%,"$403,782",403782,2021-05-01 14:55:07.331003
UniTrade,Dexes,TRADE,Ethereum,+0.82%,+2.42%,-0.08%,"$283,953",283953,2021-05-01 14:55:07.331003
CoFiX,Dexes,COFI,Ethereum,+5.03%,+17.13%,-0.02%,"$274,834",274834,2021-05-01 14:55:07.331003
Shell Protocol,Dexes,-,Ethereum,0%,-2.20%,0%,"$114,679",114679,2021-05-01 14:55:07.331003
SynLev,Protocols,SYN,Ethereum,+4.62%,+28.68%,+0.04%,"$105,375",105375,2021-05-01 14:55:07.331003
Augur,Dexes,REP,Ethereum,0%,"$75,013",0%,"$75,013",75013,2021-05-01 14:55:07.331003
 Robo-Advisor fo...,Yield,-,Ethereum,-2.30%,+3.09%,-0.01%,"$44,843",44843,2021-05-01 14:55:07.331003
Prosper,Dexes,PROS,Multi-Chain,-5.42%,-35.12%,+1.67%,"$4,172",4172,2021-05-01 14:55:07.331003
