Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Ankr,Staking,ANKR,Ethereum,-7.42%,-,-0.39%,$120.86m,120860000,2021-05-29 06:45:06.488210
UMA Protocol,Protocols,UMA,Ethereum,-4.36%,-,+0.08%,$118.44m,118440000,2021-05-29 06:45:06.488210
Sablier Finance,Protocols,-,Ethereum,-6.82%,-,-0.50%,$113.05m,113050000,2021-05-29 06:45:06.488210
Reflexer,Assets,RAI,Ethereum,-7.54%,-,-0.40%,$111.4m,111400000,2021-05-29 06:45:06.488210
ZilSwap,Dexes,ZWAP,Zilliqa,-5.50%,-,-1.20%,$104.09m,104090000,2021-05-29 06:45:06.488210
Unslashed,Insurance,USF,Ethereum,-7.55%,-,+0.12%,$101.81m,101810000,2021-05-29 06:45:06.488210
DODO,Dexes,DODO,Ethereum,+3.26%,-24.13%,+0.55%,$100.31m,100310000,2021-05-29 06:45:06.488210
MANTRA DAO,Protocols,OM,Ethereum,-12.25%,-,+0.22%,"$92,090,280",92090280,2021-05-29 06:45:06.488210
SolFarm,Yield,Token not found,Solana,-,"$90,737,226",-9.63%,"$90,737,226",90737226,2021-05-29 06:45:06.488210
Integral,Dexes,-,Ethereum,-7.17%,-,-0.02%,"$78,000,135",78000135,2021-05-29 06:45:06.488210
BarnBridge,Yield,BOND,Ethereum,-0.91%,-,-0.00%,"$76,998,499",76998499,2021-05-29 06:45:06.488210
Flamincome,Yield,FLAG,Ethereum,-3.94%,-,-0.02%,"$75,818,204",75818204,2021-05-29 06:45:06.488210
Pickle,Yield,PICKLE,Ethereum,-8.57%,-,+0.13%,"$75,338,542",75338542,2021-05-29 06:45:06.488210
OnX.Finance,Lending,ONX,Ethereum,-7.37%,-,+0.35%,"$73,179,664",73179664,2021-05-29 06:45:06.488210
yAxis,Yield,YAX,Ethereum,-2.14%,-,-0.87%,"$72,032,847",72032847,2021-05-29 06:45:06.488210
imToken,Assets,imBTC,Ethereum,+11.73%,-,-2.16%,"$71,306,854",71306854,2021-05-29 06:45:06.488210
Secret Bridge,Assets,-,Secret,-8.82%,-,+0.18%,"$69,542,715",69542715,2021-05-29 06:45:06.488210
StakeWise,Staking,SWISE,Ethereum,-7.16%,-,-0.39%,"$68,859,198",68859198,2021-05-29 06:45:06.488210
mStable,Protocols,MTA,Ethereum,-1.11%,-,-0.07%,"$62,808,707",62808707,2021-05-29 06:45:06.488210
1inch,Dexes,1INCH,Ethereum,-9.49%,-,+0.03%,"$62,604,840",62604840,2021-05-29 06:45:06.488210
Metronome,Assets,MET,Ethereum,-6.15%,-,+0.11%,"$61,360,855",61360855,2021-05-29 06:45:06.488210
WePiggy,Lending,WPC,Multi-Chain,-2.93%,-,-0.08%,"$60,938,767",60938767,2021-05-29 06:45:06.488210
dForce,Lending,DF,Multi-Chain,-3.03%,-,-0.08%,"$56,452,435",56452435,2021-05-29 06:45:06.488210
Goose Finance,Yield,EGG,Binance,-10.96%,-,+0.33%,"$55,545,378",55545378,2021-05-29 06:45:06.488210
Hard Protocol,Protocols,HARD,Multi-Chain,-7.64%,-,+0.18%,"$51,721,738",51721738,2021-05-29 06:45:06.488210
Rari Capital,Yield,RGT,Ethereum,-7.35%,-,+0.76%,"$51,199,946",51199946,2021-05-29 06:45:06.488210
BoringDAO,Protocols,BOR,Ethereum,-5.96%,-,-0.09%,"$50,905,550",50905550,2021-05-29 06:45:06.488210
Defi Swap,Dexes,CRO,Ethereum,-5.55%,-,-0.01%,"$49,830,871",49830871,2021-05-29 06:45:06.488210
 Lightning Netwo...,Protocols,-,Bitcoin,-4.44%,-,-0.36%,"$49,803,192",49803192,2021-05-29 06:45:06.488210
Saddle Finance,Dexes,-,Ethereum,-3.68%,-,-0.18%,"$49,316,100",49316100,2021-05-29 06:45:06.488210
Unicly,Dexes,UNIC,Ethereum,+0.48%,-,+0.94%,"$48,362,861",48362861,2021-05-29 06:45:06.488210
Sovryn,Dexes,SOV,RSK,-,-,-0.18%,"$46,508,689",46508689,2021-05-29 06:45:06.488210
StakeDAO,Yield,SDT,Ethereum,-2.19%,-,-0.28%,"$46,377,335",46377335,2021-05-29 06:45:06.488210
SpiritSwap,Dexes,SPIRIT,Fantom,-5.10%,-,-1.03%,"$46,082,973",46082973,2021-05-29 06:45:06.488210
FutureSwap,Dexes,FST,Ethereum,-6.48%,-,-3.46%,"$43,698,241",43698241,2021-05-29 06:45:06.488210
Zookeeper,Yield,ZOO,Wanchain,0%,-,0%,"$43,397,935",43397935,2021-05-29 06:45:06.488210
Hegic,Options,HEGIC,Ethereum,-6.56%,-,+0.03%,"$42,943,525",42943525,2021-05-29 06:45:06.488210
WanSwap Dex,Dexes,WASP,Wanchain,-5.87%,-,+0.32%,"$41,494,929",41494929,2021-05-29 06:45:06.488210
SharedStake,Staking,SGT,Ethereum,-7.44%,-,-0.40%,"$40,210,316",40210316,2021-05-29 06:45:06.488210
88mph,Yield,MPH,Ethereum,-4.12%,-,-0.06%,"$38,741,564",38741564,2021-05-29 06:45:06.488210
SecretSwap,Dexes,SEFI,Secret,-6.58%,-,-21.94%,"$37,258,653",37258653,2021-05-29 06:45:06.488210
SpookySwap,Dexes,BOO,Fantom,-13.17%,-,-0.73%,"$36,176,742",36176742,2021-05-29 06:45:06.488210
Kyber,Dexes,KNC,Ethereum,-7.85%,-,-0.72%,"$35,445,998",35445998,2021-05-29 06:45:06.488210
DefiDollar DAO,Protocols,DFD,Ethereum,+3.54%,-,+0.01%,"$34,669,792",34669792,2021-05-29 06:45:06.488210
Orca,Dexes,-,Solana,-16.04%,-,-0.04%,"$32,804,494",32804494,2021-05-29 06:45:06.488210
Opyn,Options,-,Ethereum,-1.42%,-,-0.23%,"$31,971,902",31971902,2021-05-29 06:45:06.488210
DerivaDEX,Dexes,DDX,Ethereum,+2.75%,-,+0.09%,"$31,764,670",31764670,2021-05-29 06:45:06.488210
Ruler,Lending,RULER,Ethereum,-3.60%,-,+0.03%,"$31,713,940",31713940,2021-05-29 06:45:06.488210
Hyper Finance,Yield,HYFI,Binance,-9.49%,-,-0.40%,"$30,777,959",30777959,2021-05-29 06:45:06.488210
KeeperDAO,Yield,ROOK,Ethereum,-7.40%,-,+0.06%,"$30,747,036",30747036,2021-05-29 06:45:06.488210
BiFi,Lending,BiFi,Multi-Chain,-5.34%,-,-0.19%,"$29,195,912",29195912,2021-05-29 06:45:06.488210
dHEDGE,Protocols,DHT,Ethereum,-5.76%,-,+0.30%,"$28,158,341",28158341,2021-05-29 06:45:06.488210
Mimo Defi,Lending,MIMO,Ethereum,-6.02%,-,-0.35%,"$27,376,422",27376422,2021-05-29 06:45:06.488210
BasketDAO,Indexes,BASK,Ethereum,-9.16%,-,+0.35%,"$26,505,069",26505069,2021-05-29 06:45:06.488210
Bella Protocol,Yield,BEL,Ethereum,-7.51%,-,-0.11%,"$25,826,170",25826170,2021-05-29 06:45:06.488210
Serum Swap,Dexes,SRM,Solana,-7.47%,-,0%,"$25,725,033",25725033,2021-05-29 06:45:06.488210
Ribbon Finance,Options,-,Ethereum,+4.00%,-,-0.22%,"$25,203,040",25203040,2021-05-29 06:45:06.488210
DeversiFi,Dexes,DVF,Ethereum,-4.22%,-,-0.03%,"$24,965,241",24965241,2021-05-29 06:45:06.488210
Indexed Finance,Indexes,NDX,Ethereum,-8.88%,-,-0.31%,"$23,797,110",23797110,2021-05-29 06:45:06.488210
Enzyme Finance,Yield,MLN,Ethereum,-8.97%,-,-0.26%,"$23,513,676",23513676,2021-05-29 06:45:06.488210
ValueDefi,Yield,VALUE,Multi-Chain,-3.58%,-,+0.91%,"$23,312,787",23312787,2021-05-29 06:45:06.488210
Gnosis,Dexes,GNO,Ethereum,-7.29%,-,-0.42%,"$23,304,753",23304753,2021-05-29 06:45:06.488210
ViperSwap,Dexes,VIPER,Harmony,-13.93%,+11.40%,+0.22%,"$20,631,246",20631246,2021-05-29 06:45:06.488210
Swerve,Dexes,SWRV,Ethereum,+9.30%,-,< 0.0001%,"$20,123,220",20123220,2021-05-29 06:45:06.488210
Unagii,Yield,-,Ethereum,-3.45%,-,+0.03%,"$17,785,057",17785057,2021-05-29 06:45:06.488210
Notional,Lending,-,Ethereum,-3.59%,-,-0.17%,"$17,482,081",17482081,2021-05-29 06:45:06.488210
PowerPool,Indexes,CVP,Ethereum,-4.07%,-,-0.12%,"$17,136,424",17136424,2021-05-29 06:45:06.488210
xToken,Yield,XTK,Ethereum,+9.06%,-,+0.17%,"$16,604,374",16604374,2021-05-29 06:45:06.488210
Mango Markets,Lending,-,Solana,-4.52%,-,-0.03%,"$16,373,194",16373194,2021-05-29 06:45:06.488210
 Mushrooms Finan...,Yield,MM,Ethereum,-4.81%,-,-0.08%,"$16,129,839",16129839,2021-05-29 06:45:06.488210
IDEX,Dexes,IDEX,Ethereum,-8.75%,-,-0.09%,"$15,336,179",15336179,2021-05-29 06:45:06.488210
PieDAO,Indexes,DOUGH,Ethereum,-8.84%,-,-0.03%,"$14,770,267",14770267,2021-05-29 06:45:06.488210
Stacker Ventures,Yield,STACK,Ethereum,-5.15%,-,0%,"$13,930,359",13930359,2021-05-29 06:45:06.488210
Erasure,Protocols,NMR,Ethereum,-10.91%,-,-0.12%,"$13,283,997",13283997,2021-05-29 06:45:06.488210
Penguin Finance,Dexes,PEFI,Avalanche,-12.00%,-,-2.34%,"$12,941,971",12941971,2021-05-29 06:45:06.488210
Smoothy,Dexes,SMTY,Ethereum,-0.96%,-,-0.05%,"$12,658,933",12658933,2021-05-29 06:45:06.488210
ACoconut,Yield,AC,Multi-Chain,-4.24%,-,-0.19%,"$10,546,195",10546195,2021-05-29 06:45:06.488210
Cryptex,Indexes,CTX,Ethereum,-7.83%,-,-0.39%,"$10,042,742",10042742,2021-05-29 06:45:06.488210
HyperSwap,Dexes,Token not found,Fantom,-57.08%,"$9,869,056",+6.09%,"$9,869,056",9869056,2021-05-29 06:45:06.488210
BondAppetit,Assets,BAG,Ethereum,-0.18%,-,+0.04%,"$9,741,410",9741410,2021-05-29 06:45:06.488210
Wasabix,Yield,WASABI,Ethereum,-0.05%,-,+0.08%,"$9,464,025",9464025,2021-05-29 06:45:06.488210
Snowball,Yield,SNOB,Avalanche,-9.89%,-,-2.85%,"$9,049,045",9049045,2021-05-29 06:45:06.488210
Swipe,Dexes,SXP,Ethereum,-19.82%,-,-2.12%,"$9,002,385",9002385,2021-05-29 06:45:06.488210
Cometh,Dexes,MUST,Polygon,-12.57%,-,+0.35%,"$8,718,122",8718122,2021-05-29 06:45:06.488210
Energiswap,Dexes,NRG,Energi,-15.74%,-,+0.80%,"$8,619,224",8619224,2021-05-29 06:45:06.488210
Gondola Finance,Dexes,GDL,Avalanche,-0.25%,-,-0.39%,"$7,883,665",7883665,2021-05-29 06:45:06.488210
Fuse,Protocols,FUSE,Multi-Chain,-3.43%,-,+0.12%,"$7,773,883",7773883,2021-05-29 06:45:06.488210
DDEX,Dexes,-,Ethereum,-5.65%,-,-0.31%,"$7,750,061",7750061,2021-05-29 06:45:06.488210
YouSwap,Dexes,YOU,Multi-Chain,-1.68%,-,-0.30%,"$7,742,115",7742115,2021-05-29 06:45:06.488210
Honeyswap,Dexes,HNY,xDai,-3.99%,-,-0.28%,"$7,504,617",7504617,2021-05-29 06:45:06.488210
Fluity,Protocols,FLTY,Binance,+8.27%,-,-0.08%,"$7,214,959",7214959,2021-05-29 06:45:06.488210
Perlin,Dexes,PERL,Ethereum,-12.04%,-,-0.33%,"$7,188,149",7188149,2021-05-29 06:45:06.488210
Hakka Finance,Yield,HAKKA,Ethereum,-6.91%,-,+0.06%,"$6,525,599",6525599,2021-05-29 06:45:06.488210
 SteakBank Finan...,Staking,SBF,Binance,-4.93%,-,-0.07%,"$5,900,153",5900153,2021-05-29 06:45:06.488210
Oxygen,Lending,OXY,Solana,-4.32%,-,-0.06%,"$5,841,418",5841418,2021-05-29 06:45:06.488210
Yogi Finance,Dexes,YOGI,MultiChain,-2.39%,-,-1.00%,"$5,679,667",5679667,2021-05-29 06:45:06.488210
Wheat Protocol,Yield,WHEAT,Binance,-4.28%,-,-0.08%,"$5,202,861",5202861,2021-05-29 06:45:06.488210
Opium,Insurance,OPIUM,Ethereum,-0.00%,-,-0.01%,"$4,650,624",4650624,2021-05-29 06:45:06.488210
Stafi,Staking,FIS,Ethereum,-4.86%,-,-0.40%,"$4,521,824",4521824,2021-05-29 06:45:06.488210
Governor DAO,Protocols,GDAO,Ethereum,-7.68%,-,-0.04%,"$4,336,208",4336208,2021-05-29 06:45:06.488210
Allinx,Yield,INX,Binance,-4.98%,-,+0.03%,"$4,301,310",4301310,2021-05-29 06:45:06.488210
Lydia,Dexes,-,Avalanche,-7.81%,-,-0.10%,"$3,846,742",3846742,2021-05-29 06:45:06.488210
Swapr,Dexes,-,Multi-Chain,-1.12%,-,-0.10%,"$3,664,120",3664120,2021-05-29 06:45:06.488210
cVault.finance,Assets,CORE,Ethereum,-0.47%,-,-0.37%,"$3,639,066",3639066,2021-05-29 06:45:06.488210
DEXTF Protocol,Protocols,DEXTF,Ethereum,-8.31%,-,-0.32%,"$3,408,921",3408921,2021-05-29 06:45:06.488210
CreamSwap,Dexes,CREAM,Ethereum,-5.61%,-,-0.28%,"$3,239,258",3239258,2021-05-29 06:45:06.488210
Augur,Dexes,REP,Ethereum,-7.28%,-,-0.39%,"$3,231,288",3231288,2021-05-29 06:45:06.488210
Cover Protocol,Insurance,COVER,Ethereum,-5.92%,-,< 0.0001%,"$3,182,075",3182075,2021-05-29 06:45:06.488210
SnowSwap,Dexes,SNOW,Ethereum,-5.07%,-,-0.43%,"$3,091,721",3091721,2021-05-29 06:45:06.488210
Yam Finance,Protocols,YAM,Ethereum,-3.81%,-,-0.17%,"$3,041,785",3041785,2021-05-29 06:45:06.488210
zLot,Staking,zLot,Ethereum,-11.03%,-,-1.16%,"$3,012,249",3012249,2021-05-29 06:45:06.488210
ForTube,Lending,FOR,Ethereum,-4.87%,-,+0.60%,"$3,003,344",3003344,2021-05-29 06:45:06.488210
Jarvis Network,Protocols,JRT,Ethereum,+8.24%,-,+0.06%,"$2,784,461",2784461,2021-05-29 06:45:06.488210
Growth DeFi,Yield,GRO,Ethereum,0%,-,0%,"$2,772,424",2772424,2021-05-29 06:45:06.488210
Auctus,Options,AUC,Ethereum,-6.77%,-,+0.37%,"$2,749,226",2749226,2021-05-29 06:45:06.488210
Connext,Protocols,-,Ethereum,+17.97%,-,-0.13%,"$2,536,938",2536938,2021-05-29 06:45:06.488210
0.exchange,Dexes,ZERO,Multi-Chain,-13.80%,-,-0.31%,"$2,447,460",2447460,2021-05-29 06:45:06.488210
Dev Protocol,Protocols,DEV,Ethereum,-28.01%,-,+2.23%,"$2,355,014",2355014,2021-05-29 06:45:06.488210
YF Link,Dexes,YFL,Ethereum,-9.77%,-,+0.19%,"$2,214,868",2214868,2021-05-29 06:45:06.488210
MCDEX,Dexes,MCB,Ethereum,-7.44%,-,-0.40%,"$1,795,745",1795745,2021-05-29 06:45:06.488210
Olive Cash,Yield,OLIVE,Multi-Chain,-15.58%,-,-0.50%,"$1,786,981",1786981,2021-05-29 06:45:06.488210
N3RD Finance,Yield,N3RDz,Ethereum,-7.71%,-,+0.23%,"$1,659,599",1659599,2021-05-29 06:45:06.488210
Ram Protocol,Lending,RAM,ThunderCore,+1.65%,-,+0.17%,"$1,559,077",1559077,2021-05-29 06:45:06.488210
XDeFi,Dexes,XDEX,Ethereum,+5.53%,-,0%,"$1,544,965",1544965,2021-05-29 06:45:06.488210
ForceDAO,Yield,FORCE,Ethereum,-6.80%,-,-0.09%,"$1,467,075",1467075,2021-05-29 06:45:06.488210
BT.Finance,Yield,BT,Ethereum,-6.20%,-,+0.23%,"$1,307,687",1307687,2021-05-29 06:45:06.488210
Siren,Options,SI,Ethereum,-54.92%,-,+0.05%,"$1,206,804",1206804,2021-05-29 06:45:06.488210
S Finance,Dexes,SFG,Ethereum,+0.06%,-,+0.01%,"$964,607",964607,2021-05-29 06:45:06.488210
Strudel Finance,Assets,TRDL,Ethereum,-4.77%,-,-0.14%,"$845,771",845771,2021-05-29 06:45:06.488210
MochiSwap,Dexes,MOCHI,Binance,-2.48%,-,+0.64%,"$787,485",787485,2021-05-29 06:45:06.488210
PEAKDEFI,Yield,PEAK,Ethereum,+0.32%,-,+0.06%,"$669,019",669019,2021-05-29 06:45:06.488210
FinNexus,Options,FNX,Multi-Chain,-0.53%,-,+0.34%,"$665,609",665609,2021-05-29 06:45:06.488210
DeFiner,Yield,FIN,Ethereum,-7.26%,-,+1.74%,"$594,443",594443,2021-05-29 06:45:06.488210
Primitive,Options,-,Ethereum,-7.38%,-,-0.41%,"$496,168",496168,2021-05-29 06:45:06.488210
Levinswap,Dexes,LEVIN,xDai,-,"$448,509",-4.11%,"$448,509",448509,2021-05-29 06:45:06.488210
YFII,Dexes,YFII,Ethereum,-1.49%,-,-0.06%,"$401,536",401536,2021-05-29 06:45:06.488210
Dracula,Yield,DRC,Ethereum,0%,-,0%,"$389,247",389247,2021-05-29 06:45:06.488210
Basis Cash,Assets,BAC,Ethereum,0%,-,0%,"$382,774",382774,2021-05-29 06:45:06.488210
YetiSwap,Dexes,YTS,Avalanche,-9.56%,-,-0.47%,"$367,225",367225,2021-05-29 06:45:06.488210
QIAN,Assets,KUN,Ethereum,-3.52%,-,-0.42%,"$304,351",304351,2021-05-29 06:45:06.488210
UniTrade,Dexes,TRADE,Ethereum,-7.30%,-,-0.33%,"$221,488",221488,2021-05-29 06:45:06.488210
Shell Protocol,Dexes,-,Ethereum,-,"$113,712",0%,"$113,712",113712,2021-05-29 06:45:06.488210
SynLev,Protocols,SYN,Ethereum,-7.55%,-,+0.12%,"$91,942",91942,2021-05-29 06:45:06.488210
CoFiX,Dexes,COFI,Ethereum,-7.55%,-,+0.11%,"$45,203",45203,2021-05-29 06:45:06.488210
 Robo-Advisor fo...,Yield,-,Ethereum,-3.87%,-,-0.05%,"$14,282",14282,2021-05-29 06:45:06.488210
