Protocol,Category,Symbol,Chain,1h Change,1d Change,7d Change,TVL,TVL_converted,Snapshot_taken
Pangolin,Dexes,PNG,Avalanche,+1.17%,+3.62%,+0.02%,$376.89m,376890000,2021-06-01 08:21:43.182737
Thorchain,Dexes,RUNE,Binance,+18.31%,+8.74%,+3.31%,$355.63m,355630000,2021-06-01 08:21:43.182737
Fei Protocol,Assets,FEI,Ethereum,+5.19%,-12.44%,-0.18%,$346.76m,346760000,2021-06-01 08:21:43.182737
Unit Protocol,Protocols,DUCK,Ethereum,+17.46%,+6.99%,+1.77%,$342.45m,342450000,2021-06-01 08:21:43.182737
Harvest Finance,Yield,FARM,Ethereum,+7.44%,-2.18%,-0.04%,$309.73m,309730000,2021-06-01 08:21:43.182737
Serum,Dexes,SRM,Solana,+12.38%,+14.10%,+2.50%,$291.36m,291360000,2021-06-01 08:21:43.182737
DefiChain,Dexes,DFI,DefiChain,+9.20%,+6.69%,+1.90%,$284.48m,284480000,2021-06-01 08:21:43.182737
ACryptoS,Yield,ACS,Binance,+10.79%,-0.10%,-0.11%,$274.14m,274140000,2021-06-01 08:21:43.182737
Set Protocol,Indexes,-,Ethereum,+19.91%,+15.44%,+1.03%,$269.76m,269760000,2021-06-01 08:21:43.182737
Index Coop,Indexes,INDEX,Ethereum,+22.12%,+15.11%,+1.16%,$233.74m,233740000,2021-06-01 08:21:43.182737
Wing Finance,Lending,WING,Ontology,+6.17%,+8.60%,+0.69%,$231.86m,231860000,2021-06-01 08:21:43.182737
TrueFi,Lending,TRU,Ethereum,+62.04%,+98.41%,+0.41%,$225.91m,225910000,2021-06-01 08:21:43.182737
Dfyn Network,Dexes,DFYN,Polygon,+26.48%,+67.68%,+1.62%,$204.88m,204880000,2021-06-01 08:21:43.182737
Idle Finance,Yield,IDLE,Ethereum,-2.68%,+14.30%,+0.01%,$195.04m,195040000,2021-06-01 08:21:43.182737
PoolTogether,Protocols,POOL,Ethereum,+2.64%,+9.16%,+0.11%,$194.8m,194800000,2021-06-01 08:21:43.182737
KEEP Network,Assets,KEEP,Ethereum,+14.55%,+1.17%,+1.85%,$192.42m,192420000,2021-06-01 08:21:43.182737
Flamingo Finance,Dexes,FLM,NEO,+10.61%,+7.56%,+0.70%,$189.98m,189980000,2021-06-01 08:21:43.182737
B.Protocol,Lending,BPRO,Ethereum,+12.65%,-1.22%,+0.58%,$183.41m,183410000,2021-06-01 08:21:43.182737
Depth,Dexes,DEP,Heco,-0.90%,-29.88%,+0.04%,$175.89m,175890000,2021-06-01 08:21:43.182737
Kava,Lending,KAVA,Multi-Chain,+14.29%,+7.31%,+2.61%,$173.53m,173530000,2021-06-01 08:21:43.182737
StakeHound,Staking,-,Ethereum,+14.96%,+2.37%,+0.71%,$170.13m,170130000,2021-06-01 08:21:43.182737
Loopring,Dexes,LRC,Ethereum,+15.62%,-1.82%,+1.89%,$154.43m,154430000,2021-06-01 08:21:43.182737
dYdX,Dexes,-,Ethereum,+9.86%,-9.14%,+0.50%,$154.41m,154410000,2021-06-01 08:21:43.182737
Integral,Dexes,-,Ethereum,+112%,+33.50%,0%,$141.65m,141650000,2021-06-01 08:21:43.182737
bZx,Lending,BZRX,Ethereum,+11.87%,+6.44%,+1.71%,$140.73m,140730000,2021-06-01 08:21:43.182737
Deus,Protocols,DEUS,Multi-Chain,+13.47%,+41.82%,+0.25%,$129.69m,129690000,2021-06-01 08:21:43.182737
Ankr,Staking,ANKR,Ethereum,+15.23%,+3.29%,+0.71%,$128.35m,128350000,2021-06-01 08:21:43.182737
SolFarm,Yield,TULIP,Solana,+10.83%,+68.55%,+1.14%,$126.58m,126580000,2021-06-01 08:21:43.182737
UMA Protocol,Protocols,UMA,Ethereum,+7.45%,+2.79%,+0.60%,$119.65m,119650000,2021-06-01 08:21:43.182737
Sablier Finance,Protocols,-,Ethereum,+7.72%,+0.17%,+1.88%,$116.09m,116090000,2021-06-01 08:21:43.182737
Reflexer,Assets,RAI,Ethereum,+16.27%,-3.90%,+0.71%,$114.33m,114330000,2021-06-01 08:21:43.182737
ZilSwap,Dexes,ZWAP,Zilliqa,+11.80%,+10.07%,+1.26%,$110.89m,110890000,2021-06-01 08:21:43.182737
BarnBridge,Yield,BOND,Ethereum,+28.74%,+23.04%,+226%,$101.61m,101610000,2021-06-01 08:21:43.182737
DODO,Dexes,DODO,Ethereum,+3.26%,-24.13%,+0.55%,$100.31m,100310000,2021-06-01 08:21:43.182737
Unslashed,Insurance,USF,Ethereum,+5.77%,-5.40%,+2.30%,"$99,465,084",99465084,2021-06-01 08:21:43.182737
MANTRA DAO,Protocols,OM,Ethereum,+12.84%,+10.54%,+2.48%,"$98,124,284",98124284,2021-06-01 08:21:43.182737
Pickle,Yield,PICKLE,Ethereum,+15.83%,-,+1.49%,"$79,791,865",79791865,2021-06-01 08:21:43.182737
yAxis,Yield,YAX,Ethereum,+7.56%,+18.66%,+0.71%,"$78,121,680",78121680,2021-06-01 08:21:43.182737
OnX.Finance,Lending,ONX,Ethereum,+16.25%,+4.33%,+2.16%,"$78,079,246",78079246,2021-06-01 08:21:43.182737
Flamincome,Yield,FLAG,Ethereum,+7.18%,-0.17%,+1.08%,"$77,999,296",77999296,2021-06-01 08:21:43.182737
Secret Bridge,Assets,-,Secret,+13.83%,+3.33%,+1.38%,"$73,410,104",73410104,2021-06-01 08:21:43.182737
StakeWise,Staking,SWISE,Ethereum,+15.14%,+4.21%,+0.71%,"$73,158,256",73158256,2021-06-01 08:21:43.182737
1inch,Dexes,1INCH,Ethereum,+14.35%,+2.81%,+1.33%,"$68,116,626",68116626,2021-06-01 08:21:43.182737
Metronome,Assets,MET,Ethereum,+13.72%,+2.50%,+0.42%,"$65,048,352",65048352,2021-06-01 08:21:43.182737
imToken,Assets,imBTC,Ethereum,+28.09%,+43.20%,+2.96%,"$64,006,677",64006677,2021-06-01 08:21:43.182737
mStable,Protocols,MTA,Ethereum,+1.23%,+2.52%,+0.15%,"$62,688,300",62688300,2021-06-01 08:21:43.182737
WePiggy,Lending,WPC,Multi-Chain,-5.04%,+170%,+0.62%,"$57,287,859",57287859,2021-06-01 08:21:43.182737
Hard Protocol,Protocols,HARD,Multi-Chain,+9.99%,+5.68%,+2.01%,"$56,757,429",56757429,2021-06-01 08:21:43.182737
Rari Capital,Yield,RGT,Ethereum,+9.65%,+6.47%,+2.93%,"$54,221,985",54221985,2021-06-01 08:21:43.182737
BoringDAO,Protocols,BOR,Ethereum,+8.46%,+1.63%,+1.00%,"$51,848,615",51848615,2021-06-01 08:21:43.182737
SpiritSwap,Dexes,SPIRIT,Fantom,+15.94%,+20.19%,+10.11%,"$51,778,484",51778484,2021-06-01 08:21:43.182737
Sovryn,Dexes,SOV,RSK,+13.76%,-,+1.29%,"$51,717,099",51717099,2021-06-01 08:21:43.182737
 Lightning Netwo...,Protocols,-,Bitcoin,+7.59%,-0.44%,+0.62%,"$51,705,927",51705927,2021-06-01 08:21:43.182737
Defi Swap,Dexes,CRO,Ethereum,+9.96%,+0.62%,+0.58%,"$51,572,315",51572315,2021-06-01 08:21:43.182737
dForce,Lending,DF,Multi-Chain,-7.60%,-13.35%,-11.28%,"$51,391,755",51391755,2021-06-01 08:21:43.182737
Unicly,Dexes,UNIC,Ethereum,+4.19%,+13.20%,+0.46%,"$50,957,314",50957314,2021-06-01 08:21:43.182737
Saddle Finance,Dexes,-,Ethereum,+5.72%,-5.41%,+0.41%,"$49,951,119",49951119,2021-06-01 08:21:43.182737
Goose Finance,Yield,EGG,Binance,+8.78%,-23.86%,+1.51%,"$49,171,410",49171410,2021-06-01 08:21:43.182737
Hegic,Options,HEGIC,Ethereum,+13.71%,+1.36%,+1.95%,"$45,214,532",45214532,2021-06-01 08:21:43.182737
StakeDAO,Yield,SDT,Ethereum,-2.23%,-7.87%,+0.60%,"$44,215,907",44215907,2021-06-01 08:21:43.182737
Zookeeper,Yield,ZOO,Wanchain,0%,"$43,397,935",0%,"$43,397,935",43397935,2021-06-01 08:21:43.182737
WanSwap Dex,Dexes,WASP,Wanchain,+7.88%,+5.46%,+1.63%,"$43,322,509",43322509,2021-06-01 08:21:43.182737
SharedStake,Staking,SGT,Ethereum,+14.96%,+2.34%,+0.71%,"$42,496,256",42496256,2021-06-01 08:21:43.182737
SpookySwap,Dexes,BOO,Fantom,+18.50%,-,+1.54%,"$39,554,377",39554377,2021-06-01 08:21:43.182737
DefiDollar DAO,Protocols,DFD,Ethereum,+13.25%,+17.12%,+1.08%,"$39,128,769",39128769,2021-06-01 08:21:43.182737
88mph,Yield,MPH,Ethereum,+5.44%,+2.07%,+0.61%,"$38,932,366",38932366,2021-06-01 08:21:43.182737
Kyber,Dexes,KNC,Ethereum,+5.94%,-0.36%,+1.27%,"$36,307,285",36307285,2021-06-01 08:21:43.182737
SecretSwap,Dexes,SEFI,Secret,+0.61%,-2.24%,-0.21%,"$35,458,619",35458619,2021-06-01 08:21:43.182737
Orca,Dexes,-,Solana,+5.43%,-9.74%,+0.54%,"$33,915,652",33915652,2021-06-01 08:21:43.182737
FutureSwap,Dexes,FST,Ethereum,-9.33%,-24.67%,+0.34%,"$33,866,628",33866628,2021-06-01 08:21:43.182737
dHEDGE,Protocols,DHT,Ethereum,+18.76%,+10.76%,+1.32%,"$31,910,082",31910082,2021-06-01 08:21:43.182737
DerivaDEX,Dexes,DDX,Ethereum,-0.79%,-0.29%,-0.55%,"$31,517,886",31517886,2021-06-01 08:21:43.182737
BiFi,Lending,BiFi,Multi-Chain,+10.04%,-1.27%,+1.03%,"$30,377,788",30377788,2021-06-01 08:21:43.182737
Opyn,Options,-,Ethereum,+3.71%,-5.08%,-0.10%,"$30,354,216",30354216,2021-06-01 08:21:43.182737
KeeperDAO,Yield,ROOK,Ethereum,+10.62%,-56.50%,+1.53%,"$29,161,821",29161821,2021-06-01 08:21:43.182737
Mimo Defi,Lending,MIMO,Ethereum,+11.83%,+1.08%,+0.62%,"$28,631,379",28631379,2021-06-01 08:21:43.182737
BasketDAO,Indexes,BASK,Ethereum,+16.94%,+2.18%,+0.77%,"$28,594,587",28594587,2021-06-01 08:21:43.182737
Ribbon Finance,Options,-,Ethereum,+11.17%,+24.59%,+0.48%,"$28,083,407",28083407,2021-06-01 08:21:43.182737
Serum Swap,Dexes,SRM,Solana,+7.66%,+2.56%,0%,"$27,008,381",27008381,2021-06-01 08:21:43.182737
Bella Protocol,Yield,BEL,Ethereum,+6.14%,-3.75%,+0.84%,"$26,067,497",26067497,2021-06-01 08:21:43.182737
Hyper Finance,Yield,HYFI,Binance,-3.41%,-32.35%,+0.80%,"$25,983,588",25983588,2021-06-01 08:21:43.182737
DeversiFi,Dexes,DVF,Ethereum,+14.43%,-8.89%,+1.11%,"$25,883,436",25883436,2021-06-01 08:21:43.182737
Indexed Finance,Indexes,NDX,Ethereum,+15.05%,+9.93%,+0.84%,"$25,499,982",25499982,2021-06-01 08:21:43.182737
MoneyOnChain,Protocols,MOC,RSK,-,-,-0.03%,"$25,199,897",25199897,2021-06-01 08:21:43.182737
Ruler,Lending,RULER,Ethereum,-18.85%,-24.31%,-6.94%,"$25,149,544",25149544,2021-06-01 08:21:43.182737
Enzyme Finance,Yield,MLN,Ethereum,+9.18%,+2.19%,+0.65%,"$24,805,279",24805279,2021-06-01 08:21:43.182737
Gnosis,Dexes,GNO,Ethereum,+13.92%,+2.74%,+0.61%,"$24,513,810",24513810,2021-06-01 08:21:43.182737
ValueDefi,Yield,VALUE,Multi-Chain,+1.99%,-19.58%,+0.17%,"$23,305,325",23305325,2021-06-01 08:21:43.182737
ViperSwap,Dexes,VIPER,Harmony,-1.43%,+2.00%,+0.18%,"$21,773,655",21773655,2021-06-01 08:21:43.182737
Swerve,Dexes,SWRV,Ethereum,+5.80%,"$20,005,898",-2.11%,"$20,005,898",20005898,2021-06-01 08:21:43.182737
Unagii,Yield,-,Ethereum,+11.29%,+8.29%,+1.19%,"$19,893,725",19893725,2021-06-01 08:21:43.182737
xToken,Yield,XTK,Ethereum,+14.97%,-11.97%,+2.14%,"$18,072,261",18072261,2021-06-01 08:21:43.182737
Notional,Lending,-,Ethereum,+7.04%,+1.05%,+0.36%,"$17,868,761",17868761,2021-06-01 08:21:43.182737
PowerPool,Indexes,CVP,Ethereum,+6.99%,-5.30%,+0.47%,"$17,307,599",17307599,2021-06-01 08:21:43.182737
Mango Markets,Lending,-,Solana,+8.38%,+1.39%,+1.39%,"$16,944,133",16944133,2021-06-01 08:21:43.182737
Erasure,Protocols,NMR,Ethereum,+0.60%,+38.62%,+0.84%,"$16,412,234",16412234,2021-06-01 08:21:43.182737
PieDAO,Indexes,DOUGH,Ethereum,+11.32%,+2.79%,+1.00%,"$15,268,204",15268204,2021-06-01 08:21:43.182737
IDEX,Dexes,IDEX,Ethereum,+10.43%,-6.69%,+0.13%,"$14,989,547",14989547,2021-06-01 08:21:43.182737
Stacker Ventures,Yield,STACK,Ethereum,+9.84%,+12.39%,0%,"$14,328,062",14328062,2021-06-01 08:21:43.182737
Penguin Finance,Dexes,PEFI,Avalanche,+14.16%,-6.62%,+1.27%,"$13,369,330",13369330,2021-06-01 08:21:43.182737
 Mushrooms Finan...,Yield,MM,Ethereum,+9.89%,-33.32%,+1.29%,"$11,207,576",11207576,2021-06-01 08:21:43.182737
Smoothy,Dexes,SMTY,Ethereum,-0.25%,-63.82%,-0.01%,"$11,105,300",11105300,2021-06-01 08:21:43.182737
Wasabix,Yield,WASABI,Ethereum,+9.87%,+22.35%,+1.17%,"$11,073,965",11073965,2021-06-01 08:21:43.182737
Cryptex,Indexes,CTX,Ethereum,+14.65%,+5.99%,+0.71%,"$10,919,690",10919690,2021-06-01 08:21:43.182737
HyperSwap,Dexes,Token not found,Fantom,-57.08%,"$9,869,056",+6.09%,"$9,869,056",9869056,2021-06-01 08:21:43.182737
BondAppetit,Assets,BAG,Ethereum,+0.50%,+0.01%,+0.05%,"$9,671,898",9671898,2021-06-01 08:21:43.182737
Snowball,Yield,SNOB,Avalanche,+12.07%,-,+1.58%,"$9,419,102",9419102,2021-06-01 08:21:43.182737
Cometh,Dexes,MUST,Polygon,+14.63%,+1.91%,+1.70%,"$9,338,443",9338443,2021-06-01 08:21:43.182737
Energiswap,Dexes,NRG,Energi,+7.32%,+0.02%,+0.27%,"$9,150,266",9150266,2021-06-01 08:21:43.182737
YouSwap,Dexes,YOU,Multi-Chain,+3.15%,-,+0.75%,"$8,092,937",8092937,2021-06-01 08:21:43.182737
DDEX,Dexes,-,Ethereum,+10.77%,+1.30%,+0.56%,"$8,070,116",8070116,2021-06-01 08:21:43.182737
Fluity,Protocols,FLTY,Binance,+12.46%,+142%,+0.64%,"$7,855,229",7855229,2021-06-01 08:21:43.182737
Fuse,Protocols,FUSE,Multi-Chain,+8.19%,+2.22%,+0.77%,"$7,630,786",7630786,2021-06-01 08:21:43.182737
ACoconut,Yield,AC,Multi-Chain,-20.03%,-31.22%,+0.65%,"$7,595,438",7595438,2021-06-01 08:21:43.182737
Gondola Finance,Dexes,GDL,Avalanche,+7.66%,-9.76%,+0.77%,"$7,489,058",7489058,2021-06-01 08:21:43.182737
Honeyswap,Dexes,HNY,xDai,+4.05%,-2.91%,+0.44%,"$7,289,083",7289083,2021-06-01 08:21:43.182737
Perlin,Dexes,PERL,Ethereum,+12.38%,+9.53%,+1.17%,"$7,117,473",7117473,2021-06-01 08:21:43.182737
Hakka Finance,Yield,HAKKA,Ethereum,+14.98%,+7.37%,+2.11%,"$6,979,679",6979679,2021-06-01 08:21:43.182737
Yogi Finance,Dexes,YOGI,MultiChain,+26.52%,+74.50%,+0.80%,"$6,880,596",6880596,2021-06-01 08:21:43.182737
Swipe,Dexes,SXP,Ethereum,+3.20%,-78.80%,+0.64%,"$6,373,078",6373078,2021-06-01 08:21:43.182737
 SteakBank Finan...,Staking,SBF,Binance,+22.64%,-,+0.64%,"$6,368,091",6368091,2021-06-01 08:21:43.182737
Stafi,Staking,FIS,Ethereum,+25.91%,+54.83%,+0.71%,"$6,109,387",6109387,2021-06-01 08:21:43.182737
Oxygen,Lending,OXY,Solana,+6.51%,+1.84%,+1.20%,"$6,033,903",6033903,2021-06-01 08:21:43.182737
Aquarius,Protocols,AQU,Fantom,-2.31%,-,+1.10%,"$5,284,437",5284437,2021-06-01 08:21:43.182737
Wheat Protocol,Yield,WHEAT,Binance,+6.91%,-5.23%,+1.25%,"$4,789,611",4789611,2021-06-01 08:21:43.182737
Opium,Insurance,OPIUM,Ethereum,-0.03%,-2.15%,-0.01%,"$4,648,980",4648980,2021-06-01 08:21:43.182737
Governor DAO,Protocols,GDAO,Ethereum,+10.42%,+0.50%,+1.89%,"$4,518,348",4518348,2021-06-01 08:21:43.182737
Lydia,Dexes,-,Avalanche,+10.87%,+23.10%,+0.91%,"$4,380,328",4380328,2021-06-01 08:21:43.182737
Allinx,Yield,INX,Binance,+9.97%,-41.84%,+1.56%,"$3,907,590",3907590,2021-06-01 08:21:43.182737
DEXTF Protocol,Protocols,DEXTF,Ethereum,+16.99%,+21.05%,+1.01%,"$3,852,746",3852746,2021-06-01 08:21:43.182737
Swapr,Dexes,-,Multi-Chain,+7.68%,+6.26%,+0.31%,"$3,792,764",3792764,2021-06-01 08:21:43.182737
cVault.finance,Assets,CORE,Ethereum,+11.53%,-6.40%,+0.75%,"$3,660,416",3660416,2021-06-01 08:21:43.182737
CreamSwap,Dexes,CREAM,Ethereum,+11.62%,+4.19%,+0.71%,"$3,423,406",3423406,2021-06-01 08:21:43.182737
Augur,Dexes,REP,Ethereum,+14.58%,+2.24%,+0.70%,"$3,414,345",3414345,2021-06-01 08:21:43.182737
zLot,Staking,zLot,Ethereum,+14.81%,+3.14%,+2.10%,"$3,241,520",3241520,2021-06-01 08:21:43.182737
Cover Protocol,Insurance,COVER,Ethereum,-0.01%,-31.19%,< 0.0001%,"$3,151,324",3151324,2021-06-01 08:21:43.182737
Yam Finance,Protocols,YAM,Ethereum,+7.45%,+3.85%,+0.38%,"$3,139,577",3139577,2021-06-01 08:21:43.182737
SnowSwap,Dexes,SNOW,Ethereum,+9.41%,-12.99%,+1.23%,"$3,103,502",3103502,2021-06-01 08:21:43.182737
Auctus,Options,AUC,Ethereum,+16.70%,+8.62%,+0.70%,"$3,039,027",3039027,2021-06-01 08:21:43.182737
ForTube,Lending,FOR,Ethereum,+3.71%,-61.78%,-0.37%,"$2,992,645",2992645,2021-06-01 08:21:43.182737
Jarvis Network,Protocols,JRT,Ethereum,-0.03%,+6.45%,0%,"$2,780,530",2780530,2021-06-01 08:21:43.182737
Dev Protocol,Protocols,DEV,Ethereum,+12.33%,-30.56%,+0.19%,"$2,556,675",2556675,2021-06-01 08:21:43.182737
0.exchange,Dexes,ZERO,Multi-Chain,+5.02%,-17.82%,+0.24%,"$2,326,629",2326629,2021-06-01 08:21:43.182737
Growth DeFi,Yield,GRO,Ethereum,0%,-11.18%,0%,"$2,237,197",2237197,2021-06-01 08:21:43.182737
YF Link,Dexes,YFL,Ethereum,+7.49%,-8.71%,+0.89%,"$2,134,831",2134831,2021-06-01 08:21:43.182737
MCDEX,Dexes,MCB,Ethereum,+14.97%,+2.40%,+0.71%,"$1,898,260",1898260,2021-06-01 08:21:43.182737
Connext,Protocols,-,Ethereum,-24.96%,-0.45%,-0.18%,"$1,778,880",1778880,2021-06-01 08:21:43.182737
Olive Cash,Yield,OLIVE,Multi-Chain,+5.28%,-25.73%,+1.81%,"$1,707,965",1707965,2021-06-01 08:21:43.182737
N3RD Finance,Yield,N3RDz,Ethereum,+7.82%,-15.03%,+2.14%,"$1,615,834",1615834,2021-06-01 08:21:43.182737
XDeFi,Dexes,XDEX,Ethereum,-9.04%,-7.18%,-0.04%,"$1,423,365",1423365,2021-06-01 08:21:43.182737
Siren,Options,SI,Ethereum,+15.22%,-43.24%,+1.86%,"$1,395,199",1395199,2021-06-01 08:21:43.182737
Ram Protocol,Lending,RAM,ThunderCore,-12.69%,-14.81%,+0.36%,"$1,330,903",1330903,2021-06-01 08:21:43.182737
ForceDAO,Yield,FORCE,Ethereum,+1.76%,-32.38%,+0.15%,"$1,247,117",1247117,2021-06-01 08:21:43.182737
BT.Finance,Yield,BT,Ethereum,-5.52%,-12.04%,+1.86%,"$1,099,829",1099829,2021-06-01 08:21:43.182737
S Finance,Dexes,SFG,Ethereum,-0.19%,+0.05%,+0.02%,"$966,722",966722,2021-06-01 08:21:43.182737
Strudel Finance,Assets,TRDL,Ethereum,+8.44%,-2.68%,+1.46%,"$870,251",870251,2021-06-01 08:21:43.182737
MochiSwap,Dexes,MOCHI,Binance,+5.03%,-13.56%,+1.94%,"$733,935",733935,2021-06-01 08:21:43.182737
PEAKDEFI,Yield,PEAK,Ethereum,+0.07%,"$669,572",+0.04%,"$669,572",669572,2021-06-01 08:21:43.182737
FinNexus,Options,FNX,Multi-Chain,+1.35%,-7.17%,+0.12%,"$646,241",646241,2021-06-01 08:21:43.182737
DeFiner,Yield,FIN,Ethereum,+5.59%,+0.78%,-0.87%,"$600,779",600779,2021-06-01 08:21:43.182737
Primitive,Options,-,Ethereum,-1.80%,-8.38%,+0.84%,"$451,831",451831,2021-06-01 08:21:43.182737
YFII,Dexes,YFII,Ethereum,+2.23%,-91.84%,+0.39%,"$429,822",429822,2021-06-01 08:21:43.182737
Levinswap,Dexes,LEVIN,xDai,+0.44%,-6.00%,+0.06%,"$429,290",429290,2021-06-01 08:21:43.182737
Basis Cash,Assets,BAC,Ethereum,0%,"$382,774",0%,"$382,774",382774,2021-06-01 08:21:43.182737
YetiSwap,Dexes,YTS,Avalanche,-3.64%,+9.58%,+1.48%,"$335,254",335254,2021-06-01 08:21:43.182737
QIAN,Assets,KUN,Ethereum,+1.26%,-20.77%,+0.19%,"$242,526",242526,2021-06-01 08:21:43.182737
UniTrade,Dexes,TRADE,Ethereum,+5.76%,-6.67%,+0.39%,"$199,003",199003,2021-06-01 08:21:43.182737
Dracula,Yield,DRC,Ethereum,+11.10%,-52.78%,+2.17%,"$183,807",183807,2021-06-01 08:21:43.182737
Shell Protocol,Dexes,-,Ethereum,0%,+0.02%,0%,"$113,714",113714,2021-06-01 08:21:43.182737
SynLev,Protocols,SYN,Ethereum,+16.69%,+4.80%,+2.30%,"$99,022",99022,2021-06-01 08:21:43.182737
CoFiX,Dexes,COFI,Ethereum,+16.50%,-45.77%,+2.21%,"$46,365",46365,2021-06-01 08:21:43.182737
 Robo-Advisor fo...,Yield,-,Ethereum,+5.73%,-39.95%,+1.36%,"$13,620",13620,2021-06-01 08:21:43.182737
